"simulation","N","N.1"
"259","50",240.147532814957
"260","50",291.585640417707
"261","50",290.266434827528
"262","50",294.614473593228
"263","50",246.64345845663
"264","50",281.390431444653
"265","50",313.278990715173
"266","50",244.381473551763
"267","50",306.456398233932
"268","50",256.129132776539
"269","50",286.453284149909
"270","50",286.195654626126
"271","50",249.961123339333
"272","50",270.340113290483
"273","50",306.530732861405
"274","50",172.746234343555
"275","50",297.62613959586
"276","50",272.794553923902
"277","50",299.493029783963
"278","50",282.746260218798
"279","50",300.361637899734
"280","50",315.836106901311
"281","50",293.740550249198
"282","50",313.273615246401
"283","50",309.618751516313
"284","50",272.893677388788
"285","50",287.469263035592
"286","50",287.101874860321
"287","50",314.749254814808
"288","50",283.652129016156
"289","50",255.420291819223
"290","50",312.191315773837
"291","50",308.670698212479
"292","50",298.939039778618
"293","50",290.031159079317
"294","50",319.606345362258
"295","50",311.098816910139
"296","50",249.822842194664
"297","50",283.667639690716
"298","50",307.786414001197
"299","50",263.273258124926
"300","50",306.252440440367
"301","50",272.543322247073
"302","50",310.026861453302
"303","50",306.243739737878
"304","50",247.129697118657
"305","50",300.961416298606
"306","50",298.109342381419
"307","50",305.300524062529
"308","50",213.845284508894
"309","50",310.418239482336
"310","50",249.438352748849
"311","50",305.707474923606
"312","50",311.873767234071
"313","50",302.064382131858
"314","50",310.939871547578
"315","50",303.884784004865
"316","50",300.366587710595
"317","50",231.371979907304
"318","50",287.874858227503
"319","50",312.010233822532
"320","50",297.92632593132
"321","50",308.818253273135
"322","50",292.214000587721
"323","50",313.158628414171
"324","50",312.914760279653
"325","50",318.958647997514
"326","50",303.019021772729
"327","50",309.604814147323
"328","50",302.470153700944
"329","50",279.880484823031
"330","50",299.250141486945
"331","50",311.627646454538
"332","50",212.017743047943
"333","50",279.428307739806
"334","50",311.109972994447
"335","50",263.129204941433
"336","50",304.758520785461
"337","50",307.641064797753
"338","50",300.80718538584
"339","50",295.529518825551
"340","50",237.604441888365
"341","50",247.017293395816
"342","50",319.426888445893
"343","50",298.750568152232
"344","50",280.628438496189
"345","50",305.198152667956
"346","50",309.425980373734
"347","50",292.395641551038
"348","50",239.411376636138
"349","50",298.111416253544
"350","50",321.283743124457
"351","50",287.900079601351
"352","50",283.717533659848
"353","50",307.464668463219
"354","50",298.973081734376
"355","50",259.489508487684
"356","50",286.400913202439
"357","50",283.536221508711
"358","50",251.022440940289
"359","50",300.973526456825
"360","50",287.050807039577
"361","50",314.338446548487
"362","50",259.057416506751
"363","50",301.059716826179
"364","50",273.514189960292
"365","50",297.629206009779
"366","50",317.933829658729
"367","50",304.789530188976
"368","50",305.877124141283
"369","50",286.800182950919
"370","50",315.97808015437
"371","50",300.682738193603
"372","50",250.428879814395
"373","50",308.233845773912
"374","50",288.352208215605
"375","50",304.018162969777
"376","50",306.60883739694
"377","50",201.578883223168
"378","50",296.191748740873
"379","50",298.676938315264
"380","50",254.663525617567
"381","50",296.845998191674
"382","50",312.863598571744
"383","50",238.370847077337
"384","50",296.721299526837
"385","50",304.930137570458
"386","50",309.452755532931
"387","50",293.902080823548
"388","50",296.410800734904
"389","50",266.557597425437
"390","50",276.944728008544
"391","50",317.747377718027
"392","50",289.437587425071
"393","50",276.937713291435
"394","50",277.406375896339
"395","50",271.443727850361
"396","50",276.125656979646
"397","50",281.46128903945
"398","50",180.47423748704
"399","50",300.173495897592
"400","50",284.574373279384
"401","50",313.680044935908
"402","50",315.756430014236
"403","50",276.529632867223
"404","50",288.146958795589
"405","50",276.934375032209
"406","50",320.420192266923
"407","50",307.962373722311
"408","50",305.275518207405
"409","50",290.64153739051
"410","50",293.35982856898
"411","50",294.236739840483
"412","50",239.085018083147
"413","50",304.461111038387
"414","50",299.53306691056
"415","50",305.012245451606
"416","50",255.603024408698
"417","50",309.831628527379
"418","50",294.620443982526
"419","50",228.627859377466
"420","50",313.081703159876
"421","50",311.773195444566
"422","50",274.956751868881
"423","50",312.999717204373
"424","50",307.52261286371
"425","50",243.218259802516
"426","50",303.184867060015
"427","50",287.08520818355
"428","50",307.680249272874
"429","50",255.740168735704
"430","50",302.723235790946
"431","50",316.067603324478
"432","50",306.644963228458
"433","50",276.709586100258
"434","50",312.698796137682
"435","50",294.635092780743
"436","50",305.404228721953
"437","50",309.566201923474
"438","50",297.05641491654
"439","50",272.364144121365
"440","50",314.183866660146
"441","50",311.446456102368
"442","50",222.407240766342
"443","50",219.713747599907
"444","50",299.680767986493
"445","50",260.176355063588
"446","50",297.95441897542
"447","50",272.790898243608
"448","50",317.989354259826
"449","50",301.775743298292
"450","50",283.523193477969
"451","50",312.576163055662
"452","50",285.979671369478
"453","50",311.214326354108
"454","50",317.898389473442
"455","50",300.451145544374
"456","50",261.056387374831
"457","50",213.194450295517
"458","50",240.372677926243
"459","50",307.123337090995
"460","50",306.382194767375
"461","50",301.559425304116
"462","50",309.40545534877
"463","50",308.730861852678
"464","50",257.451020580776
"465","50",292.430299731118
"466","50",316.204310313137
"467","50",308.12717339993
"468","50",201.462345432535
"469","50",305.713843749876
"470","50",313.56848111032
"471","50",248.612899694308
"472","50",271.33701771078
"473","50",314.485818597614
"474","50",238.953026990687
"475","50",301.414113711112
"476","50",281.1433918105
"477","50",302.287584206146
"478","50",304.427296991196
"479","50",308.55588348418
"480","50",312.659493025836
"481","50",317.295756358701
"482","50",297.514152729153
"483","50",292.738002006475
"484","50",308.166439704097
"485","50",264.70353951885
"486","50",309.766431657156
"487","50",264.041822388333
"488","50",203.987259627809
"489","50",301.794871347668
"490","50",296.969176259929
"491","50",303.925891399617
"492","50",310.227096036239
"493","50",255.816200368568
"494","50",316.398302145619
"495","50",310.659577177478
"496","50",274.942182919418
"497","50",320.176722416227
"498","50",263.365819711996
"499","50",312.162203826188
"500","50",300.853661727692
"1","100",649.683777841313
"2","100",551.140316980542
"3","100",545.302594137404
"4","100",631.608774187087
"5","100",611.144565286847
"6","100",591.388445951734
"7","100",626.463710502243
"8","100",649.750389822798
"9","100",625.319753756459
"10","100",646.043060033759
"11","100",428.083327902521
"12","100",649.607051703686
"13","100",617.391475988656
"14","100",643.333111438661
"15","100",555.339300917115
"16","100",643.459640518662
"17","100",645.353498997689
"18","100",547.267713102792
"19","100",599.61444615119
"20","100",654.88839111526
"21","100",630.03285817794
"22","100",616.24733634103
"23","100",572.357433512007
"24","100",648.512059589546
"25","100",623.730933848809
"26","100",659.275395798587
"27","100",654.280437805369
"28","100",599.131240945636
"29","100",586.33761933239
"30","100",665.735668219413
"31","100",598.028262510631
"32","100",619.31319409437
"33","100",648.360852711322
"34","100",603.616504667351
"35","100",634.333000376582
"36","100",668.792980570466
"37","100",660.59553886065
"38","100",593.548782605251
"39","100",605.963363960054
"40","100",600.030645265902
"41","100",612.090397743001
"42","100",580.554065937075
"43","100",596.932803541778
"44","100",662.152263663335
"45","100",572.176511350285
"46","100",580.97687981971
"47","100",634.16945912869
"48","100",619.67112199283
"49","100",624.63226513326
"50","100",634.770679795522
"51","100",501.946719125593
"52","100",514.543361988325
"53","100",649.834246013043
"54","100",431.734941898645
"55","100",563.432699082222
"56","100",592.757021005155
"57","100",662.033958622173
"58","100",598.913031018869
"59","100",634.102680094423
"60","100",608.80173359685
"61","100",605.065991170137
"62","100",653.265953834008
"63","100",525.134750567346
"64","100",630.191615288037
"65","100",493.140373948045
"66","100",644.565368424892
"67","100",605.1320769482
"68","100",642.746947004421
"69","100",618.639890711946
"70","100",639.118773632289
"71","100",596.486485056506
"72","100",577.211529754004
"73","100",543.154827694833
"74","100",658.087958486854
"75","100",622.346058322108
"76","100",558.203509084972
"77","100",581.464457040909
"78","100",645.138879005504
"79","100",654.773646287143
"80","100",582.677088134216
"81","100",640.541583907784
"82","100",670.287352136588
"83","100",648.418539745717
"84","100",596.938812937729
"85","100",630.915371522621
"86","100",662.141626036706
"87","100",649.749439950061
"88","100",648.580671516888
"89","100",626.742999361417
"90","100",614.200102966302
"91","100",643.61667715013
"92","100",616.310491322791
"93","100",658.705947280533
"94","100",553.085284763203
"95","100",481.233823539215
"96","100",496.569493917503
"97","100",618.792919994071
"98","100",601.401695306254
"99","100",473.597970697607
"100","100",563.223032078911
"101","100",434.308711836461
"102","100",635.729571699384
"103","100",639.898692227004
"104","100",640.009245020074
"105","100",527.618213359999
"106","100",656.87131528144
"107","100",642.92536185157
"108","100",640.077364873817
"109","100",674.20594931929
"110","100",646.031636956336
"111","100",643.204330387644
"112","100",476.465234693976
"113","100",660.360223451537
"114","100",630.445463474489
"115","100",639.196593825503
"116","100",646.070962659404
"117","100",542.737499020549
"118","100",630.319592962203
"119","100",621.698833935486
"120","100",411.425290436833
"121","100",545.590798419266
"122","100",604.221346471845
"123","100",609.164726906453
"124","100",613.789589319111
"125","100",676.462384266405
"126","100",650.427516119001
"127","100",638.496639131814
"128","100",670.65615818996
"129","100",585.328560570397
"130","100",549.665656853739
"131","100",559.990505255657
"132","100",516.506662472877
"133","100",541.467083271064
"134","100",592.985573138683
"135","100",577.253877319212
"136","100",669.42186138492
"137","100",575.177210365233
"138","100",653.819935712695
"139","100",659.929311570938
"140","100",575.401471000627
"141","100",605.983596591299
"142","100",603.197292299399
"143","100",612.785683203396
"144","100",530.544311708961
"145","100",614.503560430233
"146","100",658.171804001759
"147","100",556.78825304141
"148","100",617.202441857608
"149","100",565.851849539676
"150","100",513.564074915311
"151","100",553.41747643056
"152","100",516.751744498839
"153","100",669.676013646768
"154","100",618.820507534791
"155","100",611.351522559907
"156","100",659.788080341292
"157","100",605.557788880911
"158","100",644.599250730124
"159","100",475.52403178799
"160","100",501.608388280308
"161","100",642.431628932108
"162","100",655.84544983651
"163","100",527.075722063444
"164","100",659.093946292233
"165","100",621.452512837063
"166","100",670.818898738885
"167","100",604.949744060354
"168","100",596.010820897453
"169","100",668.249662520257
"170","100",618.324717813618
"171","100",640.801198226605
"172","100",608.197366972344
"173","100",583.727727489007
"174","100",575.88793550711
"175","100",654.397970331274
"176","100",521.330471035393
"177","100",652.984954821096
"178","100",665.820914584402
"179","100",668.88202116079
"180","100",655.129057308819
"181","100",596.128187070585
"182","100",653.898568100628
"183","100",591.146829020348
"184","100",639.155261173773
"185","100",544.706518774593
"186","100",638.556085419029
"187","100",647.158345237034
"188","100",658.06394979418
"189","100",597.758427484985
"190","100",587.282856108315
"191","100",665.00857620147
"192","100",602.490056021322
"193","100",581.271914324293
"194","100",570.105908783001
"195","100",569.713476383358
"196","100",608.920025672137
"197","100",643.714278600608
"198","100",664.366132011802
"199","100",620.350609267434
"200","100",642.171866590778
"201","100",642.751985700644
"202","100",632.088990753488
"203","100",646.765432214802
"204","100",631.861640196732
"205","100",626.094995326542
"206","100",637.226176948014
"207","100",557.710982908159
"208","100",639.489786547381
"209","100",662.913142241834
"210","100",616.452687020819
"211","100",529.481468157358
"212","100",580.098474617374
"213","100",548.305594250368
"214","100",573.931399997544
"215","100",580.277375521752
"216","100",591.872297397567
"217","100",486.777958949404
"218","100",673.605045026266
"219","100",441.457988692489
"220","100",636.458737429224
"221","100",660.879024347371
"222","100",671.822617937652
"223","100",625.214311533362
"224","100",497.941598258127
"225","100",495.976645430346
"226","100",645.496748819827
"227","100",591.77801099427
"228","100",598.175790725356
"229","100",616.939796559591
"230","100",616.292685067199
"231","100",587.901317020456
"232","100",561.487904263526
"233","100",653.807335630453
"234","100",637.716597325611
"235","100",655.576050906355
"236","100",630.610720156275
"237","100",533.636085117288
"238","100",571.889389089004
"239","100",601.359181927234
"240","100",654.717790806554
"241","100",605.280477588771
"242","100",657.437797661696
"243","100",619.572190530878
"244","100",610.093284131804
"245","100",548.908682528106
"246","100",592.543111597199
"247","100",668.282596286611
"248","100",664.925741298597
"249","100",654.079273518827
"250","100",590.063412078193
"251","100",545.996199375154
"252","100",587.669685807273
"253","100",644.790282807797
"254","100",587.225505165693
"255","100",639.935444579777
"256","100",648.763506382617
"257","100",646.768220116898
"258","100",615.087291562879
"259","100",600.867175018849
"260","100",541.114132312136
"261","100",625.379573607371
"262","100",580.983903209351
"263","100",549.070452913845
"264","100",615.07378203181
"265","100",658.296025704441
"266","100",594.764254468914
"267","100",516.145222521932
"268","100",581.067434718123
"269","100",460.341975786406
"270","100",503.938571579474
"271","100",574.224709312142
"272","100",634.936879221973
"273","100",651.209432573619
"274","100",600.74223894191
"275","100",603.43468548736
"276","100",591.117988016518
"277","100",630.571678149219
"278","100",448.805828715457
"279","100",659.828396372522
"280","100",530.227466499431
"281","100",473.920667461834
"282","100",597.393884548491
"283","100",566.085051681909
"284","100",614.183545960237
"285","100",635.614818247211
"286","100",624.76791351009
"287","100",657.482084938117
"288","100",623.632781669996
"289","100",621.609026697147
"290","100",582.485116033551
"291","100",587.227546999128
"292","100",613.831133449067
"293","100",648.344530730463
"294","100",632.562365512207
"295","100",587.174546997079
"296","100",655.242548442618
"297","100",499.669612538273
"298","100",634.656515131757
"299","100",671.324102533323
"300","100",578.608469142246
"301","100",630.588339433832
"302","100",654.929421186735
"303","100",596.351738411833
"304","100",604.521421597724
"305","100",653.247092104743
"306","100",642.622239997832
"307","100",628.366628142546
"308","100",617.411625122885
"309","100",547.215641819261
"310","100",571.474781151472
"311","100",587.390360202792
"312","100",570.619099346314
"313","100",520.046031002566
"314","100",524.214617139218
"315","100",562.347072362064
"316","100",639.065700104184
"317","100",618.183619446097
"318","100",532.436836670089
"319","100",663.766126431669
"320","100",612.22707430288
"321","100",643.304279460567
"322","100",657.683714600781
"323","100",627.616002574799
"324","100",524.418747480047
"325","100",424.611273517811
"326","100",670.666152273758
"327","100",645.103089280438
"328","100",657.170804731569
"329","100",541.12198262137
"330","100",660.017244363669
"331","100",566.598430432918
"332","100",609.209656865478
"333","100",667.899798724139
"334","100",554.878262995483
"335","100",583.853508250335
"336","100",496.022760117211
"337","100",550.427218722676
"338","100",645.158604342907
"339","100",535.492859821433
"340","100",605.007263873354
"341","100",602.974232349193
"342","100",591.388855927054
"343","100",574.730680806552
"344","100",603.460206040744
"345","100",560.54002086879
"346","100",576.466091463761
"347","100",668.790219115651
"348","100",645.524226731667
"349","100",662.349969810384
"350","100",523.620354984366
"351","100",592.622519256829
"352","100",671.61522318991
"353","100",645.981770841256
"354","100",535.370066127645
"355","100",521.180278284544
"356","100",622.119076013826
"357","100",656.169751243787
"358","100",650.345148965268
"359","100",605.043089478581
"360","100",644.346953683091
"361","100",631.877596386812
"362","100",636.672216751146
"363","100",678.509278441368
"364","100",514.624470934483
"365","100",637.8256489618
"366","100",529.805399269098
"367","100",593.490313695411
"368","100",464.453381184815
"369","100",523.812396232241
"370","100",645.509573722068
"371","100",637.941693202259
"372","100",567.167715583925
"373","100",524.668610192978
"374","100",633.946108555025
"375","100",624.521071485066
"376","100",663.119892995644
"377","100",629.160465009141
"378","100",631.175912391835
"379","100",548.077707726593
"380","100",641.601524946307
"381","100",595.805085388489
"382","100",561.287022718414
"383","100",553.609839892468
"384","100",533.657803879401
"385","100",563.108441101281
"386","100",465.918118132793
"387","100",624.004130636586
"388","100",590.825526367746
"389","100",592.350220726515
"390","100",560.758897025321
"391","100",498.087672547685
"392","100",519.858794351992
"393","100",662.448461180363
"394","100",643.748419204017
"395","100",650.361406665873
"396","100",604.141477581175
"397","100",663.320966588161
"398","100",518.290792448301
"399","100",652.587379036162
"400","100",637.47576164708
"401","100",598.793877512296
"402","100",389.591536641149
"403","100",591.568402590778
"404","100",659.874595269246
"405","100",657.381455496446
"406","100",546.23294477062
"407","100",613.797524861575
"408","100",640.762333823279
"409","100",641.809653708559
"410","100",540.347307602306
"411","100",584.182656981988
"412","100",630.654901835101
"413","100",568.1676287241
"414","100",618.483996783672
"415","100",635.791080894745
"416","100",620.636806140062
"417","100",583.355751030399
"418","100",460.642487074827
"419","100",574.808374550217
"420","100",547.75706452627
"421","100",513.710886886929
"422","100",655.730012281994
"423","100",541.92864699663
"424","100",572.526833308443
"425","100",630.100744162067
"426","100",646.750728403178
"427","100",637.577431002641
"428","100",631.030395620719
"429","100",578.033659978697
"430","100",669.226046568438
"431","100",607.290579860674
"432","100",659.60307550349
"433","100",666.948315940161
"434","100",674.897057592628
"435","100",657.336213614473
"436","100",668.936366927704
"437","100",653.739738825669
"438","100",647.523799629827
"439","100",482.279081014661
"440","100",485.077503507583
"441","100",660.786042615991
"442","100",661.761906141362
"443","100",494.077291244356
"444","100",633.055733264097
"445","100",622.61144046332
"446","100",665.012622984734
"447","100",646.457773840995
"448","100",511.394861280391
"449","100",626.51500012066
"450","100",656.645620458339
"451","100",630.357280877887
"452","100",650.830332119521
"453","100",604.913485762778
"454","100",614.01428744898
"455","100",610.399665081906
"456","100",632.200596769747
"457","100",558.447055898122
"458","100",522.062257345244
"459","100",523.548296918754
"460","100",674.893038826284
"461","100",543.099917547032
"462","100",553.20048773309
"463","100",606.331319859406
"464","100",557.99826031413
"465","100",593.68068045222
"466","100",625.97132647141
"467","100",642.814576627681
"468","100",560.402791717228
"469","100",646.524941247598
"470","100",562.893479782401
"471","100",528.691867105213
"472","100",627.532469323469
"473","100",635.312418014169
"474","100",637.900102621377
"475","100",603.284494129498
"476","100",498.124598642352
"477","100",667.366741512187
"478","100",659.733601750114
"479","100",591.813157394277
"480","100",623.525157129872
"481","100",636.594211196336
"482","100",490.876916753993
"483","100",657.192497749705
"484","100",645.084500062922
"485","100",436.126977392086
"486","100",627.553757791586
"487","100",553.525322529496
"488","100",551.192886849702
"489","100",641.485929819953
"490","100",487.154648440999
"491","100",636.666828812529
"492","100",630.034694739948
"493","100",653.157446426049
"494","100",597.156402312927
"495","100",634.560042874655
"496","100",447.601449264856
"497","100",580.758059079036
"498","100",535.008207445804
"499","100",525.249156331192
"500","100",533.467160167226
"1","150",734.098398375568
"2","150",991.891964871198
"3","150",798.036047780495
"4","150",799.400823341715
"5","150",965.160030404688
"6","150",1004.79818933857
"7","150",985.197717008535
"8","150",874.678365599868
"9","150",892.960758532815
"10","150",885.812631330823
"11","150",765.873270578944
"12","150",766.471652325953
"13","150",931.75729346827
"14","150",967.264076821956
"15","150",926.10659709282
"16","150",729.169802387418
"17","150",911.698491854537
"18","150",1023.79849681303
"19","150",962.64639070322
"20","150",960.571755996151
"21","150",753.37813064709
"22","150",956.071852348282
"23","150",831.463384259161
"24","150",1018.31892991955
"25","150",842.402815013268
"26","150",1009.60757950072
"27","150",796.321632925246
"28","150",991.799728319095
"29","150",944.246107606093
"30","150",718.355648019311
"31","150",960.275755330564
"32","150",1020.23081139967
"33","150",1031.50623684721
"34","150",855.916988252987
"35","150",1018.82642589244
"36","150",742.226194356056
"37","150",867.810904060822
"38","150",977.291460570615
"39","150",664.155755192288
"40","150",885.72736965329
"41","150",1042.12368290876
"42","150",974.802337043845
"43","150",959.534002742224
"44","150",890.134343074023
"45","150",870.632950363651
"46","150",796.521887716556
"47","150",1025.83561385138
"48","150",1019.0932917666
"49","150",970.749718688335
"50","150",801.926057784429
"51","150",931.98655163881
"52","150",992.623074920515
"53","150",949.321053906092
"54","150",837.175312598595
"55","150",972.038895221282
"56","150",969.231572894756
"57","150",931.212238095861
"58","150",994.755142297003
"59","150",984.456515091683
"60","150",988.127451814784
"61","150",923.396220230309
"62","150",956.914716520762
"63","150",809.548141266082
"64","150",989.007504584915
"65","150",1016.43510177956
"66","150",1008.83995990661
"67","150",1045.3511723081
"68","150",593.348696183507
"69","150",726.429846289443
"70","150",546.333870680175
"71","150",901.13465521598
"72","150",912.095412890168
"73","150",918.349989153084
"74","150",922.35371516072
"75","150",960.507850598007
"76","150",1033.40572366955
"77","150",988.984288834809
"78","150",836.972881624909
"79","150",981.862221755628
"80","150",966.738042370784
"81","150",967.856741823924
"82","150",989.397650405331
"83","150",871.059247041916
"84","150",727.273717480981
"85","150",864.179979425296
"86","150",1017.45230720798
"87","150",635.791170178652
"88","150",1012.55951753998
"89","150",778.097308776164
"90","150",1002.4404877264
"91","150",1007.28524469538
"92","150",1011.23638395941
"93","150",920.008704743401
"94","150",918.920522308729
"95","150",1009.59339804073
"96","150",827.132105209147
"97","150",1012.14154380028
"98","150",1015.61214535933
"99","150",994.387631242996
"100","150",859.022298305503
"101","150",982.490995360666
"102","150",875.056095732098
"103","150",974.310202381216
"104","150",968.931951281471
"105","150",981.330666049996
"106","150",546.931018763211
"107","150",868.41556263785
"108","150",991.92944934731
"109","150",1008.69274801465
"110","150",983.575844117752
"111","150",1007.63118829326
"112","150",1000.74500738425
"113","150",951.432882976996
"114","150",974.935592272431
"115","150",893.930620606474
"116","150",867.517904681645
"117","150",994.359146015429
"118","150",903.962140870693
"119","150",1008.61452652671
"120","150",914.559589276455
"121","150",1035.27483940311
"122","150",931.072956673902
"123","150",999.092857461169
"124","150",1027.86804320426
"125","150",974.260779501121
"126","150",939.618873988016
"127","150",845.236608960218
"128","150",983.529683509694
"129","150",798.631112562144
"130","150",1015.98857829414
"131","150",800.391578453443
"132","150",1023.13220617503
"133","150",879.247303730597
"134","150",747.376415454774
"135","150",1006.70209195202
"136","150",984.391521676256
"137","150",918.818075805676
"138","150",840.996810576604
"139","150",811.402241394958
"140","150",599.265695146388
"141","150",1002.62342312312
"142","150",927.602698792143
"143","150",1011.07714909465
"144","150",949.558836650201
"145","150",838.620248478017
"146","150",904.333885340047
"147","150",1022.34385389548
"148","150",929.968609319235
"149","150",979.76746296
"150","150",1017.19121342663
"151","150",1021.01709987127
"152","150",1023.55917945059
"153","150",1002.64838214783
"154","150",850.000851190885
"155","150",794.047228252775
"156","150",973.006385778934
"157","150",808.139879642012
"158","150",901.769554209186
"159","150",788.044145994029
"160","150",723.144472315959
"161","150",1032.29527932456
