"simulation","model","N","percentage"
"76","1","50",0.467996467382712
"77","1","50",0.00354193052461991
"78","1","50",0.00656149023316161
"79","1","50",0.235410417666052
"80","1","50",0.35900845652606
"81","1","50",0.00785815314895031
"82","1","50",0.250688494582934
"83","1","50",0.0292017115443042
"84","1","50",0.264334590135061
"85","1","50",0.251295643466086
"86","1","50",0.245911846678519
"87","1","50",0.354968752486709
"88","1","50",0.155400850734105
"89","1","50",0.37795495622843
"90","1","50",0.0634113888524846
"91","1","50",0.252419723545501
"92","1","50",0.239061008260399
"93","1","50",0.0229478796416042
"94","1","50",0.0131974114352682
"95","1","50",0.0748183283903248
"96","1","50",0.0653188093953548
"97","1","50",0.22074444498508
"98","1","50",0.205834672142584
"99","1","50",0.0563924598379135
"100","1","50",0.0341740609581043
"101","1","50",0.284155570500693
"102","1","50",0.335228997103015
"103","1","50",0.105487001733281
"104","1","50",0.282640523697624
"105","1","50",0.0960044875947958
"106","1","50",0.221165089873434
"107","1","50",0.36714478626109
"108","1","50",0.275787973539461
"109","1","50",0.09459793472797
"110","1","50",0.226308531120602
"111","1","50",0.230130671938676
"112","1","50",0.0490418172251092
"113","1","50",0.0952482936713028
"114","1","50",0.385757609834385
"115","1","50",0.25395138610074
"116","1","50",0.397662211857539
"117","1","50",0.0689632908758831
"118","1","50",0.255291246380756
"119","1","50",0.0639467402031202
"120","1","50",0.191836961436947
"121","1","50",0.0965375913307345
"122","1","50",0.0787586200412516
"123","1","50",0.418927958238097
"124","1","50",0.0867715100776616
"125","1","50",0.0330026668866785
"126","1","50",0.353235116592972
"127","1","50",0.275716960879998
"128","1","50",0.226630713413735
"129","1","50",0.0474013487242969
"130","1","50",0.346135015066376
"131","1","50",0.00218086047348153
"132","1","50",0.0788682252917508
"133","1","50",0.152069127364381
"134","1","50",0.370038584194707
"135","1","50",0.501522400385142
"136","1","50",0.325228434253135
"137","1","50",0.142951432640995
"138","1","50",0.337426702698332
"139","1","50",0.140878215790495
"140","1","50",0.255040715267598
"141","1","50",0.18481156541994
"142","1","50",0.412736729690157
"143","1","50",0.080888084132023
"144","1","50",0.208376166402325
"145","1","50",0.152310345450251
"146","1","50",0.319225702538407
"147","1","50",0.133621496308623
"148","1","50",0.0031448878312573
"149","1","50",0.372878311317887
"150","1","50",0.361718691589782
"151","1","50",0.309101293361317
"152","1","50",0.326849473175892
"153","1","50",0.0980012990413858
"154","1","50",0.179037743438366
"155","1","50",0.342479980112625
"156","1","50",0.32484525932681
"157","1","50",0.406106665941647
"158","1","50",0.119928224116681
"159","1","50",0.513148732110138
"160","1","50",0.353107045806936
"161","1","50",0.31330127148766
"162","1","50",0.215492807794823
"163","1","50",0.339546534668069
"164","1","50",0.0481369213023131
"165","1","50",0.135512383143045
"166","1","50",0.247610682410337
"167","1","50",0.0749505855517544
"168","1","50",0.13977865424452
"169","1","50",0.340306426145019
"170","1","50",0.118450907891562
"171","1","50",0.2214860469033
"172","1","50",0.208752704669813
"173","1","50",0.313926713279723
"174","1","50",0.177418520937822
"175","1","50",0.344405366453021
"176","1","50",0.164998645932242
"177","1","50",0.347324627056334
"178","1","50",0.247828639954664
"179","1","50",0.402699947576675
"180","1","50",0.267945627174674
"181","1","50",0.29692741554061
"182","1","50",0.260009075183221
"183","1","50",0.131618611396685
"184","1","50",0.182873732871012
"185","1","50",0.338915567452292
"186","1","50",0.283534073389784
"187","1","50",0.0968936041329067
"188","1","50",0.113590249660278
"189","1","50",0.274373126154666
"190","1","50",0.248675974126908
"191","1","50",0.0817874113717779
"192","1","50",0.358614872087792
"193","1","50",0.432870092754934
"194","1","50",0.13873878106002
"195","1","50",0.273188790217604
"196","1","50",0.0429720480083856
"197","1","50",0.159092770991474
"198","1","50",0.28518912408151
"199","1","50",0.32677261714124
"200","1","50",0.406301358337647
"201","1","50",0.238568914489034
"202","1","50",0.125376349491169
"203","1","50",0.461154693608915
"204","1","50",0.384100057670901
"205","1","50",0.0868890954765777
"206","1","50",0.18636457934625
"207","1","50",0.32941661299864
"208","1","50",0.33815532565767
"209","1","50",0.186674568602927
"210","1","50",0.247405336246253
"211","1","50",0.416310080278941
"212","1","50",0.401891209998365
"213","1","50",0.384159388683321
"214","1","50",0.0335096927679481
"215","1","50",0.37287967369375
"216","1","50",0.0185071051843107
"217","1","50",0.102089512078638
"218","1","50",0.415823405664841
"219","1","50",0.0060737518349681
"220","1","50",0.135493462425912
"221","1","50",0.352467979642914
"222","1","50",0.0404921763965875
"223","1","50",0.108356515230211
"224","1","50",0.101705847572738
"225","1","50",0.0513880020264153
"226","1","50",0.407431472537765
"227","1","50",0.370298686150851
"228","1","50",0.262451555693698
"229","1","50",0.0861636000852955
"230","1","50",0.0446260458102488
"231","1","50",0.41459883924869
"232","1","50",0.150022456959033
"233","1","50",0.23099145808068
"234","1","50",0.368175152258366
"235","1","50",0.113389613308677
"236","1","50",0.226340000831916
"237","1","50",0.388029886363547
"238","1","50",0.337222006580923
"239","1","50",0.34375263038805
"240","1","50",0.335132193321997
"241","1","50",0.0590222243710885
"242","1","50",0.269138060975692
"243","1","50",0.494345209800421
"244","1","50",0.361942584891086
"245","1","50",0.278682411567226
"246","1","50",0.369188218890814
"247","1","50",0.29097944837896
"248","1","50",0.269117675196331
"249","1","50",0.263387787924967
"250","1","50",0.293987198713532
"251","1","50",0.368687520463826
"252","1","50",0.410031194046831
"253","1","50",0.0825871766304428
"254","1","50",0.00929237429053852
"255","1","50",0.428069884102541
"256","1","50",0.365761453757506
"257","1","50",0.316756779625679
"258","1","50",0.243793560222153
"259","1","50",0.10435869440212
"260","1","50",0.169082510542785
"261","1","50",0.195938836417449
"262","1","50",0.390007909254365
"263","1","50",0.297477866607345
"264","1","50",0.025266116755626
"265","1","50",0.394049998051909
"266","1","50",0.139986245008508
"267","1","50",0.39388234779165
"268","1","50",0.305432156024703
"269","1","50",0.0801813378685906
"270","1","50",0.0283250200769745
"271","1","50",0.0466042361540792
"272","1","50",0.201364529148838
"273","1","50",0.434366949874992
"274","1","50",0.0152993184187251
"275","1","50",0.30982263400498
"276","1","50",0.365995135128951
"277","1","50",0.367052193481254
"278","1","50",0.355718690707111
"279","1","50",0.256702152297917
"280","1","50",0.282516878290855
"281","1","50",0.374975983168847
"282","1","50",0.333587191462845
"283","1","50",0.405435043833476
"284","1","50",0.297641318552126
"285","1","50",0.3213696479077
"286","1","50",0.0266525985504208
"287","1","50",0.136052103070304
"288","1","50",0.174806149936962
"289","1","50",0.252535279225933
"290","1","50",0.258358495047214
"291","1","50",0.307989990850688
"292","1","50",0.205126980278041
"293","1","50",0.05595076060275
"294","1","50",0.265789998027229
"295","1","50",0.198704061761548
"296","1","50",0.00589121769179408
"297","1","50",0.0314760016274192
"298","1","50",0.318285917850103
"299","1","50",0.0701354777653921
"300","1","50",0.308478724795512
"301","1","50",0.259815153628589
"302","1","50",0.296745282140606
"303","1","50",0.381445064503079
"304","1","50",0.0491020144072215
"305","1","50",0.321096906896325
"306","1","50",0.335602537707844
"307","1","50",0.107224689090834
"308","1","50",0.172365547397912
"309","1","50",0.316680791683833
"310","1","50",0.363792738672321
"311","1","50",0.3672130833522
"312","1","50",0.264351045000259
"313","1","50",0.311654428680631
"314","1","50",0.147203889069878
"315","1","50",0.122104008679978
"316","1","50",0.204588969078914
"317","1","50",0.0264644157081487
"318","1","50",0.17809258530793
"319","1","50",0.337293544548051
"320","1","50",0.380746302899897
"321","1","50",0.256605472105676
"322","1","50",0.340518028063813
"323","1","50",0.378383777294251
"324","1","50",0.33644154823376
"325","1","50",0.250845050691121
"326","1","50",0.109612250090663
"327","1","50",0.121340855519425
"328","1","50",0.369873150893441
"329","1","50",0.328309054056737
"330","1","50",0.288644024794589
"331","1","50",0.3406869470418
"332","1","50",0.120966475342378
"333","1","50",0.393156680667385
"334","1","50",0.343332604312116
"335","1","50",0.296868776884614
"336","1","50",0.255526503663775
"337","1","50",0.169542935572144
"338","1","50",0.0297567580912414
"339","1","50",0.131833172662929
"340","1","50",0.14237058416053
"341","1","50",0.0599730571115479
"342","1","50",0.355202136082525
"343","1","50",0.119865864755435
"344","1","50",0.393955879078722
"345","1","50",0.335414390257542
"346","1","50",0.23490213592712
"347","1","50",0.0735714920041904
"348","1","50",0.0993091250918293
"349","1","50",0.253748355142321
"350","1","50",0.377967620282832
"351","1","50",0.27026777937651
"352","1","50",0.14546627596465
"353","1","50",0.31728496826712
"354","1","50",0.321923205020731
"355","1","50",0.0111256199573765
"356","1","50",0.224886126002992
"357","1","50",0.182446411168431
"358","1","50",0.268657861154264
"359","1","50",0.054384850470328
"360","1","50",0.257172515848789
"361","1","50",0.365763293505311
"362","1","50",0.0100976071880801
"363","1","50",0.404264296192788
"364","1","50",0.376723024387481
"365","1","50",0.348623225714862
"366","1","50",0.352561474864796
"367","1","50",0.342336624101916
"368","1","50",0.382819367736591
"369","1","50",0.0839934092095178
"370","1","50",0.340478146470678
"371","1","50",0.0796928878813471
"372","1","50",0.0769171915495771
"373","1","50",0.13778631870147
"374","1","50",0.361960529407439
"375","1","50",0.17338972694862
"376","1","50",0.0992265917481924
"377","1","50",0.0510704909402327
"378","1","50",0.199249241146292
"379","1","50",0.403403627167486
"380","1","50",0.347810399876947
"381","1","50",0.413033069150387
"382","1","50",0.205794990018691
"383","1","50",0.0642514707574246
"384","1","50",0.262285356765633
"385","1","50",0.140755191749174
"386","1","50",0.174780546682611
"387","1","50",0.325143671955136
"388","1","50",0.0344432227925934
"389","1","50",0.410179612003193
"390","1","50",0.162175673823152
"391","1","50",0.313550816635643
"392","1","50",0.0345272894366591
"393","1","50",0.00746971056068455
"394","1","50",0.361479545074224
"395","1","50",0.212914080437506
"396","1","50",0.0248681801636585
"397","1","50",0.363826177379902
"398","1","50",0.000473461602739737
"399","1","50",0.314087782438681
"400","1","50",0.181634483107129
"401","1","50",0.396259221587758
"402","1","50",0.236044578586099
"403","1","50",0.254257523142298
"404","1","50",0.332265722686248
"405","1","50",0.375502015365311
"406","1","50",0.388358620720506
"407","1","50",0.148666316746901
"408","1","50",0.104020882448313
"409","1","50",0.398432824244488
"410","1","50",0.324857201091134
"411","1","50",0.327387294695407
"412","1","50",0.215866512640101
"413","1","50",0.306392434706904
"414","1","50",0.34322484255013
"415","1","50",0.208985507498288
"416","1","50",0.396927793155924
"417","1","50",0.380762436071248
"418","1","50",0.372014225596447
"419","1","50",0.0629563305099108
"420","1","50",0.330680406858929
"421","1","50",0.417446899437705
"422","1","50",0.380881761277415
"423","1","50",0.15500218964539
"424","1","50",0.160040996692957
"425","1","50",0.00692728945191277
"426","1","50",0.389940587981652
"427","1","50",0.0978641641513395
"428","1","50",0.352589626730367
"429","1","50",0.256762565592818
"430","1","50",0.380013122752656
"431","1","50",0.273214178787788
"432","1","50",0.298997009518896
"433","1","50",0.111838317677229
"434","1","50",0.303897357188747
"435","1","50",0.167043620038213
"436","1","50",0.273706084853078
"437","1","50",0.329724738497748
"438","1","50",0.108085306890913
"439","1","50",0.243814812508092
"440","1","50",0.460015602895266
"441","1","50",0.269523024132903
"442","1","50",0.134078424472814
"443","1","50",0.0431639316609325
"444","1","50",0.260520495580973
"445","1","50",0.158790140257838
"446","1","50",0.335466004765815
"447","1","50",0.015762510144969
"448","1","50",0.436235416566189
"449","1","50",0.291064039169329
"450","1","50",0.404135698970848
"451","1","50",0.382324161256585
"452","1","50",0.0371211948018242
"453","1","50",0.369095386246718
"454","1","50",0.356212710393815
"455","1","50",0.327345816967781
"456","1","50",0.0306133832677191
"457","1","50",0.150591711647476
"458","1","50",0.191772990298156
"459","1","50",0.290116036377368
"460","1","50",0.14480200265344
"461","1","50",0.183520531329497
"462","1","50",0.399988863671098
"463","1","50",0.391969692264772
"464","1","50",0.0110075337514986
"465","1","50",0.284336103443263
"466","1","50",0.394023217657451
"467","1","50",0.178498120086285
"468","1","50",0.00236466051275321
"469","1","50",0.295514409416461
"470","1","50",0.327961130620963
"471","1","50",0.278209924250053
"472","1","50",0.267596669835324
"473","1","50",0.39856458067872
"474","1","50",0.276824879611671
"475","1","50",0.227162783149979
"476","1","50",0.4041479517175
"477","1","50",0.0967263431056309
"478","1","50",0.211664679339472
"479","1","50",0.300742343668781
"480","1","50",0.43569780309243
"481","1","50",0.309081905568177
"482","1","50",0.250630966041957
"483","1","50",0.261644014711011
"484","1","50",0.402409851180205
"485","1","50",0.183522533792282
"486","1","50",0.419530935031843
"487","1","50",0.29251272456257
"488","1","50",0.00691972469185207
"489","1","50",0.214836708434964
"490","1","50",0.327611492366138
"491","1","50",0.425646258114942
"492","1","50",0.190961068347309
"493","1","50",0.328832973280829
"494","1","50",0.401281197668524
"495","1","50",0.25329863860505
"496","1","50",0.17820075011366
"497","1","50",0.299618142662894
"498","1","50",0.288640512574476
"499","1","50",0.26617343762619
"500","1","50",0.441165978950589
"1","2","50",0.245887896753118
"2","2","50",0.0814810737619527
"3","2","50",0.0790829171674772
"4","2","50",0.0212615263804282
"5","2","50",0.0772446725543831
"6","2","50",0.106034782955876
"7","2","50",0.0801393880632387
"8","2","50",0.256918355278554
"9","2","50",0.118181560701428
"10","2","50",0.1383122236047
"11","2","50",0.0806700333324982
"12","2","50",0.0357688148656959
"13","2","50",0.0847473931056511
"14","2","50",0.127911430009827
"15","2","50",0.149461066663867
"16","2","50",0.121499396272885
"17","2","50",0.242618633848432
"18","2","50",0.137230344294939
"19","2","50",0.130928126373631
"20","2","50",0.112904158993828
"21","2","50",0.0208152625702094
"22","2","50",0.269647256515218
"23","2","50",0.169644667110097
"24","2","50",0.00476869486535197
"25","2","50",0.0996010349057021
"26","2","50",0.226542015921992
"27","2","50",0.21286966208182
"28","2","50",0.309295826339845
"29","2","50",0.098659360495024
"30","2","50",0.0790272330312453
"31","2","50",0.202792403953631
"32","2","50",0.100196272871797
"33","2","50",0.0127593876456643
"34","2","50",0.0971652731256003
"35","2","50",0.0704189657538945
"36","2","50",0.120284832774199
"37","2","50",0.0999525186745128
"38","2","50",0.0458935716484225
"39","2","50",0.140791732637986
"40","2","50",0.215568746947687
"41","2","50",0.133861029784865
"42","2","50",0.0225094745551204
"43","2","50",0.329757563040522
"44","2","50",0.0322685815343381
"45","2","50",0.15878362772968
"46","2","50",0.11937566632716
"47","2","50",0.137198508051237
"48","2","50",0.00955257279302702
"49","2","50",0.0369688587082201
"50","2","50",0.0930717242735561
"51","2","50",0.0407424101900733
"52","2","50",0.119040697521351
"53","2","50",0.0124244749699549
"54","2","50",0.127760893856945
"55","2","50",0.154966122867696
"56","2","50",0.0319669533385187
"57","2","50",0.010734214219835
"58","2","50",0.161109410286061
"59","2","50",0.134029827110825
"60","2","50",0.122964888299463
"61","2","50",0.113407079175459
"62","2","50",0.148627931952711
"63","2","50",0.14600242705978
"64","2","50",0.0897415412807887
"65","2","50",0.156690783545428
"66","2","50",0.112427624373694
"67","2","50",0.0133216141574185
"68","2","50",0.0115668009839745
"69","2","50",0.144156850470317
"70","2","50",0.178830878066732
"71","2","50",0.140863454735
"72","2","50",0.12502147277074
"73","2","50",0.123748404278193
"74","2","50",0.182799545339308
"75","2","50",0.140715775142689
"76","2","50",0.116733098530235
"77","2","50",0.0108410295382476
"78","2","50",0.00248720375849361
"79","2","50",0.0911840236410485
"80","2","50",0.18626293817178
"81","2","50",0.00565912332225476
"82","2","50",0.0758449183119689
"83","2","50",0.0116991583518569
"84","2","50",0.123710855602668
"85","2","50",0.097928422519857
"86","2","50",0.126946012077162
"87","2","50",0.134673741160847
"88","2","50",0.0525359232203184
"89","2","50",0.13344915475921
"90","2","50",0.0244746659348661
"91","2","50",0.249907444736851
"92","2","50",0.0753735254777759
"93","2","50",0.243826248840988
"94","2","50",0.00609020308311459
"95","2","50",0.0324925774529785
"96","2","50",0.0344489189621102
"97","2","50",0.195032680446393
"98","2","50",0.120618510255527
"99","2","50",0.0262174977816964
"100","2","50",0.039806052222218
"101","2","50",0.114093516064608
"102","2","50",0.21321681341521
"103","2","50",0.299674077272055
"104","2","50",0.0871667896761077
"105","2","50",0.0665156038430997
"106","2","50",0.112138386189914
"107","2","50",0.126266093442658
"108","2","50",0.186969251828366
"109","2","50",0.0404727193333196
"110","2","50",0.0875671533181717
"111","2","50",0.0820795022499079
"112","2","50",0.0233686612844339
"113","2","50",0.346199692279852
"114","2","50",0.146545211427754
"115","2","50",0.268285227544646
"116","2","50",0.12496243828754
"117","2","50",0.038400013050622
"118","2","50",0.159712820831078
"119","2","50",0.266198686796208
"120","2","50",0.114481400551677
"121","2","50",0.257626308197309
"122","2","50",0.033676235937141
"123","2","50",0.137823085674529
"124","2","50",0.422465385811957
"125","2","50",0.0155292796171295
"126","2","50",0.121599510200952
"127","2","50",0.0891861464728755
"128","2","50",0.0553192056006673
"129","2","50",0.0293363232197803
"130","2","50",0.109315974598265
"131","2","50",0.0665820629781145
"132","2","50",0.133625576716853
"133","2","50",0.0674067592685233
"134","2","50",0.1408717952831
"135","2","50",0.138915271006986
"136","2","50",0.137728176581612
"137","2","50",0.210790582446401
"138","2","50",0.169411607573497
"139","2","50",0.269419715465515
"140","2","50",0.0874372083093046
"141","2","50",0.075916484419644
"142","2","50",0.153540630554301
"143","2","50",0.0283352783480851
"144","2","50",0.126884507741171
"145","2","50",0.333830142477525
"146","2","50",0.097569430938791
"147","2","50",0.27480267848722
"148","2","50",0.00440427458487035
"149","2","50",0.152407385814237
"150","2","50",0.134575001046858
"151","2","50",0.0969781982980114
"152","2","50",0.0928467462337088
"153","2","50",0.120800606495353
"154","2","50",0.0756429069662481
"155","2","50",0.097237890801151
"156","2","50",0.138111058122136
"157","2","50",0.149583281529639
"158","2","50",0.192212905407303
"159","2","50",0.125580989929452
"160","2","50",0.103436640808024
"161","2","50",0.106006713027936
"162","2","50",0.281486719442233
"163","2","50",0.124412863994802
"164","2","50",0.0237186251526491
"165","2","50",0.0536156274352227
"166","2","50",0.137931146841136
"167","2","50",0.0261954129292647
"168","2","50",0.202049745710792
"169","2","50",0.125478386911949
"170","2","50",0.0450703098649437
"171","2","50",0.0646470722028492
"172","2","50",0.151135985783668
"173","2","50",0.104045127683
"174","2","50",0.0650363023331904
"175","2","50",0.100070662749382
"176","2","50",0.234912873060884
"177","2","50",0.207651020769392
"178","2","50",0.0839414495710266
"179","2","50",0.126395196856952
"180","2","50",0.100734718187659
"181","2","50",0.233107381412076
"182","2","50",0.0788827349423928
"183","2","50",0.0886201131789657
"184","2","50",0.0858110783899809
"185","2","50",0.144220233425833
"186","2","50",0.151803577490917
"187","2","50",0.0348764196339839
"188","2","50",0.276196787222941
"189","2","50",0.151696959533906
"190","2","50",0.154869882528295
"191","2","50",0.121600312233419
"192","2","50",0.154505580563488
"193","2","50",0.126614426008862
"194","2","50",0.399682437181703
"195","2","50",0.0991722089801192
"196","2","50",0.0284037882345071
"197","2","50",0.0801610224425293
"198","2","50",0.0901396652152331
"199","2","50",0.109990184128668
"200","2","50",0.123961005071021
"201","2","50",0.102293387388009
"202","2","50",0.0364410434669345
"203","2","50",0.13445042451853
"204","2","50",0.125738711101147
"205","2","50",0.0799229490009737
"206","2","50",0.075528162670025
"207","2","50",0.123652507936581
"208","2","50",0.108841639264306
"209","2","50",0.139104656570281
"210","2","50",0.0789668318353321
"211","2","50",0.0873705202236657
"212","2","50",0.170295027726048
"213","2","50",0.129706697322832
"214","2","50",0.0116440822339613
"215","2","50",0.140107054908511
"216","2","50",0.00975120662058421
"217","2","50",0.265074757321323
"218","2","50",0.139088915226169
"219","2","50",0.00650860620542638
"220","2","50",0.0401537480015453
"221","2","50",0.109360280284212
"222","2","50",0.0226964257575223
"223","2","50",0.0965556743469241
"224","2","50",0.131639288686491
"225","2","50",0.0245829320049919
"226","2","50",0.139139900273438
"227","2","50",0.168717857576509
"228","2","50",0.124667777611117
"229","2","50",0.446581597795862
"230","2","50",0.0738482446140032
"231","2","50",0.122394738681689
"232","2","50",0.298019889914452
"233","2","50",0.251009656990818
"234","2","50",0.122023298026425
"235","2","50",0.0445207586088204
"236","2","50",0.0863000285603152
"237","2","50",0.123514534470185
"238","2","50",0.163221642687409
"239","2","50",0.118963286284828
"240","2","50",0.15355012871739
"241","2","50",0.0347607361094105
"242","2","50",0.219423277496069
"243","2","50",0.125403417903573
"244","2","50",0.17688373012306
"245","2","50",0.116920376576371
"246","2","50",0.148486450978241
"247","2","50",0.182336018431308
"248","2","50",0.132606027053796
"249","2","50",0.147517087976474
"250","2","50",0.136654609125315
"251","2","50",0.151264482842961
"252","2","50",0.124760572508042
"253","2","50",0.0233110284586521
"254","2","50",0.00302201261344371
"255","2","50",0.12181721141122
"256","2","50",0.159398214969847
"257","2","50",0.0931345934170801
"258","2","50",0.119759038338479
"259","2","50",0.333123941657074
"260","2","50",0.0498336302177577
"261","2","50",0.262041642372254
"262","2","50",0.121498371927292
"263","2","50",0.116537454536776
"264","2","50",0.0181238206241085
"265","2","50",0.141820778764547
"266","2","50",0.327374963345239
"267","2","50",0.193204457597649
"268","2","50",0.145840064126597
"269","2","50",0.0653594247913133
"270","2","50",0.252896347798945
"271","2","50",0.0158565581374056
"272","2","50",0.172300338129248
"273","2","50",0.134506056769012
"274","2","50",0.0466142220898943
"275","2","50",0.125585235049427
"276","2","50",0.152853454866868
"277","2","50",0.112196821722318
"278","2","50",0.130368112898084
"279","2","50",0.175381173228737
"280","2","50",0.113819267214674
"281","2","50",0.111307663882293
"282","2","50",0.0992700267750104
"283","2","50",0.131612260080507
"284","2","50",0.139555533343049
"285","2","50",0.236242650900826
"286","2","50",0.0151663194275952
"287","2","50",0.0612457622125211
"288","2","50",0.0578673883573399
"289","2","50",0.213751597914978
"290","2","50",0.146874185989738
"291","2","50",0.16728813500381
"292","2","50",0.0674290880946749
"293","2","50",0.305611078679854
"294","2","50",0.1539818664844
"295","2","50",0.0855321560258939
"296","2","50",0.0153429080943755
"297","2","50",0.0363243108675966
"298","2","50",0.101929145018221
"299","2","50",0.0474146419912559
"300","2","50",0.128408168962313
"301","2","50",0.106018195239842
"302","2","50",0.0994038365244036
"303","2","50",0.120737136895224
"304","2","50",0.0221650435038614
"305","2","50",0.111015650161562
"306","2","50",0.109321329977245
"307","2","50",0.293246144016139
"308","2","50",0.0607750899071473
"309","2","50",0.138879092447594
"310","2","50",0.17487764646009
"311","2","50",0.230319169671893
"312","2","50",0.185681581303739
"313","2","50",0.0847604256063787
"314","2","50",0.238933774751712
"315","2","50",0.0681771332834827
"316","2","50",0.0736848030961016
"317","2","50",0.00940366985265053
"318","2","50",0.0515995747533192
"319","2","50",0.128754234014273
"320","2","50",0.151058515695567
"321","2","50",0.0891419866919302
"322","2","50",0.1106057792785
"323","2","50",0.160535075379059
"324","2","50",0.159398165565041
"325","2","50",0.14812086592695
"326","2","50",0.0482969272593774
"327","2","50",0.112810141122209
"328","2","50",0.134383520123087
"329","2","50",0.100559813913714
"330","2","50",0.0986318608103893
"331","2","50",0.16931665771885
"332","2","50",0.246487164945858
"333","2","50",0.138913192999453
"334","2","50",0.106513711171554
"335","2","50",0.0854159429819677
"336","2","50",0.10053667991929
"337","2","50",0.0762755502796074
"338","2","50",0.0130713328054602
"339","2","50",0.0775821321832137
"340","2","50",0.152843907778264
"341","2","50",0.0288657029104711
"342","2","50",0.11949336872736
"343","2","50",0.174741484856182
"344","2","50",0.128513631055869
"345","2","50",0.151573220995488
"346","2","50",0.175382518203145
"347","2","50",0.140359932737733
"348","2","50",0.0380900502648681
"349","2","50",0.102937436800328
"350","2","50",0.131350630102565
"351","2","50",0.236668849623205
"352","2","50",0.0755849619008607
"353","2","50",0.103767983461082
"354","2","50",0.104726443339877
"355","2","50",0.00627389686516501
"356","2","50",0.116228216334788
"357","2","50",0.0763994508443392
"358","2","50",0.081687877864335
"359","2","50",0.118890795988586
"360","2","50",0.0873894280679989
"361","2","50",0.175968195017601
"362","2","50",0.00421560193144346
"363","2","50",0.144775253572257
"364","2","50",0.157506007064997
"365","2","50",0.11672265376344
"366","2","50",0.115325384289351
"367","2","50",0.104035412263351
"368","2","50",0.130247652546474
"369","2","50",0.0334743804837322
"370","2","50",0.143115178686442
"371","2","50",0.116329296931247
"372","2","50",0.051288794139308
"373","2","50",0.055338984668929
"374","2","50",0.152590011411796
"375","2","50",0.105078717961362
"376","2","50",0.0807798881003088
"377","2","50",0.0166715636658924
"378","2","50",0.0647271103981237
"379","2","50",0.128759475671642
"380","2","50",0.169177808806885
"381","2","50",0.104745495183146
"382","2","50",0.14358643041587
"383","2","50",0.0247876827989405
"384","2","50",0.181430954184795
"385","2","50",0.34393216433045
"386","2","50",0.111152034499761
"387","2","50",0.140873257063058
"388","2","50",0.0422659600563666
"389","2","50",0.129490990058565
"390","2","50",0.0768889794505853
"391","2","50",0.123304624821656
"392","2","50",0.158342639622723
"393","2","50",0.00956830892451832
"394","2","50",0.0988152834760754
"395","2","50",0.0863371788728761
"396","2","50",0.0478930474918271
"397","2","50",0.121424443481851
"398","2","50",0.00016100746099851
"399","2","50",0.106812790918437
"400","2","50",0.0747169300751681
"401","2","50",0.144040346310945
"402","2","50",0.0850951874419329
"403","2","50",0.0931398430099301
"404","2","50",0.111249688668436
"405","2","50",0.134719414476716
"406","2","50",0.172051232660715
"407","2","50",0.0737106929572989
"408","2","50",0.167027935332685
"409","2","50",0.151697055566159
"410","2","50",0.124376801011522
"411","2","50",0.117392394394687
"412","2","50",0.0898503033188416
"413","2","50",0.222272399255481
"414","2","50",0.111075785175628
"415","2","50",0.0724022685947777
