"simulation","cohort","N","Mean"
"102","1","50",-0.650813369172528
"103","1","50",-0.385023808958737
"104","1","50",-0.586751233066461
"105","1","50",-0.00581671762752593
"106","1","50",-0.107831869756054
"107","1","50",-0.473601878730198
"108","1","50",-0.303390075903646
"109","1","50",-0.171430004126762
"110","1","50",-0.396738730048908
"111","1","50",-0.35925749881534
"112","1","50",-0.163685329685475
"113","1","50",-0.507232211784965
"114","1","50",-0.310349900243134
"115","1","50",-0.525012937801348
"116","1","50",-0.471533841762548
"117","1","50",-0.0652821108428553
"118","1","50",-0.237477369799884
"119","1","50",-0.117596748858342
"120","1","50",-0.388275823102534
"121","1","50",-0.42508873060576
"122","1","50",0.222910541915469
"123","1","50",-0.464255509878317
"124","1","50",-0.482135839512205
"125","1","50",-0.132554616377112
"126","1","50",-0.491836474639189
"127","1","50",-0.376892891093463
"128","1","50",-0.687831596845226
"129","1","50",0.134139414523532
"130","1","50",-0.446882745555776
"131","1","50",-0.0455562737875354
"132","1","50",-0.154278243292263
"133","1","50",-0.499140772055889
"134","1","50",-0.320830738738382
"135","1","50",-0.716827003304552
"136","1","50",-0.0424303696684026
"137","1","50",-0.237072061391229
"138","1","50",-0.552654894290039
"139","1","50",-0.402734979231549
"140","1","50",-0.536123380159045
"141","1","50",-0.339041480938825
"142","1","50",-0.598245847030481
"143","1","50",-0.238382949251462
"144","1","50",-0.24430706889726
"145","1","50",-0.457718670139247
"146","1","50",-0.616748079625952
"147","1","50",-0.330711184352958
"148","1","50",-0.166359550081804
"149","1","50",-0.441636717592908
"150","1","50",-0.18624547053318
"151","1","50",-0.457232043153356
"152","1","50",-0.475636188988159
"153","1","50",-0.361177075370102
"154","1","50",-0.428278829149009
"155","1","50",-0.659576473520844
"156","1","50",-0.273020551052247
"157","1","50",-0.384502768109968
"158","1","50",-0.408665186799649
"159","1","50",-0.735124202271465
"160","1","50",-0.502407316846617
"161","1","50",-0.354054315333934
"162","1","50",-0.373546488832044
"163","1","50",-0.199082747269458
"164","1","50",-0.476655826092215
"165","1","50",-0.134005398776032
"166","1","50",-0.358472245550565
"167","1","50",-0.238393765646767
"168","1","50",-0.431348421911149
"169","1","50",-0.321854589487327
"170","1","50",0.0316437472464634
"171","1","50",-0.4910130844246
"172","1","50",-0.462433971559801
"173","1","50",-0.329714254958287
"174","1","50",-0.254207219064647
"175","1","50",-0.540507810106993
"176","1","50",-0.301014982137874
"177","1","50",-0.413961601411616
"178","1","50",-0.363174502208281
"179","1","50",-0.446862379699558
"180","1","50",-0.274148278533518
"181","1","50",-0.351494918693645
"182","1","50",-0.447610964510001
"183","1","50",-0.355354419478822
"184","1","50",-0.303765421363204
"185","1","50",-0.516226351010213
"186","1","50",-0.370797947778964
"187","1","50",-0.188330578986385
"188","1","50",-0.283945974371774
"189","1","50",-0.357954059327037
"190","1","50",-0.483459979085614
"191","1","50",-0.330690755773674
"192","1","50",-0.454302339972581
"193","1","50",-0.537581018580205
"194","1","50",-0.571315788943532
"195","1","50",-0.618762477956313
"196","1","50",-0.0561861865994176
"197","1","50",-0.443466170685469
"198","1","50",-0.397785370276601
"199","1","50",-0.299142237144973
"200","1","50",-0.556947600558605
"201","1","50",-0.300432697448662
"202","1","50",-0.314987383901978
"203","1","50",-0.624661118912311
"204","1","50",-0.444702955607924
"205","1","50",-0.104413119626662
"206","1","50",-0.358264656770288
"207","1","50",-0.12340319821098
"208","1","50",-0.37757150065739
"209","1","50",-0.245711830925943
"210","1","50",-0.288403336806581
"211","1","50",-0.760695073415406
"212","1","50",-0.517900157658681
"213","1","50",-0.368260525524143
"214","1","50",-0.234633688400076
"215","1","50",-0.24312633155984
"216","1","50",-0.278566954022564
"217","1","50",-0.429266856388043
"218","1","50",-0.657069707543911
"219","1","50",0.0263274082676207
"220","1","50",-0.270804578189571
"221","1","50",-0.452227480460843
"222","1","50",-0.348876724810116
"223","1","50",-0.285045175808653
"224","1","50",-0.30876616947481
"225","1","50",-0.361172447818034
"226","1","50",-0.438698325868282
"227","1","50",-0.36062799266841
"228","1","50",-0.395699694357474
"229","1","50",-0.516528924270171
"230","1","50",-0.19136121359071
"231","1","50",-0.485337068271197
"232","1","50",-0.544503879597277
"233","1","50",-0.485095266147136
"234","1","50",-0.528422688420303
"235","1","50",-0.0979382665708201
"236","1","50",-0.217156791224793
"237","1","50",-0.462314491740399
"238","1","50",-0.372563656851623
"239","1","50",-0.283273680349528
"240","1","50",-0.473321743376401
"241","1","50",-0.262831955481215
"242","1","50",-0.509759397163607
"243","1","50",-0.66811884986967
"244","1","50",-0.510683554307793
"245","1","50",-0.51038756001679
"246","1","50",-0.373467782587655
"247","1","50",-0.487890587591813
"248","1","50",-0.287938099359557
"249","1","50",-0.510376259098732
"250","1","50",-0.413663005495237
"251","1","50",-0.349814907347888
"252","1","50",-0.502207865349532
"253","1","50",-0.28927046221758
"254","1","50",0.0841549355632499
"255","1","50",-0.529106473830027
"256","1","50",-0.408114070702673
"257","1","50",-0.530507008045628
"258","1","50",-0.166448986665886
"259","1","50",-0.304327964424355
"260","1","50",-0.425872137650245
"261","1","50",-0.543877363732666
"262","1","50",-0.485269920786692
"263","1","50",-0.489880360425083
"264","1","50",-0.0168218453240055
"265","1","50",-0.418608256271492
"266","1","50",-0.273769967533733
"267","1","50",-0.60885152653174
"268","1","50",-0.511474723251144
"269","1","50",-0.248089205881049
"270","1","50",-0.47287631351012
"271","1","50",-0.254182901063778
"272","1","50",-0.40710414911768
"273","1","50",-0.607078586583667
"274","1","50",-0.827992394285358
"275","1","50",-0.521035971974264
"276","1","50",-0.206263791075322
"277","1","50",-0.446106556525095
"278","1","50",-0.314501798737839
"279","1","50",-0.500416245429911
"280","1","50",-0.440974564978447
"281","1","50",-0.450169292401678
"282","1","50",-0.489656569239703
"283","1","50",-0.470582205334789
"284","1","50",-0.43736883772011
"285","1","50",-0.525143824201833
"286","1","50",-0.014716043580857
"287","1","50",-0.418687557879423
"288","1","50",-0.345123285253098
"289","1","50",-0.335843855904621
"290","1","50",-0.37182729298927
"291","1","50",-0.276054715067405
"292","1","50",-0.284145572688759
"293","1","50",-0.316035801088781
"294","1","50",-0.462446260754222
"295","1","50",-0.213428542234827
"296","1","50",0.159273731845164
"297","1","50",-0.292647418928987
"298","1","50",-0.417895249356861
"299","1","50",-0.0993512282338447
"300","1","50",-0.254138094999607
"301","1","50",-0.290257739202043
"302","1","50",-0.541823550143907
"303","1","50",-0.386002851662355
"304","1","50",-0.259133980408813
"305","1","50",-0.486659634451962
"306","1","50",-0.613243122045357
"307","1","50",-0.466606261820491
"308","1","50",-0.497659070236384
"309","1","50",-0.418359298215399
"310","1","50",-0.393816402206528
"311","1","50",-0.666353455327699
"312","1","50",-0.394258820006669
"313","1","50",-0.658556752696951
"314","1","50",-0.441257471444351
"315","1","50",-0.207824440645661
"316","1","50",-0.366878944938042
"317","1","50",-0.238987083798142
"318","1","50",-0.40870284968425
"319","1","50",-0.303757767820601
"320","1","50",-0.523663194013337
"321","1","50",-0.464731115663265
"322","1","50",-0.354215795460576
"323","1","50",-0.440097542330033
"324","1","50",-0.368312530632899
"325","1","50",-0.509466832840075
"326","1","50",-0.0798688133970413
"327","1","50",-0.243271897504861
"328","1","50",-0.267005721310182
"329","1","50",-0.451723456697826
"330","1","50",-0.262441520798421
"331","1","50",-0.368363501496699
"332","1","50",-0.728169493125175
"333","1","50",-0.363060861340514
"334","1","50",-0.43342817987604
"335","1","50",-0.445864211204392
"336","1","50",-0.264086400317975
"337","1","50",-0.388003917027937
"338","1","50",-0.150683231820441
"339","1","50",-0.349234966551127
"340","1","50",-0.0719066867025709
"341","1","50",-0.539386779298658
"342","1","50",-0.514591601673666
"343","1","50",-0.341950780709897
"344","1","50",-0.515575425324975
"345","1","50",-0.461873535428696
"346","1","50",-0.40469690712151
"347","1","50",-0.464818967988451
"348","1","50",-0.0175160165644783
"349","1","50",-0.190002361545741
"350","1","50",-0.539436036752637
"351","1","50",-0.300372945595068
"352","1","50",-0.0731160065349762
"353","1","50",-0.359581721628859
"354","1","50",-0.413655120187137
"355","1","50",0.0662963191899027
"356","1","50",-0.468988131274229
"357","1","50",-0.457116243844697
"358","1","50",-0.472056438253151
"359","1","50",-0.276732604421048
"360","1","50",-0.380773991082497
"361","1","50",-0.421048058942066
"362","1","50",0.226383937940758
"363","1","50",-0.455899432029536
"364","1","50",-0.361139189219297
"365","1","50",-0.322805375491627
"366","1","50",-0.547070971324146
"367","1","50",-0.424388627204555
"368","1","50",-0.374424845528384
"369","1","50",-0.217816466620157
"370","1","50",-0.446431933116775
"371","1","50",-0.254053152118828
"372","1","50",-0.384914770164668
"373","1","50",-0.212984328715773
"374","1","50",-0.376825556109414
"375","1","50",-0.280555374015381
"376","1","50",-0.373630900762183
"377","1","50",-0.0751378052971083
"378","1","50",-0.328713045957954
"379","1","50",-0.375180296297484
"380","1","50",-0.363428362719825
"381","1","50",-0.640124520364769
"382","1","50",-0.397618318970065
"383","1","50",-0.080714049398896
"384","1","50",-0.419206729361489
"385","1","50",-0.560446903327168
"386","1","50",-0.274009462214497
"387","1","50",-0.502610982428413
"388","1","50",-0.174192206893215
"389","1","50",-0.57651564160524
"390","1","50",-0.280609733873093
"391","1","50",-0.479533930726607
"392","1","50",-0.341425866855162
"393","1","50",-0.114258116856277
"394","1","50",-0.66275523280984
"395","1","50",-0.305645135104316
"396","1","50",-0.0231060463854217
"397","1","50",-0.419140902549298
"398","1","50",0.146877886795692
"399","1","50",-0.346596213826325
"400","1","50",-0.376057339089797
"401","1","50",-0.439030008630862
"402","1","50",-0.400410346971664
"403","1","50",-0.337210247490466
"404","1","50",-0.371913782307224
"405","1","50",-0.414913440269664
"406","1","50",-0.640591421529732
"407","1","50",-0.179550087559965
"408","1","50",-0.222539465984172
"409","1","50",-0.369337341883521
"410","1","50",-0.19521672034213
"411","1","50",-0.37596860909873
"412","1","50",-0.416101006727799
"413","1","50",-0.483328952615596
"414","1","50",-0.533440237944038
"415","1","50",-0.379569633282935
"416","1","50",-0.554149277049326
"417","1","50",-0.486976778014839
"418","1","50",-0.335167731084991
"419","1","50",-0.29797791035556
"420","1","50",-0.4168585861687
"421","1","50",-0.509336728006941
"422","1","50",-0.441493586230037
"423","1","50",-0.270574327023459
"424","1","50",-0.399654064853289
"425","1","50",-0.308856227479095
"426","1","50",-0.462909474539368
"427","1","50",-0.182619542444437
"428","1","50",-0.226744065209554
"429","1","50",-0.400520277448832
"430","1","50",-0.290712516962008
"431","1","50",-0.534471236542536
"432","1","50",-0.371485866680097
"433","1","50",-0.355025170755443
"434","1","50",-0.570431765241134
"435","1","50",-0.272599369502957
"436","1","50",-0.320400625530339
"437","1","50",-0.363485010159459
"438","1","50",-0.133198174566842
"439","1","50",-0.126986212366312
"440","1","50",-0.600959933888776
"441","1","50",-0.518241685447152
"442","1","50",-0.243737820792551
"443","1","50",-0.0227571864348205
"444","1","50",-0.343691105293328
"445","1","50",-0.244692497668304
"446","1","50",-0.292407136367325
"447","1","50",0.113730357413742
"448","1","50",-0.459540726751814
"449","1","50",-0.254174646109501
"450","1","50",-0.424815147965616
"451","1","50",-0.479188980745359
"452","1","50",-0.171005783601755
"453","1","50",-0.375667689556716
"454","1","50",-0.557484987780701
"455","1","50",-0.353987442999551
"456","1","50",-0.436251172845884
"457","1","50",-0.188097262080073
"458","1","50",-0.225909946628358
"459","1","50",-0.61272907217935
"460","1","50",-0.330176693256473
"461","1","50",-0.521910594754431
"462","1","50",-0.485311100796318
"463","1","50",-0.488859818651145
"464","1","50",0.0550773820468748
"465","1","50",-0.310687455802175
"466","1","50",-0.497039583220667
"467","1","50",-0.506088994302097
"468","1","50",0.139793930137942
"469","1","50",-0.458770490370711
"470","1","50",-0.380297763534419
"471","1","50",-0.473254432394158
"472","1","50",-0.38440430007104
"473","1","50",-0.455018773794914
"474","1","50",-0.603935040956189
"475","1","50",-0.310820422134221
"476","1","50",-0.359062548810281
"477","1","50",-0.205721417648921
"478","1","50",-0.378563231195622
"479","1","50",-0.402076186602997
"480","1","50",-0.616009180235994
"481","1","50",-0.491878448042955
"482","1","50",-0.423755365070293
"483","1","50",-0.318176084541227
"484","1","50",-0.403410741101706
"485","1","50",-0.134891406831324
"486","1","50",-0.426885011170228
"487","1","50",-0.418520498206104
"488","1","50",-0.854032801228465
"489","1","50",-0.462458975768276
"490","1","50",-0.177652806152076
"491","1","50",-0.544909420854361
"492","1","50",-0.332672851470679
"493","1","50",-0.493487311632243
"494","1","50",-0.544780356791997
"495","1","50",-0.403583935685957
"496","1","50",-0.340238531432073
"497","1","50",-0.497714013715627
"498","1","50",-0.482641783233293
"499","1","50",-0.368789428452444
"500","1","50",-0.691601595334292
"1","2","50",-0.172406750879456
"2","2","50",-0.454494232755074
"3","2","50",-0.32691896399841
"4","2","50",-0.393450577211166
"5","2","50",-0.065473703646648
"6","2","50",-0.424870144407533
"7","2","50",-0.425937459544059
"8","2","50",-0.437505864206574
"9","2","50",-0.259016143433619
"10","2","50",-0.357163875150486
"11","2","50",-0.309781061229382
"12","2","50",-0.347705735872087
"13","2","50",-0.172648739154387
"14","2","50",-0.631555694972426
"15","2","50",-0.395168218221982
"16","2","50",-0.632513299717609
"17","2","50",-0.190017518874107
"18","2","50",-0.472650251656134
"19","2","50",-0.465109906100828
"20","2","50",-0.283663738224543
"21","2","50",-0.654032541117612
"22","2","50",-0.522570125169633
"23","2","50",-0.244715230105036
"24","2","50",-0.444024325951988
"25","2","50",-0.396481582548199
"26","2","50",-0.498200871411509
"27","2","50",-0.540396708213777
"28","2","50",-0.148332460691705
"29","2","50",-0.657846161088888
"30","2","50",-0.473265114350971
"31","2","50",-0.162078079519093
"32","2","50",-0.374046506732022
"33","2","50",-0.5340464006445
"34","2","50",-0.490982301488709
"35","2","50",-0.471212583969227
"36","2","50",-0.430657390227787
"37","2","50",-0.307816319785352
"38","2","50",-0.329278983095698
"39","2","50",-0.692801178984468
"40","2","50",-0.299288183751798
"41","2","50",-0.530775355176094
"42","2","50",-0.800290892992593
"43","2","50",0.126765122591886
"44","2","50",-0.22470438389311
"45","2","50",-0.412548684023501
"46","2","50",-0.359775859728666
"47","2","50",-0.555942270467102
"48","2","50",-0.308008980039623
"49","2","50",0.00963190624384104
"50","2","50",0.0692844609915439
"51","2","50",-0.528198663437774
"52","2","50",-0.691513582985098
"53","2","50",-0.177004257274856
"54","2","50",-0.570817549044436
"55","2","50",-0.293247119622912
"56","2","50",-0.438041188647346
"57","2","50",-0.296887436806449
"58","2","50",-0.417273867287214
"59","2","50",-0.696265808392841
"60","2","50",-0.53531372367749
"61","2","50",-0.20530943189411
"62","2","50",-0.728075173889185
"63","2","50",-0.422145912877545
"64","2","50",-0.241351019672745
"65","2","50",-0.338255682790855
"66","2","50",-0.652290207915795
"67","2","50",-0.193187145803316
"68","2","50",0.0678864931955161
"69","2","50",-0.520447609917725
"70","2","50",-0.33993745205624
"71","2","50",-0.353617385097491
"72","2","50",-0.36680745209668
"73","2","50",-0.495953712824258
"74","2","50",-0.234128254231131
"75","2","50",-0.30677753851989
"76","2","50",-0.763534032835201
"77","2","50",-0.609241703823209
"78","2","50",0.0192229729176103
"79","2","50",-0.315491600910419
"80","2","50",-0.298097714197594
"81","2","50",-0.0617955148978553
"82","2","50",-0.441293432306219
"83","2","50",-0.346803654896972
"84","2","50",-0.286038514684875
"85","2","50",-0.410539201904599
"86","2","50",-0.327899377546449
"87","2","50",-0.173636121928177
"88","2","50",-0.259401234897913
"89","2","50",-0.286768887881343
"90","2","50",-0.548706791045293
"91","2","50",-0.196283124121197
"92","2","50",-0.33952864481007
"93","2","50",-0.0727954134167618
"94","2","50",-0.614655615389578
"95","2","50",-0.506637155698898
"96","2","50",-0.141089751351253
"97","2","50",-0.177138817184451
"98","2","50",-0.313105531004489
"99","2","50",-0.137198726063566
"100","2","50",-0.187924749927661
"101","2","50",-0.128189779366324
"102","2","50",-0.528900535661437
"103","2","50",-0.0572110458182903
"104","2","50",-0.685519908456677
"105","2","50",0.0485349584249951
"106","2","50",-0.0819849815193188
"107","2","50",-0.457445599605278
"108","2","50",-0.205486522076344
"109","2","50",-0.17713216962044
"110","2","50",-0.458952793648997
"111","2","50",-0.437159147679305
"112","2","50",-0.183920021521738
"113","2","50",-0.133119818355362
"114","2","50",-0.341792583032776
"115","2","50",-0.335077029881884
"116","2","50",-0.470505867213254
"117","2","50",-0.140840335590966
"118","2","50",-0.159326352483277
"119","2","50",0.213220825016262
"120","2","50",-0.353895431695638
"121","2","50",-0.124485290946999
"122","2","50",-0.0549907170665062
"123","2","50",-0.452042421034992
"124","2","50",-0.010645145443824
"125","2","50",-0.690103429090182
"126","2","50",-0.568821356864259
"127","2","50",-0.418104342357893
"128","2","50",-0.707936405039464
"129","2","50",-0.570072709792466
"130","2","50",-0.451262403893788
"131","2","50",0.142002400615679
"132","2","50",-0.0134892931709989
"133","2","50",-0.483296626907943
"134","2","50",-0.295240176685224
"135","2","50",-0.683853612700986
"136","2","50",-0.0179466152524349
"137","2","50",-0.00574124623349103
"138","2","50",-0.695806233373879
"139","2","50",-0.140232565666157
"140","2","50",-0.598942582804865
"141","2","50",-0.372335690664419
"142","2","50",-0.540149305680504
"143","2","50",-0.362904409957855
"144","2","50",-0.565345984003077
"145","2","50",-0.161123439302008
"146","2","50",-0.627538427005874
"147","2","50",-0.0739666712546807
"148","2","50",-0.162745307019116
"149","2","50",-0.391406515765486
"150","2","50",-0.208232540839891
"151","2","50",-0.463483801476602
"152","2","50",-0.559298437060176
"153","2","50",-0.235886391674502
"154","2","50",-0.394968320350979
"155","2","50",-0.622309251339376
"156","2","50",-0.357923299672113
"157","2","50",-0.353921222604809
"158","2","50",-0.206178549039623
"159","2","50",-0.72197604768489
"160","2","50",-0.525045076595575
"161","2","50",-0.359285596786985
"162","2","50",-0.62408643335084
"163","2","50",-0.233024380952428
"164","2","50",-0.544132712064833
"165","2","50",-0.139908472270633
"166","2","50",-0.293343243195354
"167","2","50",-0.408929916332663
"168","2","50",-0.219413084270389
"169","2","50",-0.308511170323661
"170","2","50",-0.180647100049481
"171","2","50",-0.514356909777611
"172","2","50",-0.369019253672541
"173","2","50",-0.411580786310538
"174","2","50",-0.278109585333692
"175","2","50",-0.581453688043547
"176","2","50",-0.110542221900634
"177","2","50",-0.296373336592599
"178","2","50",-0.387715066550318
"179","2","50",-0.448879839748204
"180","2","50",-0.353995312474464
"181","2","50",-0.522867883948355
"182","2","50",-0.463468808536143
"183","2","50",-0.278741062132327
"184","2","50",-0.611978400359626
"185","2","50",-0.462944849761849
"186","2","50",-0.304845672321349
"187","2","50",-0.279309420209088
"188","2","50",-0.760428091565615
"189","2","50",-0.454776896553752
"190","2","50",-0.664807901575074
"191","2","50",-0.230651946128768
"192","2","50",-0.393433112670569
"193","2","50",-0.525733474145055
"194","2","50",-0.187379792729522
"195","2","50",-0.562066190317298
"196","2","50",-0.115802347911185
"197","2","50",-0.71117439894195
"198","2","50",-0.434652115079347
"199","2","50",-0.321285102513894
"200","2","50",-0.541503464414462
"201","2","50",-0.294801299654204
"202","2","50",-0.619615435065298
"203","2","50",-0.590658045657088
"204","2","50",-0.44279300747866
"205","2","50",-0.0665845133078846
"206","2","50",-0.381103985116167
"207","2","50",-0.140840910436562
"208","2","50",-0.402712854707653
"209","2","50",-0.164376698278038
"210","2","50",-0.356847623039208
"211","2","50",-0.782248364787606
"212","2","50",-0.450880020948326
"213","2","50",-0.407366126882068
"214","2","50",-0.27655291841765
"215","2","50",-0.218924690765117
"216","2","50",-0.306744044747727
"217","2","50",-0.163698598922147
"218","2","50",-0.70991182789695
"219","2","50",-0.0490432807574144
"220","2","50",-0.49398535602094
"221","2","50",-0.463289436005643
"222","2","50",-0.370028967992142
"223","2","50",-0.208502612515386
"224","2","50",-0.193655891060852
"225","2","50",-0.373158001755205
"226","2","50",-0.417028451159122
"227","2","50",-0.454432352176952
"228","2","50",-0.358270427139395
"229","2","50",-0.0389061182198445
"230","2","50",-0.0392802222832437
"231","2","50",-0.484930585992642
"232","2","50",-0.272130440138089
"233","2","50",-0.296954977590671
"234","2","50",-0.509557432568618
"235","2","50",-0.2094354573925
"236","2","50",-0.321575113498778
"237","2","50",-0.454754231323097
"238","2","50",-0.31183438735826
"239","2","50",-0.318472216607092
"240","2","50",-0.56019007132632
"241","2","50",-0.226029795181311
"242","2","50",-0.674293828521896
"243","2","50",-0.666894538887243
"244","2","50",-0.433782469567349
"245","2","50",-0.482300544675313
"246","2","50",-0.464085253876228
"247","2","50",-0.68057464701298
"248","2","50",-0.499779182733327
"249","2","50",-0.423806305303302
"250","2","50",-0.372082450177806
"251","2","50",-0.311381272512022
"252","2","50",-0.506369039802628
"253","2","50",-0.461173020372465
"254","2","50",-0.447698408685265
"255","2","50",-0.548533261056758
"256","2","50",-0.483885751896118
"257","2","50",-0.527780164638927
"258","2","50",-0.112971258191501
"259","2","50",-0.869240704095524
"260","2","50",-0.470340935096324
"261","2","50",-0.271221521347694
"262","2","50",-0.502954082273415
"263","2","50",-0.41885667942884
"264","2","50",-0.095300439440005
"265","2","50",-0.394373835816145
"266","2","50",-0.756805422052255
"267","2","50",-0.518624329667535
"268","2","50",-0.397241449276344
"269","2","50",-0.154060128557345
"270","2","50",-0.0792191719319305
"271","2","50",-0.32407691314841
"272","2","50",-0.287036320665901
"273","2","50",-0.576026379575665
"274","2","50",-0.0478212410729749
"275","2","50",-0.449964795129077
"276","2","50",-0.249739054393631
"277","2","50",-0.511044338732836
"278","2","50",-0.383973401066027
"279","2","50",-0.405464246391475
"280","2","50",-0.411943335664625
"281","2","50",-0.488741571696457
"282","2","50",-0.48743818147475
"283","2","50",-0.460161968347521
"284","2","50",-0.570867335768555
"285","2","50",-0.355832690501667
"286","2","50",-0.133212244184357
"287","2","50",-0.398902639958762
"288","2","50",-0.36880402583091
"289","2","50",-0.545599663407418
"290","2","50",-0.294594994346056
"291","2","50",-0.201212895716665
"292","2","50",-0.386327120039863
"293","2","50",0.0639315059027591
"294","2","50",-0.386474203722574
"295","2","50",-0.209628806802341
"296","2","50",0.169864831376025
"297","2","50",-0.239896044781849
"298","2","50",-0.428979199842264
"299","2","50",-0.110749612964141
"300","2","50",-0.232710438060662
"301","2","50",-0.491449842383624
"302","2","50",-0.529953236526603
"303","2","50",-0.415009274127048
"304","2","50",-0.225298231397186
"305","2","50",-0.471166696410694
"306","2","50",-0.586726541130332
"307","2","50",-0.18965035394271
"308","2","50",-0.414125389969925
"309","2","50",-0.366251746762536
"310","2","50",-0.501451153240374
"311","2","50",-0.53278270523368
"312","2","50",-0.289420336056919
"313","2","50",-0.69693061843792
"314","2","50",-0.229139652301323
"315","2","50",-0.177823275884083
"316","2","50",-0.365012049694961
"317","2","50",-0.545558864581009
"318","2","50",-0.507950851867552
"319","2","50",-0.284241646578744
"320","2","50",-0.471007269529509
"321","2","50",-0.464244164793887
"322","2","50",-0.397302087946803
"323","2","50",-0.388058489129425
"324","2","50",-0.311297486752004
"325","2","50",-0.435511845653006
"326","2","50",-0.145033843770916
"327","2","50",-0.127675347925508
"328","2","50",-0.259875275153317
"329","2","50",-0.482643500066893
"330","2","50",-0.313026967949072
"331","2","50",-0.300183182801206
"332","2","50",-0.263305271278409
"333","2","50",-0.399284883267076
"334","2","50",-0.448855982850231
"335","2","50",-0.503496627628822
"336","2","50",-0.240515932091559
"337","2","50",-0.351922536706599
"338","2","50",-0.240991373008188
"339","2","50",-0.312796424488894
"340","2","50",-0.55413360591317
"341","2","50",-0.584804090463347
"342","2","50",-0.48754463017145
"343","2","50",-0.186188977446272
"344","2","50",-0.5288030240137
"345","2","50",-0.405777640001861
"346","2","50",-0.30784507926212
"347","2","50",-0.261020437334768
"348","2","50",-0.547901109425636
"349","2","50",-0.187599420764965
"350","2","50",-0.511453577656737
"351","2","50",-0.140885783987226
"352","2","50",-0.0704492661622833
"353","2","50",-0.392104277770356
"354","2","50",-0.424906363153861
"355","2","50",0.051371955636232
"356","2","50",-0.420516145704811
"357","2","50",-0.462224207183538
"358","2","50",-0.465761987073769
"359","2","50",-0.104045611243845
"360","2","50",-0.459072994997857
"361","2","50",-0.35122196895762
"362","2","50",0.00789462017217898
"363","2","50",-0.425127644247101
"364","2","50",-0.439493458230293
"365","2","50",-0.336230768194958
"366","2","50",-0.532905279289772
"367","2","50",-0.454067251528901
"368","2","50",-0.373793201703654
"369","2","50",-0.234399950242191
"370","2","50",-0.40590858487751
"371","2","50",-0.0831493939352373
