"simulation","cohort","N","CI_value.LowBound","CI_value.UpBound"
"55","1","50",-0.397489365182123,0.440366541730027
"56","1","50",-0.639277613642553,0.120633683986628
"57","1","50",-0.158011501647088,0.805370208534756
"58","1","50",-0.561747959801438,0.233508121402223
"59","1","50",-0.641678208642288,0.106607764078738
"60","1","50",-0.40561869050112,0.303860186629332
"61","1","50",-0.115012967464451,0.547921681715723
"62","1","50",-0.777116533192202,-0.0580685099165628
"63","1","50",-0.564395814745624,0.251967556659543
"64","1","50",0.0889728455503265,0.86543741946569
"65","1","50",-0.32475715536965,0.333907108817209
"66","1","50",-0.743871040801933,-0.0316668319437888
"67","1","50",-0.224426588777864,0.530176655819903
"68","1","50",-0.0568405906741549,0.685377393014007
"69","1","50",-0.608135381261593,0.168782010066706
"70","1","50",-0.351286418264438,0.291007827783728
"71","1","50",-0.3479122046506,0.346972203186248
"72","1","50",-0.0806596167794841,0.686632100680171
"73","1","50",-0.525655918468765,0.329439188545508
"74","1","50",-0.261971404841402,0.420945013941498
"75","1","50",-0.372846158275633,0.322056545946863
"76","1","50",-0.583277464628924,0.271019983378739
"77","1","50",-0.208537478754885,1.08579488941391
"78","1","50",0.210139379126687,1.16605310755475
"79","1","50",-0.216605909851211,0.543554315292948
"80","1","50",-0.363556175493666,0.35144872438457
"81","1","50",-0.117355923750216,0.658920110545543
"82","1","50",-0.34530315101427,0.401228516689947
"83","1","50",-0.304093362775355,0.659909788302271
"84","1","50",-0.28569837903116,0.363631175793686
"85","1","50",-0.503386896649137,0.182184040712622
"86","1","50",-0.279698428887758,0.619130182440478
"87","1","50",-0.289534620701558,0.701417335814693
"88","1","50",-0.190553704928835,0.757918494838005
"89","1","50",-0.20277831455366,0.551924308680934
"90","1","50",-0.237538040462766,0.628115437905534
"91","1","50",-0.322931740450826,0.311396898576052
"92","1","50",-0.218565108025504,0.552498502007413
"93","1","50",-0.517271670508367,0.229787750175867
"94","1","50",-0.578966891705376,0.603460161090946
"95","1","50",-0.476339469801101,0.452430902375117
"96","1","50",-0.185783150367137,0.525494879853789
"97","1","50",-0.224100237582039,0.402930899423311
"98","1","50",-0.509322103562439,0.219448510600541
"99","1","50",-0.135825513855505,0.579889724083366
"100","1","50",-0.378344647893258,0.341504881871002
"101","1","50",-0.142903071284657,0.505839657899494
"102","1","50",-0.552974987582661,0.107864270609908
"103","1","50",-0.341357069010392,0.333201941656054
"104","1","50",-0.61316507221686,0.255033069857755
"105","1","50",-0.0661766889860563,0.626414491946953
"106","1","50",-0.131970855673497,0.550284193632844
"107","1","50",-0.471087935008919,0.193264328943914
"108","1","50",-0.210512558403814,0.4261926720031
"109","1","50",-0.222401859558852,0.536825615482463
"110","1","50",-0.518766863550686,0.386941354040387
"111","1","50",-0.376386147077077,0.502565952665476
"112","1","50",-0.262743248596918,0.547014192079622
"113","1","50",-0.410488932643971,0.249442564742739
"114","1","50",-0.411994313068403,0.514698947868837
"115","1","50",-0.403503971258236,0.194277389170628
"116","1","50",-0.345987644305078,0.3895336480171
"117","1","50",-0.244496475061021,0.588324822411972
"118","1","50",-0.102429444175384,0.49892767299
"119","1","50",0.00396107873460714,0.628897463023212
"120","1","50",-0.376708806521466,0.265261822624133
"121","1","50",-0.406351614849396,0.253350665450258
"122","1","50",0.0703818122579216,0.956551338446805
"123","1","50",-0.605497011840984,0.261784105423801
"124","1","50",-0.426151967103899,0.369083199178822
"125","1","50",-0.407226568359775,0.636910853609043
"126","1","50",-0.458213010844134,0.428147858981361
"127","1","50",-0.3912826916158,0.493056144057224
"128","1","50",-0.84280533862969,-0.0110221725157423
"129","1","50",0.00357825747415652,0.952784084047395
"130","1","50",-0.415449828724568,0.396606212515234
"131","1","50",-0.385334164893527,0.464388782855791
"132","1","50",-0.0769063347773484,0.530393529461468
"133","1","50",-0.567026934289267,0.153527389176048
"134","1","50",-0.309498208792666,0.40853908986421
"135","1","50",-0.760350692079891,-0.0138018917429119
"136","1","50",-0.0441535328959429,0.731370456528635
"137","1","50",-0.15640990872218,0.496832962640172
"138","1","50",-0.495833350482697,0.404504010469008
"139","1","50",-0.323231620843384,0.323812046488029
"140","1","50",-0.700594183505863,0.174087584077488
"141","1","50",-0.569018307449206,0.222028052096804
"142","1","50",-0.763927482775822,0.00751627139082412
"143","1","50",-0.485167629914187,0.568428078109519
"144","1","50",-0.262178043387802,0.585659328119752
"145","1","50",-0.415292196893251,0.17868868906929
"146","1","50",-0.743006254248666,0.225387875971641
"147","1","50",-0.27789219216588,0.352231201423021
"148","1","50",-0.248453285996651,0.43057631353558
"149","1","50",-0.389590606971713,0.259509203066418
"150","1","50",-0.100807479688244,0.70539215280056
"151","1","50",-0.385811890763255,0.300211808470071
"152","1","50",-0.465418046819665,0.304205017076079
"153","1","50",-0.442450586323172,0.253147293101011
"154","1","50",-0.52048102056659,0.238487307624122
"155","1","50",-1.01645707330161,-0.0502923287163411
"156","1","50",-0.171036102859536,0.624294252755074
"157","1","50",-0.372786342881999,0.320748680007452
"158","1","50",-0.260476158730526,0.360739490989513
"159","1","50",-0.685732587023177,-0.0173118111445997
"160","1","50",-0.528424934686858,0.203298904164695
"161","1","50",-0.40122308627155,0.451718847691014
"162","1","50",-0.365283140220994,0.55181823085031
"163","1","50",-0.237458360670981,0.558441954546806
"164","1","50",-0.513568517531902,0.453869655671051
"165","1","50",-0.232685667906069,0.531390899090854
"166","1","50",-0.31209441240429,0.358513053620799
"167","1","50",-0.461875535185706,0.555839613784885
"168","1","50",-0.472216877671268,0.221696692838433
"169","1","50",-0.343876212773038,0.405467415161227
"170","1","50",0.00508611062633614,0.749459694085685
"171","1","50",-0.425196152584507,0.275518001110935
"172","1","50",-0.340789695504969,0.330647370692986
"173","1","50",-0.349357648246403,0.358117961210653
"174","1","50",-0.264446152867124,0.43696475268683
"175","1","50",-0.509540403387486,0.370377671457058
"176","1","50",-0.185374615923704,0.433261317850669
"177","1","50",-0.500781693582308,0.308568953018073
"178","1","50",-0.417904337366103,0.401218377979137
"179","1","50",-0.419157598667347,0.31495922245418
"180","1","50",-0.336640792204773,0.499149379670819
"181","1","50",-0.383136696166452,0.749257025537004
"182","1","50",-0.453092067381781,0.244080410448356
"183","1","50",-0.376328097610445,0.294558197097357
"184","1","50",-0.381049142900838,0.478709727829239
"185","1","50",-0.505568755280543,0.214345939166341
"186","1","50",-0.352785810053645,0.272384880492541
"187","1","50",-0.326132705549649,0.561850632525659
"188","1","50",-0.289752110200889,0.501323313459266
"189","1","50",-0.403798963337595,0.559303179023888
"190","1","50",-0.505285118942015,0.434929467433716
"191","1","50",-0.312149944524522,0.344980689350619
"192","1","50",-0.503402781570642,0.308999115852051
"193","1","50",-0.451892126480082,0.277027987121895
"194","1","50",-0.381706037599715,0.301842457914119
"195","1","50",-0.667520984527465,0.0504588556323591
"196","1","50",-0.242643289065346,0.467930913394263
"197","1","50",-0.517203761919091,0.453499055309886
"198","1","50",-0.379595413412876,0.27287366939011
"199","1","50",-0.217672518080209,0.438845162675468
"200","1","50",-0.486836021071597,0.156542707137275
"201","1","50",-0.223942720172779,0.484328663047488
"202","1","50",-0.421645011822037,0.567308271765071
"203","1","50",-0.820860551341507,0.00522444469151676
"204","1","50",-0.449332395380807,0.295890890729217
"205","1","50",-0.150203314326749,0.500090006322852
"206","1","50",-0.429180319018563,0.259855295656482
"207","1","50",-0.137930915824552,0.585313196681847
"208","1","50",-0.294250007856898,0.431695746468653
"209","1","50",-0.138279655839611,0.512322637309045
"210","1","50",-0.22375261216703,0.70278810531534
"211","1","50",-0.736476596645287,0.134014967770733
"212","1","50",-0.623709485529006,0.199793333530073
"213","1","50",-0.334451712097182,0.367471840555171
"214","1","50",-0.420906418197959,0.476192735597532
"215","1","50",-0.342044056252672,0.453968837689255
"216","1","50",-0.384059034352717,0.515766550700848
"217","1","50",-0.365844986412108,0.263918776851063
"218","1","50",-0.815638203549997,0.0924309969918692
"219","1","50",-0.223344614284351,0.646764907880249
"220","1","50",-0.286506691105776,0.592211917775478
"221","1","50",-0.391279225086229,0.335692358192542
"222","1","50",-0.418676118409387,0.394604284689954
"223","1","50",-0.301629061260853,0.345877405842084
"224","1","50",-0.380098615470097,0.332926658570421
"225","1","50",-0.543106014232226,0.267606727904229
"226","1","50",-0.536312483356971,0.326452559020413
"227","1","50",-0.253810460797756,0.539828972381468
"228","1","50",-0.287223412124099,0.368658201356434
"229","1","50",-0.53780284342485,0.21755517474571
"230","1","50",-0.419174962549468,0.429422987787561
"231","1","50",-0.43095327415778,0.233274904215333
"232","1","50",-0.511219723192486,0.105209323463937
"233","1","50",-0.428670420927126,0.255763216324775
"234","1","50",-0.396425993402947,0.263594240027191
"235","1","50",-0.237488886562095,0.43793537143788
"236","1","50",-0.143568831012343,0.757442105366521
"237","1","50",-0.444606752924766,0.227362672032671
"238","1","50",-0.326113305798019,0.399738881831238
"239","1","50",-0.199380835917453,0.514732744763069
"240","1","50",-0.623374111105546,0.339956163827438
"241","1","50",-0.428821642026775,0.325573480394988
"242","1","50",-0.861685643061592,0.303570014221414
"243","1","50",-0.564695076127705,0.110952710748376
"244","1","50",-0.402069301474654,0.258265577194249
"245","1","50",-0.399869505916976,0.230887322516455
"246","1","50",-0.331315563070326,0.558011504207822
"247","1","50",-0.498661940282783,0.322935250727147
"248","1","50",-0.276462394173107,0.500047514914099
"249","1","50",-0.505680908425439,0.146242023906622
"250","1","50",-0.365131859786798,0.251541952228657
"251","1","50",-0.275427679448549,0.377436698322467
"252","1","50",-0.356867117944636,0.360114091445657
"253","1","50",-0.385881237389948,0.420271342414283
"254","1","50",-0.22439334426099,0.771485902994217
"255","1","50",-0.405744345860175,0.324151050369855
"256","1","50",-0.458969922300841,0.478389299124338
"257","1","50",-0.600168114704699,0.174365354983138
"258","1","50",-0.202516196477911,0.490310405915235
"259","1","50",-0.211678916786668,0.535006847034423
"260","1","50",-0.562851440140575,0.256174863582799
"261","1","50",-0.49078920620165,0.281211451577389
"262","1","50",-0.51694309365922,0.273768633903066
"263","1","50",-0.72422938935429,0.17906576525042
"264","1","50",-0.148795903988481,0.516622516349031
"265","1","50",-0.366466421202418,0.270304834798226
"266","1","50",-0.0955452784171594,0.627794069482115
"267","1","50",-0.484543979891845,0.206410555036282
"268","1","50",-0.792564693094959,0.198403529839208
"269","1","50",-0.368521696119321,0.410881115937541
"270","1","50",-0.376134215678161,0.299392105722266
"271","1","50",-0.466560753797761,0.417536896825492
"272","1","50",-0.39907293813114,0.386144960833608
"273","1","50",-0.586248641105871,0.167365682462466
"274","1","50",-1.09182824688721,-0.102508594896644
"275","1","50",-0.538366590709478,0.176731551903674
"276","1","50",-0.272750336513768,0.637613929588254
"277","1","50",-0.361953817390798,0.376071128940472
"278","1","50",-0.209580183691481,0.568525298214348
"279","1","50",-0.474183183419476,0.220806885178915
"280","1","50",-0.384064838822175,0.294560957573512
"281","1","50",-0.381806495481584,0.312080180211868
"282","1","50",-0.512996002786565,0.17128264933084
"283","1","50",-0.436678906302455,0.29790256774539
"284","1","50",-0.429650295682475,0.367153655290703
"285","1","50",-0.701722222413711,0.189035463566372
"286","1","50",-0.187941995784081,0.611392676620711
"287","1","50",-0.370516993992188,0.349455019721388
"288","1","50",-0.402584079740819,0.378423784904158
"289","1","50",-0.434216239802317,0.500467759634106
"290","1","50",-0.314946697203886,0.301688321419202
"291","1","50",-0.22655893605153,0.456387825496501
"292","1","50",-0.292263078548238,0.441526822861177
"293","1","50",-0.207892552385177,0.417165688319002
"294","1","50",-0.39632049759608,0.217886322710012
"295","1","50",-0.119160870957519,0.54298748172312
"296","1","50",-0.0642632624160137,0.709943587880307
"297","1","50",-0.492703321655383,0.284645050064719
"298","1","50",-0.280316978718148,0.378984517867614
"299","1","50",-0.180125990242951,0.553651776791793
"300","1","50",-0.231966023159187,0.397827991564528
"301","1","50",-0.164257866244816,0.597216225061208
"302","1","50",-0.538307599844892,0.292555579712229
"303","1","50",-0.398091364267334,0.364758171652497
"304","1","50",-0.550146494226586,0.267879446027575
"305","1","50",-0.452707699686254,0.209523233816241
"306","1","50",-0.618549627717203,0.0889074140173898
"307","1","50",-0.448986578231079,0.2494475299408
"308","1","50",-0.879366688988365,0.145531852570555
"309","1","50",-0.367735415604326,0.302681137105397
"310","1","50",-0.439972218354421,0.503239537317366
"311","1","50",-0.650792415589447,0.0381872947165454
"312","1","50",-0.24839178328805,0.375786404748562
"313","1","50",-0.699335498870386,0.140404873934752
"314","1","50",-0.29725209800904,0.304889275962564
"315","1","50",-0.200945114216477,0.493497786935436
"316","1","50",-0.499287838206526,0.280302355628537
"317","1","50",-0.435893416498737,0.523587707234908
"318","1","50",-0.473459400402924,0.377408260948269
"319","1","50",-0.22186575839072,0.402495325082944
"320","1","50",-0.556511964400269,0.179283733677064
"321","1","50",-0.420389155212871,0.32527727619303
"322","1","50",-0.293613242805266,0.398587016438318
"323","1","50",-0.316992591773609,0.297624481086927
"324","1","50",-0.267511625666629,0.473684374007047
"325","1","50",-0.356851404216212,0.345052734120145
"326","1","50",-0.0687244863893484,0.710259307070998
"327","1","50",-0.160608059142706,0.522098066669068
"328","1","50",-0.197780731784311,0.455425764017352
"329","1","50",-0.363381388019654,0.358497965758195
"330","1","50",-0.199478315720798,0.558101419177419
"331","1","50",-0.307386828270766,0.398511534584995
"332","1","50",-0.901323494966843,-0.00845216589660189
"333","1","50",-0.361127138965213,0.437131836143316
"334","1","50",-0.350450127461253,0.456617514312223
"335","1","50",-0.389147951641907,0.456530141419756
"336","1","50",-0.271944366560624,0.378406616576185
"337","1","50",-0.437020705393603,0.257563462596958
"338","1","50",-0.276651720176009,0.383346248660575
"339","1","50",-0.339087973899184,0.29526082065128
"340","1","50",-0.109487353735577,0.751240796963881
"341","1","50",-0.683102570004616,0.0855340029733624
"342","1","50",-0.449716912286175,0.219768391778795
"343","1","50",-0.28369437753071,0.410936781372275
"344","1","50",-0.591779885503958,0.31629575148576
"345","1","50",-0.383877546684628,0.234428117732358
"346","1","50",-0.321322941050528,0.303219838657097
"347","1","50",-0.602068516928303,0.141449802612643
"348","1","50",-0.24120030989093,0.796801406195183
"349","1","50",-0.206970942149564,0.404451781791159
"350","1","50",-0.485655902471213,0.154026404941883
"351","1","50",-0.23633433319307,0.433867386319046
"352","1","50",-0.0829796430195791,0.588025664870164
"353","1","50",-0.336908989795435,0.494908967976488
"354","1","50",-0.288949054882282,0.435928682039171
"355","1","50",-0.0420084791013067,0.686232906310017
"356","1","50",-0.453610660587274,0.224581367687555
"357","1","50",-0.448609709437894,0.239633488823882
"358","1","50",-0.638441009012639,0.199418767441283
"359","1","50",-0.313909923519205,0.40725637019822
"360","1","50",-0.424620142804318,0.50185445654092
"361","1","50",-0.350781019751403,0.270835014461228
"362","1","50",0.0506140205397737,0.944594675163694
"363","1","50",-0.406971385539709,0.307391458128012
"364","1","50",-0.281046700842446,0.502598279185509
"365","1","50",-0.218959757247567,0.494242467194089
"366","1","50",-0.416771740241988,0.226906589909351
"367","1","50",-0.35240189384498,0.355828590325589
"368","1","50",-0.213037664819405,0.553080175003484
"369","1","50",-0.328209326993604,0.495500659664419
"370","1","50",-0.371754895793046,0.316454658200038
"371","1","50",-0.277716834813837,0.404653486723966
"372","1","50",-0.542059939395431,0.262932390057121
"373","1","50",-0.17005597160557,0.535212924774009
"374","1","50",-0.440590871430489,0.365114982762606
"375","1","50",-0.28341079468804,0.334991172127416
"376","1","50",-0.460511278070084,0.228266301771011
"377","1","50",-0.330161199399271,0.606624269918768
"378","1","50",-0.385074932772446,0.415915680229366
"379","1","50",-0.299120544807153,0.428650388665966
"380","1","50",-0.107584995215569,0.655938343355093
"381","1","50",-0.386228732817121,0.380550361529789
"382","1","50",-0.302522355912925,0.339364448164917
"383","1","50",-0.30203464854104,0.706349739527917
"384","1","50",-0.371295729515129,0.267893975609324
"385","1","50",-0.410098388164827,0.190654475396411
"386","1","50",-0.228308144280553,0.466229564016647
"387","1","50",-0.638132252837559,0.0805463246181719
"388","1","50",-0.317035414030337,0.318560246715058
"389","1","50",-0.8133249744861,0.100347989896797
"390","1","50",-0.334729479838639,0.39836027337615
"391","1","50",-0.365838338605374,0.297264788048394
"392","1","50",-0.444795609259527,0.320227979526049
"393","1","50",-0.248436301088915,0.485695874474086
"394","1","50",-0.902494438421283,0.0280680598889286
"395","1","50",-0.256658795902827,0.435060781084319
"396","1","50",-0.187395305456839,0.516655721621431
"397","1","50",-0.527658425181044,0.182435841720396
"398","1","50",-0.105605814069685,0.860198890511017
"399","1","50",-0.349980076373535,0.317265679991799
"400","1","50",-0.478083469109865,0.350662027888655
"401","1","50",-0.394910324767446,0.242273638412462
"402","1","50",-0.354286897323529,0.31914822127888
"403","1","50",-0.343371501660617,0.466635185192688
"404","1","50",-0.297782820404601,0.441755557244579
"405","1","50",-0.332758725321804,0.437447607930833
"406","1","50",-0.532643192834532,0.144795629252724
"407","1","50",-0.194877708047873,0.500072367910418
"408","1","50",-0.178514788687295,0.430498644975788
"409","1","50",-0.587229899210272,0.270410432208817
"410","1","50",-0.0763230870368905,0.656380935856176
"411","1","50",-0.31218980926223,0.461886512672877
"412","1","50",-0.615489927369883,0.149816136068038
"413","1","50",-0.563927233553348,0.226093446258878
"414","1","50",-0.520967879448077,0.134539357663061
"415","1","50",-0.388394558039137,0.358446337143157
"416","1","50",-0.477737359302629,0.374080342401632
"417","1","50",-0.367742063730428,0.373283037073783
"418","1","50",-0.231773158644189,0.504343621686798
"419","1","50",-0.386035920116312,0.636304070067335
"420","1","50",-0.324368584953957,0.387827488943084
"421","1","50",-0.573223864845693,0.189158520719149
"422","1","50",-0.455054179466827,0.383069839518698
"423","1","50",-0.229218552500089,0.409347973607255
"424","1","50",-0.323052029872647,0.265706859584343
"425","1","50",-0.637835765326982,0.272015911631785
"426","1","50",-0.488580836678595,0.352230535980689
"427","1","50",-0.210142069077266,0.619616593296356
"428","1","50",-0.259366503736583,0.438729615556879
"429","1","50",-0.485875434238912,0.466892839310752
"430","1","50",-0.261851136630659,0.397706902960093
"431","1","50",-0.437643651379061,0.182355279930107
"432","1","50",-0.331139644643248,0.379391991467353
"433","1","50",-0.401301807362883,0.298542829925139
"434","1","50",-0.456143866457599,0.165247731174578
"435","1","50",-0.304498490959686,0.453447613873775
"436","1","50",-0.230470933811381,0.377953795634583
"437","1","50",-0.353882182786132,0.359339821760836
"438","1","50",-0.27529266884323,0.391068040324877
"439","1","50",-0.0975335876857288,0.686453049495051
"440","1","50",-0.530752433278733,0.134381110547192
"441","1","50",-0.426535876170475,0.208442772063694
"442","1","50",-0.530840830468019,0.657980214481944
"443","1","50",-0.171822160316347,0.781057293386578
"444","1","50",-0.270324929147786,0.455757114406973
"445","1","50",-0.306808868464598,0.611418912878297
"446","1","50",-0.312586077165037,0.493231145116811
"447","1","50",-0.158664628025282,0.51922815763289
"448","1","50",-0.473857872014181,0.171048511801209
"449","1","50",-0.311792977559507,0.426009978628609
"450","1","50",-0.339117307833032,0.449680488788337
"451","1","50",-0.438210648611675,0.206243589791292
"452","1","50",-0.389179120260739,0.532761624795689
"453","1","50",-0.350969192637872,0.347349943728074
"454","1","50",-0.52456554524252,0.0920134542853843
"455","1","50",-0.227539915017077,0.504178323408409
"456","1","50",-0.704824120155185,0.265449269730873
"457","1","50",-0.321489152603529,0.541908493623463
"458","1","50",-0.230313522031783,0.710244425184188
"459","1","50",-0.58187894909294,0.101140465545413
"460","1","50",-0.345487512971264,0.264059108284446
"461","1","50",-0.40595895579942,0.200292616021047
"462","1","50",-0.472910763005101,0.226778942390986
"463","1","50",-0.420580589587527,0.259908928784195
"464","1","50",-0.179541173092141,0.656834866430308
"465","1","50",-0.414735880095288,0.340075986186973
"466","1","50",-0.47414930472024,0.205972122806517
"467","1","50",-0.469287277798052,0.16769240174043
"468","1","50",-0.148910056078992,0.817996381111862
"469","1","50",-0.415248725693415,0.29292062999125
"470","1","50",-0.333743298546845,0.294001921318832
"471","1","50",-0.443282285470793,0.541647451274462
"472","1","50",-0.375496811833582,0.428182549494305
"473","1","50",-0.407957493401108,0.273874031391461
"474","1","50",-0.751086489987015,0.16408695965954
"475","1","50",-0.340662189247133,0.615597600725666
"476","1","50",-0.317000228552181,0.525906984380717
"477","1","50",-0.27066172100605,0.451138328287678
"478","1","50",-0.376651169551246,0.239101698374898
"479","1","50",-0.384200577921464,0.35655298481286
"480","1","50",-0.623085543377074,0.122134258081164
"481","1","50",-0.429161633311649,0.275576825380874
"482","1","50",-0.505748789085802,0.263004557859864
"483","1","50",-0.301723822341816,0.390771604304978
"484","1","50",-0.376997910042133,0.426315254490556
"485","1","50",-0.132797320083834,0.623295633796529
"486","1","50",-0.383726054695793,0.318406902073315
"487","1","50",-0.39022847833948,0.464105503640185
"488","1","50",-1.01377929566069,-0.0351424980055278
"489","1","50",-0.493547391431107,0.287274427054712
"490","1","50",-0.12850543277985,0.537001452405305
"491","1","50",-0.518332218031854,0.26666840514502
"492","1","50",-0.340879277443838,0.310483561163352
"493","1","50",-0.568867741086246,0.408931200237855
"494","1","50",-0.464110345318202,0.179515882534063
"495","1","50",-0.361334172173168,0.271814992351249
"496","1","50",-0.327045982964876,0.434514313933003
"497","1","50",-0.458112279413632,0.176720476371791
"498","1","50",-0.438317336302922,0.336598278120565
"499","1","50",-0.273540179360798,0.381398816021862
"500","1","50",-0.844169283382434,-0.0853447863129842
"1","2","50",-0.310766021073711,0.408088883295736
"2","2","50",-0.863090461192441,0.163760874549327
"3","2","50",-0.509277636613132,0.299515934100971
"4","2","50",-0.809917421888869,0.192789457256103
"5","2","50",-0.221143154356101,0.48270123783218
"6","2","50",-0.848686178316119,0.166270296766558
"7","2","50",-0.729076560157059,0.228389271472286
"8","2","50",-0.509558575185255,0.286689436761367
"9","2","50",-0.532572727859755,0.329421704489595
"10","2","50",-0.613150088121351,0.210478252970007
"11","2","50",-0.641787280937512,0.406339625976686
"12","2","50",-0.654991676778001,0.201770612814372
"13","2","50",-0.3218791400478,0.431057774576818
"14","2","50",-0.728094927621099,0.0257801059030821
"15","2","50",-0.633219048584293,0.246423115346829
"16","2","50",-0.860475888149735,0.0332349167590456
"17","2","50",-0.279995154626561,0.45498601610917
"18","2","50",-0.90504094938514,0.179723920822487
"19","2","50",-0.573403950092126,0.18467312523538
"20","2","50",-0.53425269697499,0.389336190745958
"21","2","50",-1.08619711152662,-0.0177906429302343
"22","2","50",-0.600301210842327,0.133593702107459
"23","2","50",-0.401318308330829,0.295679078084959
"24","2","50",-0.792484944336803,0.218277039581598
"25","2","50",-0.561868889112299,0.256513934346058
"26","2","50",-1.04062307718052,0.068827591842594
"27","2","50",-1.01315981447974,-0.0246571562543581
"28","2","50",-0.330089594651517,0.419622674611223
"29","2","50",-0.802567887861863,-0.015738317868635
"30","2","50",-0.634244410578229,0.109772362625014
"31","2","50",-0.238323491779237,0.514828971161478
"32","2","50",-0.748161306112751,0.235166879575452
"33","2","50",-0.908633866771107,0.106206564700658
"34","2","50",-0.581053589809722,0.133400683097638
"35","2","50",-0.870050896981254,0.0974786696976703
"36","2","50",-0.853429808989522,0.207279630859882
"37","2","50",-0.516875408128537,0.33763351193494
"38","2","50",-0.662153139029673,0.284214295624623
"39","2","50",-1.16871559851164,-0.0112047704780948
"40","2","50",-0.484677373225595,0.273021411958949
"41","2","50",-0.697284812300784,0.114492498479702
"42","2","50",-1.12134987591424,-0.291811621033453
"43","2","50",-0.0363281128992474,0.77484426779632
"44","2","50",-0.520125813472769,0.32260103301441
"45","2","50",-0.889463642886832,0.214293981301067
"46","2","50",-0.765251831084261,0.218519267332444
"47","2","50",-0.947392029055435,-0.0115927777751322
"48","2","50",-0.498947161718123,0.342682493151845
"49","2","50",-0.240339827296394,0.584225607830892
"50","2","50",-0.13285150008354,0.712693693176483
"51","2","50",-0.929345776605257,0.118940146024057
"52","2","50",-1.07876680585095,-0.135851883514571
"53","2","50",-0.457084400561763,0.351866162105378
"54","2","50",-0.758729239470103,0.0618817951902459
"55","2","50",-0.461234555067401,0.350385509246653
"56","2","50",-0.607000212641928,0.134814677710298
"57","2","50",-0.775611231453316,0.312218935711328
"58","2","50",-0.522558854805746,0.256886240640339
"59","2","50",-1.05910330966462,-0.115532461699668
"60","2","50",-0.738203276895072,0.148072545153367
"61","2","50",-0.540540182556878,0.437497462310019
"62","2","50",-0.868388457486479,-0.100679693603444
"63","2","50",-0.483865201008382,0.324022213270601
"64","2","50",-0.664077926417121,0.416272689438895
"65","2","50",-0.448682813103921,0.310125896951792
"66","2","50",-0.757033603970681,0.00731122421879975
"67","2","50",-0.574722332100235,0.315612839849883
"68","2","50",-0.197403877655519,0.563971991969191
"69","2","50",-0.723577532126499,0.075066520476583
"70","2","50",-0.493740117156258,0.240299862274809
"71","2","50",-0.602032872229378,0.246407245448561
"72","2","50",-0.779626620908341,0.272115617109098
"73","2","50",-0.794254917385403,0.121535029918691
"74","2","50",-0.289758649866032,0.486653307589204
"75","2","50",-0.419634270930499,0.311837032329792
"76","2","50",-1.0887369185519,-0.0936131865137484
"77","2","50",-0.901793801663252,0.0844437675217021
"78","2","50",-0.276031470932278,0.757657582091971
