"simulation","cohort","N","Sd"
"184","1","50",0.162812230777803
"185","1","50",0.153924041908582
"186","1","50",0.151756640344991
"187","1","50",0.155129560232656
"188","1","50",0.160986542644783
"189","1","50",0.161248749076297
"190","1","50",0.154367077224084
"191","1","50",0.153440836712008
"192","1","50",0.151744836575748
"193","1","50",0.142370971599102
"194","1","50",0.16283418007397
"195","1","50",0.14853108434916
"196","1","50",0.164100705143809
"197","1","50",0.170403697725863
"198","1","50",0.15054958867603
"199","1","50",0.144789990567644
"200","1","50",0.144704013792267
"201","1","50",0.15461195446988
"202","1","50",0.161646943885773
"203","1","50",0.158264824634126
"204","1","50",0.149290605416694
"205","1","50",0.150344985427331
"206","1","50",0.152315466419213
"207","1","50",0.148888621488978
"208","1","50",0.151378027758876
"209","1","50",0.161094701589121
"210","1","50",0.14770184148986
"211","1","50",0.152520576264504
"212","1","50",0.161900045334726
"213","1","50",0.146534438427637
"214","1","50",0.163247171694286
"215","1","50",0.149573542593731
"216","1","50",0.161953755984909
"217","1","50",0.157059719349256
"218","1","50",0.153226132809084
"219","1","50",0.170884266369428
"220","1","50",0.148445842644258
"221","1","50",0.143409295236613
"222","1","50",0.16228568113971
"223","1","50",0.146475914000847
"224","1","50",0.162129573104481
"225","1","50",0.165455576708979
"226","1","50",0.162015982808091
"227","1","50",0.15347972061906
"228","1","50",0.150128297624595
"229","1","50",0.162916892327477
"230","1","50",0.162793180306774
"231","1","50",0.142994781774557
"232","1","50",0.154482164193973
"233","1","50",0.153974138768247
"234","1","50",0.144980176075422
"235","1","50",0.153668658701939
"236","1","50",0.162055175029322
"237","1","50",0.143268946176666
"238","1","50",0.147475108819239
"239","1","50",0.149252538886942
"240","1","50",0.162576540374766
"241","1","50",0.159412441582002
"242","1","50",0.173972583957572
"243","1","50",0.148786727164605
"244","1","50",0.148460214680322
"245","1","50",0.147130009906045
"246","1","50",0.152614823622358
"247","1","50",0.157821263264592
"248","1","50",0.157855583982314
"249","1","50",0.14449234223298
"250","1","50",0.147118547870521
"251","1","50",0.148629348654103
"252","1","50",0.148319461209579
"253","1","50",0.152486910707389
"254","1","50",0.178995498732212
"255","1","50",0.148094485457393
"256","1","50",0.157786757818027
"257","1","50",0.144818621033977
"258","1","50",0.147563259839802
"259","1","50",0.165009931534353
"260","1","50",0.149192796909462
"261","1","50",0.161834356066417
"262","1","50",0.148810172893905
"263","1","50",0.172627403001183
"264","1","50",0.161108198433948
"265","1","50",0.14886614003371
"266","1","50",0.159016835456602
"267","1","50",0.154682179388064
"268","1","50",0.171389616106165
"269","1","50",0.153468141963452
"270","1","50",0.160717071398569
"271","1","50",0.168178578845675
"272","1","50",0.165634440955593
"273","1","50",0.150792136651653
"274","1","50",0.203009313277071
"275","1","50",0.145506056400159
"276","1","50",0.152332167462955
"277","1","50",0.149444085204346
"278","1","50",0.150293668407807
"279","1","50",0.160999543909265
"280","1","50",0.144463076242696
"281","1","50",0.149824079427034
"282","1","50",0.142010667733856
"283","1","50",0.148673878059765
"284","1","50",0.157135050997196
"285","1","50",0.164518134317359
"286","1","50",0.152837713309259
"287","1","50",0.144603651372276
"288","1","50",0.153938791733786
"289","1","50",0.164584678071373
"290","1","50",0.145120208285616
"291","1","50",0.143919297165618
"292","1","50",0.151773529864129
"293","1","50",0.15647937192711
"294","1","50",0.144705223980233
"295","1","50",0.143080742271059
"296","1","50",0.172809882091587
"297","1","50",0.160393409935869
"298","1","50",0.139649926741141
"299","1","50",0.163103046244015
"300","1","50",0.152878231054869
"301","1","50",0.151582822532083
"302","1","50",0.151173107947619
"303","1","50",0.150166100628036
"304","1","50",0.169529767455615
"305","1","50",0.148733890623997
"306","1","50",0.146760811083226
"307","1","50",0.156943389832066
"308","1","50",0.189376777433334
"309","1","50",0.149664855792355
"310","1","50",0.157247496727028
"311","1","50",0.158763493756432
"312","1","50",0.150937157387161
"313","1","50",0.149472973077808
"314","1","50",0.14870781571996
"315","1","50",0.150306313376966
"316","1","50",0.1533631873824
"317","1","50",0.161687326067023
"318","1","50",0.145922359099042
"319","1","50",0.143813329883149
"320","1","50",0.155750792472911
"321","1","50",0.150125832883751
"322","1","50",0.144824493099699
"323","1","50",0.146127705389052
"324","1","50",0.145500023607154
"325","1","50",0.15378592223882
"326","1","50",0.151773958531435
"327","1","50",0.148724882185436
"328","1","50",0.148778419954362
"329","1","50",0.151475692683271
"330","1","50",0.14971317816847
"331","1","50",0.145858018752863
"332","1","50",0.187199837411592
"333","1","50",0.154008973895771
"334","1","50",0.148577373743489
"335","1","50",0.15929040591043
"336","1","50",0.15107392533573
"337","1","50",0.14964084530207
"338","1","50",0.148975832887653
"339","1","50",0.150148274919449
"340","1","50",0.161929180432284
"341","1","50",0.160607340685851
"342","1","50",0.143604399337814
"343","1","50",0.156878705330903
"344","1","50",0.160436768066107
"345","1","50",0.148251395288352
"346","1","50",0.15328900025352
"347","1","50",0.160273581937005
"348","1","50",0.16889448165973
"349","1","50",0.15142618779178
"350","1","50",0.146121141345118
"351","1","50",0.159959882215468
"352","1","50",0.1547572666283
"353","1","50",0.151819630733041
"354","1","50",0.146948979483341
"355","1","50",0.159977071061242
"356","1","50",0.156817841979044
"357","1","50",0.159699475293559
"358","1","50",0.157247308170237
"359","1","50",0.153304819593904
"360","1","50",0.151226172913382
"361","1","50",0.142505124495938
"362","1","50",0.159790798731472
"363","1","50",0.149127059910681
"364","1","50",0.151515422428818
"365","1","50",0.146686892194784
"366","1","50",0.145212626671305
"367","1","50",0.150245511307522
"368","1","50",0.145515031985111
"369","1","50",0.148569388959511
"370","1","50",0.152272940195833
"371","1","50",0.152664427895455
"372","1","50",0.168736516974902
"373","1","50",0.147356489633419
"374","1","50",0.153442529630131
"375","1","50",0.146881757975103
"376","1","50",0.150567838805589
"377","1","50",0.174429101411663
"378","1","50",0.152154128539493
"379","1","50",0.148294496109214
"380","1","50",0.156745511191962
"381","1","50",0.145839370622321
"382","1","50",0.150877937822799
"383","1","50",0.171261896088631
"384","1","50",0.156436910344205
"385","1","50",0.148754494713512
"386","1","50",0.145002429996315
"387","1","50",0.153390509087005
"388","1","50",0.157268675167308
"389","1","50",0.156321403067125
"390","1","50",0.159335415364434
"391","1","50",0.14177144679026
"392","1","50",0.159782260213226
"393","1","50",0.161230486128513
"394","1","50",0.159323464896254
"395","1","50",0.155824511191599
"396","1","50",0.159660252885209
"397","1","50",0.152050455639796
"398","1","50",0.189582655798728
"399","1","50",0.148515230303511
"400","1","50",0.15772978313039
"401","1","50",0.145326506717243
"402","1","50",0.143234530034187
"403","1","50",0.153193168699326
"404","1","50",0.143823159939431
"405","1","50",0.150313826514419
"406","1","50",0.149533936362012
"407","1","50",0.145301907266567
"408","1","50",0.152431630886332
"409","1","50",0.155644774524933
"410","1","50",0.151508646625474
"411","1","50",0.150333127460055
"412","1","50",0.166892289678285
"413","1","50",0.153255346205332
"414","1","50",0.150460601587435
"415","1","50",0.150906583909439
"416","1","50",0.157708785205293
"417","1","50",0.144662069312701
"418","1","50",0.148522982135266
"419","1","50",0.166137004046793
"420","1","50",0.145042826841601
"421","1","50",0.147890677368485
"422","1","50",0.154827769104169
"423","1","50",0.146810278623865
"424","1","50",0.147802494897761
"425","1","50",0.177279553783324
"426","1","50",0.145693046695633
"427","1","50",0.157737189488286
"428","1","50",0.145029727789934
"429","1","50",0.160979136568389
"430","1","50",0.150078536988299
"431","1","50",0.149158912995643
"432","1","50",0.146452105647811
"433","1","50",0.161140884112406
"434","1","50",0.151197692911655
"435","1","50",0.150306356875018
"436","1","50",0.150203036311539
"437","1","50",0.143328776984787
"438","1","50",0.152113567935992
"439","1","50",0.161935929388796
"440","1","50",0.145042007859928
"441","1","50",0.151288294487689
"442","1","50",0.174410393358956
"443","1","50",0.170884555203557
"444","1","50",0.148812306318328
"445","1","50",0.155847925222512
"446","1","50",0.15098098841888
"447","1","50",0.161450200465738
"448","1","50",0.144431424187205
"449","1","50",0.149140577773094
"450","1","50",0.152165778089952
"451","1","50",0.144761963561683
"452","1","50",0.16246378235664
"453","1","50",0.14877759334746
"454","1","50",0.14284073496703
"455","1","50",0.146964547867659
"456","1","50",0.171375930525548
"457","1","50",0.180386663733647
"458","1","50",0.166979264166795
"459","1","50",0.15146633093148
"460","1","50",0.152090496906474
"461","1","50",0.148271100316793
"462","1","50",0.142616776195774
"463","1","50",0.144569190416334
"464","1","50",0.173361882076422
"465","1","50",0.156549730634002
"466","1","50",0.14334315077402
"467","1","50",0.155026174151142
"468","1","50",0.179752293139289
"469","1","50",0.15195580906128
"470","1","50",0.147789254975019
"471","1","50",0.164178335928194
"472","1","50",0.151106878713
"473","1","50",0.141336779729602
"474","1","50",0.162650663689932
"475","1","50",0.149994709033858
"476","1","50",0.150436598347724
"477","1","50",0.154852245036892
"478","1","50",0.147679127131323
"479","1","50",0.150854243429737
"480","1","50",0.149868272874381
"481","1","50",0.153634187048347
"482","1","50",0.15373923881924
"483","1","50",0.146724342832535
"484","1","50",0.148058048048151
"485","1","50",0.152925155725915
"486","1","50",0.14219929159641
"487","1","50",0.159228158967974
"488","1","50",0.190940264079587
"489","1","50",0.145278648827932
"490","1","50",0.145713740726674
"491","1","50",0.149442795713054
"492","1","50",0.148026414977396
"493","1","50",0.166015126909461
"494","1","50",0.145313058839882
"495","1","50",0.14758642989492
"496","1","50",0.155726022584676
"497","1","50",0.14746223826002
"498","1","50",0.157425264902029
"499","1","50",0.148196312674261
"500","1","50",0.150001770597358
"1","2","50",0.180314490931036
"2","2","50",0.183149611983989
"3","2","50",0.170873805999499
"4","2","50",0.17851352570517
"5","2","50",0.170158359788656
"6","2","50",0.179501676923095
"7","2","50",0.17370895015478
"8","2","50",0.185407234751485
"9","2","50",0.176283332377457
"10","2","50",0.167666330691164
"11","2","50",0.182806604889363
"12","2","50",0.178106858180802
"13","2","50",0.185211048317297
"14","2","50",0.156089021911765
"15","2","50",0.17968971433358
"16","2","50",0.173641439172178
"17","2","50",0.178223115692675
"18","2","50",0.18846302044301
"19","2","50",0.165482633087784
"20","2","50",0.170180043014725
"21","2","50",0.1923841329534
"22","2","50",0.175575604370835
"23","2","50",0.171625261404491
"24","2","50",0.191873853085733
"25","2","50",0.168614721440439
"26","2","50",0.214067865612512
"27","2","50",0.200216147320914
"28","2","50",0.181406032034732
"29","2","50",0.168882271044336
"30","2","50",0.171283128527101
"31","2","50",0.193519880309524
"32","2","50",0.178577265306338
"33","2","50",0.188759893637861
"34","2","50",0.171015888439819
"35","2","50",0.183673995057123
"36","2","50",0.197507096247095
"37","2","50",0.175157281295963
"38","2","50",0.176765998024095
"39","2","50",0.22485240022016
"40","2","50",0.182252919015271
"41","2","50",0.164094089237522
"42","2","50",0.182865974791902
"43","2","50",0.210564065007916
"44","2","50",0.176005557316206
"45","2","50",0.188493907533459
"46","2","50",0.182984564475231
"47","2","50",0.18300924219563
"48","2","50",0.198205310494164
"49","2","50",0.20729751177722
"50","2","50",0.217350846229358
"51","2","50",0.194081944385852
"52","2","50",0.185378096873234
"53","2","50",0.178675279618812
"54","2","50",0.165135375203709
"55","2","50",0.168683082877639
"56","2","50",0.179052394685314
"57","2","50",0.201567958763907
"58","2","50",0.1745016950831
"59","2","50",0.172196562527424
"60","2","50",0.169210747252144
"61","2","50",0.180530019324866
"62","2","50",0.165012664379225
"63","2","50",0.184026221167983
"64","2","50",0.200857076472653
"65","2","50",0.168885990500133
"66","2","50",0.173983100934763
"67","2","50",0.180187851495965
"68","2","50",0.175001857115278
"69","2","50",0.161146211381904
"70","2","50",0.165793088991348
"71","2","50",0.17427282133683
"72","2","50",0.181369299855464
"73","2","50",0.178881678560987
"74","2","50",0.188171418247943
"75","2","50",0.161280213403063
"76","2","50",0.17107586147747
"77","2","50",0.216243869583076
"78","2","50",0.182728553364723
"79","2","50",0.17331911966634
"80","2","50",0.173113337032166
"81","2","50",0.176176826712246
"82","2","50",0.170733440510564
"83","2","50",0.193217437720805
"84","2","50",0.170375229019911
"85","2","50",0.165720502766942
"86","2","50",0.192842401316974
"87","2","50",0.182556674931478
"88","2","50",0.17974111122519
"89","2","50",0.171568764033048
"90","2","50",0.2208370889441
"91","2","50",0.186171226358984
"92","2","50",0.171704002347204
"93","2","50",0.214468662187753
"94","2","50",0.20518007640415
"95","2","50",0.197197884682547
"96","2","50",0.17698333854793
"97","2","50",0.183030140985649
"98","2","50",0.184864164853451
"99","2","50",0.176009812583847
"100","2","50",0.193150915624272
"101","2","50",0.166460081756199
"102","2","50",0.176094986815297
"103","2","50",0.2114542710075
"104","2","50",0.178943252134663
"105","2","50",0.173808519094551
"106","2","50",0.179671187438906
"107","2","50",0.168197463016386
"108","2","50",0.163697882078768
"109","2","50",0.16804506587691
"110","2","50",0.179458520603619
"111","2","50",0.170070177647456
"112","2","50",0.186216926573966
"113","2","50",0.199319619183752
"114","2","50",0.181327280654113
"115","2","50",0.180168470200154
"116","2","50",0.170914258358336
"117","2","50",0.182246888585393
"118","2","50",0.163084319795173
"119","2","50",0.2004827880043
"120","2","50",0.171767957813388
"121","2","50",0.214996257184649
"122","2","50",0.187254096610413
"123","2","50",0.180345516745303
"124","2","50",0.204885172873532
"125","2","50",0.214858907636229
"126","2","50",0.178111960041465
"127","2","50",0.183091382596399
"128","2","50",0.177200311511765
"129","2","50",0.241837835581744
"130","2","50",0.167211773310075
"131","2","50",0.222694551442383
"132","2","50",0.175939680199839
"133","2","50",0.172885631685798
"134","2","50",0.168073858955965
"135","2","50",0.169195255663477
"136","2","50",0.167441295295438
"137","2","50",0.187451445865075
"138","2","50",0.188983048441728
"139","2","50",0.192276274091851
"140","2","50",0.179750465007577
"141","2","50",0.17719239314798
"142","2","50",0.181086547938977
"143","2","50",0.190479001640967
"144","2","50",0.204450559727365
"145","2","50",0.180146168251829
"146","2","50",0.192067546842586
"147","2","50",0.18309915768265
"148","2","50",0.175450746755566
"149","2","50",0.165343211028989
"150","2","50",0.176620900139014
"151","2","50",0.165678978549
"152","2","50",0.1746328929945
"153","2","50",0.177893552836985
"154","2","50",0.183937954928866
"155","2","50",0.191467558329897
"156","2","50",0.186776236077119
"157","2","50",0.167244405679348
"158","2","50",0.183508348110465
"159","2","50",0.169536665841589
"160","2","50",0.17055544822422
"161","2","50",0.173218859690727
"162","2","50",0.198468420294673
"163","2","50",0.178387732104855
"164","2","50",0.196160003200439
"165","2","50",0.178876624181853
"166","2","50",0.169200464180994
"167","2","50",0.187071311583346
"168","2","50",0.180470427567417
"169","2","50",0.174156064378922
"170","2","50",0.18373468091061
"171","2","50",0.165466028080377
"172","2","50",0.177485582941113
"173","2","50",0.175073351496072
"174","2","50",0.173687973947554
"175","2","50",0.169174973474694
"176","2","50",0.175277854071094
"177","2","50",0.18803605800184
"178","2","50",0.178452810265945
"179","2","50",0.166917513589288
"180","2","50",0.177864880480977
"181","2","50",0.211253596174849
"182","2","50",0.165522674698534
"183","2","50",0.177175963573992
"184","2","50",0.200317754844262
"185","2","50",0.175276538489397
"186","2","50",0.174997020996134
"187","2","50",0.166462574201598
"188","2","50",0.206015630318086
"189","2","50",0.186288620604782
"190","2","50",0.190334974902321
"191","2","50",0.178900435241262
"192","2","50",0.172735919729104
"193","2","50",0.158792359730799
"194","2","50",0.21973696835487
"195","2","50",0.16528092307421
"196","2","50",0.179177611301716
"197","2","50",0.190396711744777
"198","2","50",0.173571093949062
"199","2","50",0.166065315969044
"200","2","50",0.161252512903753
"201","2","50",0.171470999545981
"202","2","50",0.182371152507274
"203","2","50",0.167560116653154
"204","2","50",0.171955013890541
"205","2","50",0.176918225682435
"206","2","50",0.172584841161075
"207","2","50",0.171129111277147
"208","2","50",0.172574271731031
"209","2","50",0.185028122485093
"210","2","50",0.168842279429866
"211","2","50",0.168150802888315
"212","2","50",0.194352615733289
"213","2","50",0.177996558759529
"214","2","50",0.178484866771209
"215","2","50",0.168063956242577
"216","2","50",0.179841845912099
"217","2","50",0.194175278444605
"218","2","50",0.176118823701986
"219","2","50",0.181760112982283
"220","2","50",0.174881625071387
"221","2","50",0.167794765050345
"222","2","50",0.178910112941921
"223","2","50",0.173664491802107
"224","2","50",0.192709082420857
"225","2","50",0.179291881975613
"226","2","50",0.178454313270464
"227","2","50",0.188213281658816
"228","2","50",0.169673289160787
"229","2","50",0.23113561668407
"230","2","50",0.198480250615033
"231","2","50",0.160270257708425
"232","2","50",0.18666172522959
"233","2","50",0.176724630319984
"234","2","50",0.167030882066089
"235","2","50",0.171378484913861
"236","2","50",0.191499132801784
"237","2","50",0.162454328246129
"238","2","50",0.168327135946885
"239","2","50",0.170877047131004
"240","2","50",0.184780139263863
"241","2","50",0.193043560263611
"242","2","50",0.202331256243641
"243","2","50",0.172391823407395
"244","2","50",0.16920537179505
"245","2","50",0.167767918148269
"246","2","50",0.174911742119333
"247","2","50",0.207439275503322
"248","2","50",0.189179764301566
"249","2","50",0.172692119234008
"250","2","50",0.169533898815557
"251","2","50",0.169963106568795
"252","2","50",0.176339000425832
"253","2","50",0.175559882731307
"254","2","50",0.215462956433056
"255","2","50",0.169187209034928
"256","2","50",0.195354080833313
"257","2","50",0.164872240034612
"258","2","50",0.1716287467228
"259","2","50",0.238369626915808
"260","2","50",0.169470573820403
"261","2","50",0.189578912551769
"262","2","50",0.173650685004988
"263","2","50",0.194821404492828
"264","2","50",0.184542101785603
"265","2","50",0.171433710297017
"266","2","50",0.239707768927214
"267","2","50",0.171398795316395
"268","2","50",0.181063253356869
"269","2","50",0.179481312338822
"270","2","50",0.197402982480586
"271","2","50",0.187875862558381
"272","2","50",0.186013331279489
"273","2","50",0.170500603943078
"274","2","50",0.243732030846017
"275","2","50",0.167384063460523
"276","2","50",0.185820238527922
"277","2","50",0.172194312237552
"278","2","50",0.180552453448596
"279","2","50",0.185813077789642
"280","2","50",0.167962377605371
"281","2","50",0.173936583400085
"282","2","50",0.159909508736193
"283","2","50",0.16918656459595
"284","2","50",0.19439669594951
"285","2","50",0.185611535691631
"286","2","50",0.16808681686008
"287","2","50",0.167729920185543
"288","2","50",0.171199128997813
"289","2","50",0.210208382576744
"290","2","50",0.167668549196615
"291","2","50",0.165829541276737
"292","2","50",0.180358689047112
"293","2","50",0.191165685170914
"294","2","50",0.166618439914596
"295","2","50",0.159780320607251
"296","2","50",0.190876920633332
"297","2","50",0.18251443936902
"298","2","50",0.163056141108554
"299","2","50",0.180460638132489
"300","2","50",0.171351208511434
"301","2","50",0.190823473344178
"302","2","50",0.168555898776985
"303","2","50",0.168253137370221
"304","2","50",0.189778776925133
"305","2","50",0.167613666165702
"306","2","50",0.163148236223964
"307","2","50",0.185880809808028
"308","2","50",0.192676370151125
"309","2","50",0.170980463514985
"310","2","50",0.188637024184959
"311","2","50",0.181805659292231
"312","2","50",0.17915836493112
"313","2","50",0.176405458873586
"314","2","50",0.188595291166583
"315","2","50",0.166049924965049
"316","2","50",0.172179165894507
"317","2","50",0.193373515043485
"318","2","50",0.16640502440999
"319","2","50",0.166872837826165
"320","2","50",0.173459831675693
"321","2","50",0.171379124540724
"322","2","50",0.170122615101708
"323","2","50",0.168441615343285
"324","2","50",0.168479007298168
"325","2","50",0.184730402930447
"326","2","50",0.170405536907828
"327","2","50",0.176326757025406
"328","2","50",0.168884174371134
"329","2","50",0.173632161250034
"330","2","50",0.17443810602397
"331","2","50",0.16570977930933
"332","2","50",0.223284965063424
"333","2","50",0.177814131457666
"334","2","50",0.16748180021415
"335","2","50",0.180909196477863
"336","2","50",0.170170056910632
"337","2","50",0.168639989125129
"338","2","50",0.167729514050753
"339","2","50",0.1677915798635
"340","2","50",0.212005289024977
"341","2","50",0.17063307074212
"342","2","50",0.164816804266813
"343","2","50",0.182973631752454
"344","2","50",0.187345896015352
"345","2","50",0.17040758804688
"346","2","50",0.173238300149659
"347","2","50",0.200351679228661
"348","2","50",0.189361892997364
"349","2","50",0.170774355841694
"350","2","50",0.167332844560979
"351","2","50",0.187128188434159
"352","2","50",0.177357840313465
"353","2","50",0.172209430097461
"354","2","50",0.168707335562484
"355","2","50",0.177046445457097
"356","2","50",0.169693474186588
"357","2","50",0.177274323413221
"358","2","50",0.170144535003555
"359","2","50",0.191605655313296
"360","2","50",0.179657323434132
"361","2","50",0.165763876579883
"362","2","50",0.181446733166299
"363","2","50",0.17123834486843
"364","2","50",0.190936692936135
"365","2","50",0.167148384059494
"366","2","50",0.162537116023828
"367","2","50",0.169543727858424
"368","2","50",0.171109391360638
"369","2","50",0.169141027031677
"370","2","50",0.174497659360672
"371","2","50",0.17743873816353
"372","2","50",0.184675319945606
"373","2","50",0.171851151822397
"374","2","50",0.176879909275329
"375","2","50",0.163480487280082
"376","2","50",0.172413663675293
"377","2","50",0.20513512258225
"378","2","50",0.171865583434717
"379","2","50",0.162270283766452
"380","2","50",0.194733516325423
"381","2","50",0.18075938509873
"382","2","50",0.17938237884091
"383","2","50",0.200196608470974
"384","2","50",0.177210987402497
"385","2","50",0.195594288906746
"386","2","50",0.165915186079466
"387","2","50",0.171242356576697
"388","2","50",0.180764619526322
"389","2","50",0.17146081630275
"390","2","50",0.174227872766721
"391","2","50",0.156890644902599
"392","2","50",0.183181167693696
"393","2","50",0.178477758364508
"394","2","50",0.178981048890725
"395","2","50",0.170518477123326
"396","2","50",0.187222814599172
"397","2","50",0.171239220230652
"398","2","50",0.218165149829352
"399","2","50",0.171041849008701
"400","2","50",0.176632589087418
"401","2","50",0.161979059565943
"402","2","50",0.161549223501368
"403","2","50",0.172338207803924
"404","2","50",0.169238326333514
"405","2","50",0.187377917192465
"406","2","50",0.175579285949143
"407","2","50",0.169994148609769
"408","2","50",0.190529807780663
"409","2","50",0.173599441393269
"410","2","50",0.183133298474901
"411","2","50",0.193250501248016
"412","2","50",0.18702962300075
"413","2","50",0.175223726576565
"414","2","50",0.167365478853831
"415","2","50",0.176338555419679
"416","2","50",0.190505592722251
"417","2","50",0.165628168786466
"418","2","50",0.166847314708184
"419","2","50",0.207460216474779
"420","2","50",0.162009262499801
"421","2","50",0.165921102626996
"422","2","50",0.186836615277901
"423","2","50",0.166801128785436
"424","2","50",0.183397082857765
"425","2","50",0.20575990151466
"426","2","50",0.166249141986033
"427","2","50",0.21336294461659
"428","2","50",0.164514465560454
"429","2","50",0.197160369088675
"430","2","50",0.172414635761576
"431","2","50",0.171782301809042
