"simulation","model","N","percentage"
"323","1","50",0.351410846380856
"324","1","50",0.366441341233166
"325","1","50",0.306596066045268
"326","1","50",0.338319845325438
"327","1","50",0.319177134508357
"328","1","50",0.346385208770769
"329","1","50",0.218957756391756
"330","1","50",0.342723015582889
"331","1","50",0.36110281869161
"332","1","50",0.0273524333520606
"333","1","50",0.226028305138786
"334","1","50",0.372331698548342
"335","1","50",0.170875363061105
"336","1","50",0.328283000778146
"337","1","50",0.340361668686565
"338","1","50",0.295081671724994
"339","1","50",0.256779987396708
"340","1","50",0.148536465838004
"341","1","50",0.0420046624084439
"342","1","50",0.390930240470166
"343","1","50",0.203343801407698
"344","1","50",0.265609353342371
"345","1","50",0.310515315750429
"346","1","50",0.316583267685932
"347","1","50",0.207012985603765
"348","1","50",0.233120167580527
"349","1","50",0.270786868277103
"350","1","50",0.387716729496688
"351","1","50",0.237708794427674
"352","1","50",0.219780812702022
"353","1","50",0.358957779510663
"354","1","50",0.314960295564749
"355","1","50",0.0814165594667361
"356","1","50",0.203301732813631
"357","1","50",0.197187172600564
"358","1","50",0.121635115011852
"359","1","50",0.232569925473561
"360","1","50",0.279524909536505
"361","1","50",0.370352949293433
"362","1","50",0.188175431834092
"363","1","50",0.335635921436656
"364","1","50",0.224237752868118
"365","1","50",0.300250074508059
"366","1","50",0.361667803213427
"367","1","50",0.350558009334444
"368","1","50",0.350405649513103
"369","1","50",0.221235630704042
"370","1","50",0.370435076670937
"371","1","50",0.275706426999178
"372","1","50",0.070752615745549
"373","1","50",0.340000105206074
"374","1","50",0.262322706606521
"375","1","50",0.281558726056845
"376","1","50",0.307824580440071
"377","1","50",0.0363246455000288
"378","1","50",0.326671084440544
"379","1","50",0.350734927357201
"380","1","50",0.14991404398373
"381","1","50",0.328106028782411
"382","1","50",0.316209045482689
"383","1","50",0.174919244639383
"384","1","50",0.260777936120089
"385","1","50",0.248122832258983
"386","1","50",0.351084077964065
"387","1","50",0.268148771929728
"388","1","50",0.221402231861122
"389","1","50",0.235316471515953
"390","1","50",0.181144024140441
"391","1","50",0.385108109432912
"392","1","50",0.197596151289869
"393","1","50",0.143519102809867
"394","1","50",0.258011928296422
"395","1","50",0.156708254752846
"396","1","50",0.178694312695691
"397","1","50",0.250878977318902
"398","1","50",0.011108653974107
"399","1","50",0.335335426598819
"400","1","50",0.230854244903769
"401","1","50",0.374749885760087
"402","1","50",0.376140828398627
"403","1","50",0.213169841090496
"404","1","50",0.338080043584901
"405","1","50",0.27944810768279
"406","1","50",0.385045181952536
"407","1","50",0.33681893014877
"408","1","50",0.243518148290273
"409","1","50",0.278922889612185
"410","1","50",0.293057198003522
"411","1","50",0.293692147032824
"412","1","50",0.0190537746743998
"413","1","50",0.31191220791843
"414","1","50",0.293833413513623
"415","1","50",0.336822742150159
"416","1","50",0.227426855089501
"417","1","50",0.383605099128854
"418","1","50",0.326019401166826
"419","1","50",0.0536000482735115
"420","1","50",0.376239670599878
"421","1","50",0.364760171775485
"422","1","50",0.222405096986509
"423","1","50",0.355529654716313
"424","1","50",0.263959259367757
"425","1","50",0.0601137523095242
"426","1","50",0.344991094935778
"427","1","50",0.14242668269145
"428","1","50",0.347096829294738
"429","1","50",0.161121036642276
"430","1","50",0.32806935852295
"431","1","50",0.351105328173024
"432","1","50",0.342300091577374
"433","1","50",0.184024230864759
"434","1","50",0.242555374430811
"435","1","50",0.243981118395579
"436","1","50",0.271287387353808
"437","1","50",0.359957212286233
"438","1","50",0.285576219873433
"439","1","50",0.258638074717088
"440","1","50",0.365818840712387
"441","1","50",0.253623455611923
"442","1","50",0.0606974161176669
"443","1","50",0.0414103354511869
"444","1","50",0.316684214864885
"445","1","50",0.235310978682515
"446","1","50",0.326111898246129
"447","1","50",0.148668096444454
"448","1","50",0.398340804113933
"449","1","50",0.303376331278235
"450","1","50",0.22661166236
"451","1","50",0.36034908900366
"452","1","50",0.146163246403638
"453","1","50",0.374011539840569
"454","1","50",0.363883905206358
"455","1","50",0.341617661277849
"456","1","50",0.096766406652868
"457","1","50",0.101222186695469
"458","1","50",0.0555159201478982
"459","1","50",0.308462680907562
"460","1","50",0.294033049575565
"461","1","50",0.238339954711994
"462","1","50",0.357571464956815
"463","1","50",0.384390170187126
"464","1","50",0.116005194681807
"465","1","50",0.320394038601223
"466","1","50",0.383133901241873
"467","1","50",0.273260406734873
"468","1","50",0.0457849048431489
"469","1","50",0.356263087815984
"470","1","50",0.348356442068762
"471","1","50",0.131509554180812
"472","1","50",0.271264059663436
"473","1","50",0.383500298369089
"474","1","50",0.0572788445806947
"475","1","50",0.310381278138086
"476","1","50",0.274179771470457
"477","1","50",0.285704272823196
"478","1","50",0.292183308359698
"479","1","50",0.362444488635193
"480","1","50",0.380244258498987
"481","1","50",0.352063090573716
"482","1","50",0.32043984788182
"483","1","50",0.342212825623177
"484","1","50",0.361923892087063
"485","1","50",0.222351929344315
"486","1","50",0.367827515800257
"487","1","50",0.240748009981032
"488","1","50",0.0239079723125608
"489","1","50",0.320613424370182
"490","1","50",0.321746629039748
"491","1","50",0.359806109643708
"492","1","50",0.360394005617397
"493","1","50",0.187244553959732
"494","1","50",0.376891753154121
"495","1","50",0.295323325680281
"496","1","50",0.172202489863619
"497","1","50",0.381648360957847
"498","1","50",0.201066164024308
"499","1","50",0.364381417750841
"500","1","50",0.33612380032254
"1","2","50",0.192726009416125
"2","2","50",0.146352692940658
"3","2","50",0.134454430099785
"4","2","50",0.134189558199571
"5","2","50",0.165605514414584
"6","2","50",0.15232209887621
"7","2","50",0.151412501062027
"8","2","50",0.141098961090148
"9","2","50",0.0953632224713978
"10","2","50",0.121586708568266
"11","2","50",0.156921019828521
"12","2","50",0.0926146921845943
"13","2","50",0.203122835638562
"14","2","50",0.134490266520455
"15","2","50",0.120018668945179
"16","2","50",0.121537879311221
"17","2","50",0.170012025036406
"18","2","50",0.18581513416043
"19","2","50",0.12244698415614
"20","2","50",0.0985300126535193
"21","2","50",0.0969373905208464
"22","2","50",0.213672732124762
"23","2","50",0.176610152522697
"24","2","50",0.0736381707055609
"25","2","50",0.141814633528494
"26","2","50",0.284407561403487
"27","2","50",0.324213632289866
"28","2","50",0.184265460987089
"29","2","50",0.116306125992058
"30","2","50",0.147633203250811
"31","2","50",0.282549982455281
"32","2","50",0.134144986238067
"33","2","50",0.0727464766487646
"34","2","50",0.102478371383539
"35","2","50",0.165297892295039
"36","2","50",0.24082756617209
"37","2","50",0.114314839587296
"38","2","50",0.0813546271266946
"39","2","50",0.264520549187172
"40","2","50",0.215145292702171
"41","2","50",0.12923130934145
"42","2","50",0.021316272270827
"43","2","50",0.324020338001511
"44","2","50",0.0654516756490398
"45","2","50",0.173001927327707
"46","2","50",0.0665022703167903
"47","2","50",0.0901429375284674
"48","2","50",0.0635785596209447
"49","2","50",0.226992706510095
"50","2","50",0.226606766601498
"51","2","50",0.200160951019683
"52","2","50",0.154578808616117
"53","2","50",0.0149409848815628
"54","2","50",0.0966225925386011
"55","2","50",0.113867656842682
"56","2","50",0.032589620876197
"57","2","50",0.0338817121484257
"58","2","50",0.129341382112333
"59","2","50",0.150762846350701
"60","2","50",0.0912007900157347
"61","2","50",0.160831868474539
"62","2","50",0.116099049856664
"63","2","50",0.132383107561381
"64","2","50",0.28698116353068
"65","2","50",0.144597316341622
"66","2","50",0.118376596409732
"67","2","50",0.0804994584014039
"68","2","50",0.0433682523614521
"69","2","50",0.11194307549569
"70","2","50",0.150403845186722
"71","2","50",0.141172069284745
"72","2","50",0.168385333702764
"73","2","50",0.111023547569548
"74","2","50",0.193951071855392
"75","2","50",0.125557516468961
"76","2","50",0.15639480414051
"77","2","50",0.0385371578590953
"78","2","50",0.0366107749083983
"79","2","50",0.0960309432652794
"80","2","50",0.112246567494084
"81","2","50",0.0922668617515368
"82","2","50",0.147922095835954
"83","2","50",0.119993248729218
"84","2","50",0.11662778903612
"85","2","50",0.111043460079976
"86","2","50",0.194202146983614
"87","2","50",0.0602523894378661
"88","2","50",0.0409760259804529
"89","2","50",0.129599606678679
"90","2","50",0.185877109851368
"91","2","50",0.243603321366927
"92","2","50",0.0690960694916641
"93","2","50",0.397968561787836
"94","2","50",0.0345520274927737
"95","2","50",0.14137509286795
"96","2","50",0.071817942633227
"97","2","50",0.189908943670875
"98","2","50",0.127375862850588
"99","2","50",0.10835691164231
"100","2","50",0.157554120188101
"101","2","50",0.135106887772043
"102","2","50",0.144454371818883
"103","2","50",0.336814885455387
"104","2","50",0.163966934139684
"105","2","50",0.149672440744246
"106","2","50",0.139273707910882
"107","2","50",0.134638021889608
"108","2","50",0.143980856429758
"109","2","50",0.134731059307207
"110","2","50",0.0911598501442804
"111","2","50",0.136299074925031
"112","2","50",0.0312184775698065
"113","2","50",0.259331994114801
"114","2","50",0.0806606886823576
"115","2","50",0.19399691044557
"116","2","50",0.129373588219667
"117","2","50",0.0619228708293988
"118","2","50",0.148203732326396
"119","2","50",0.288155921819656
"120","2","50",0.130087764501101
"121","2","50",0.260723598669243
"122","2","50",0.0676174497598294
"123","2","50",0.0812225752892294
"124","2","50",0.273820807580509
"125","2","50",0.0910643226330539
"126","2","50",0.212843131468361
"127","2","50",0.0502522611348357
"128","2","50",0.0797433066890875
"129","2","50",0.0719616371338028
"130","2","50",0.139941813318509
"131","2","50",0.255204311393853
"132","2","50",0.193890663846611
"133","2","50",0.135104201447512
"134","2","50",0.139669734656746
"135","2","50",0.0837012179260821
"136","2","50",0.143664551501313
"137","2","50",0.171396906424738
"138","2","50",0.139075791012736
"139","2","50",0.230173189792253
"140","2","50",0.0389983478575549
"141","2","50",0.0684539001528152
"142","2","50",0.0822061962075298
"143","2","50",0.0494957353874173
"144","2","50",0.235964718425998
"145","2","50",0.23432995324617
"146","2","50",0.0950443112546966
"147","2","50",0.225604365604354
"148","2","50",0.126016106052237
"149","2","50",0.132750969644248
"150","2","50",0.1754930568102
"151","2","50",0.137697402217084
"152","2","50",0.151127958334752
"153","2","50",0.153975435397927
"154","2","50",0.0468675994441134
"155","2","50",0.0404690573885442
"156","2","50",0.142636318449015
"157","2","50",0.104012428677236
"158","2","50",0.178735258552341
"159","2","50",0.127650285949862
"160","2","50",0.156494177710353
"161","2","50",0.124419071441296
"162","2","50",0.190333918071957
"163","2","50",0.10312112919656
"164","2","50",0.0579393693153946
"165","2","50",0.104812259317736
"166","2","50",0.143199909576214
"167","2","50",0.0506334857928841
"168","2","50",0.1846009673842
"169","2","50",0.141881577620891
"170","2","50",0.132598387369853
"171","2","50",0.135460933169571
"172","2","50",0.144494740046419
"173","2","50",0.148391337543974
"174","2","50",0.130823559173544
"175","2","50",0.148915732919347
"176","2","50",0.17929089188975
"177","2","50",0.103707162454788
"178","2","50",0.149947862104253
"179","2","50",0.140091427699204
"180","2","50",0.174099799147068
"181","2","50",0.0982381506193891
"182","2","50",0.132642019316206
"183","2","50",0.136938852605621
"184","2","50",0.243927410770234
"185","2","50",0.0944560775828512
"186","2","50",0.161060209118889
"187","2","50",0.0911944899206789
"188","2","50",0.339675324876639
"189","2","50",0.1297132410822
"190","2","50",0.222060297882811
"191","2","50",0.172844269893488
"192","2","50",0.111963722900003
"193","2","50",0.120475711745694
"194","2","50",0.326736117261441
"195","2","50",0.111905228503375
"196","2","50",0.0640737055732928
"197","2","50",0.0465920681213045
"198","2","50",0.139282877564659
"199","2","50",0.131146704054199
"200","2","50",0.135284316341039
"201","2","50",0.120433844175571
"202","2","50",0.0914271212235778
"203","2","50",0.0701178687406508
"204","2","50",0.139099456473485
"205","2","50",0.145807750127546
"206","2","50",0.124503073222775
"207","2","50",0.146116752556089
"208","2","50",0.121941675531835
"209","2","50",0.108183752670076
"210","2","50",0.151212123615194
"211","2","50",0.11460948642757
"212","2","50",0.123524293437404
"213","2","50",0.194367687910606
"214","2","50",0.0280782053718614
"215","2","50",0.114985300747583
"216","2","50",0.0538515434318803
"217","2","50",0.222871623965831
"218","2","50",0.134363283051184
"219","2","50",0.0443778905849097
"220","2","50",0.165162503654905
"221","2","50",0.135706501687005
"222","2","50",0.022601038224085
"223","2","50",0.166275923320169
"224","2","50",0.263856535890659
"225","2","50",0.0228988266740898
"226","2","50",0.100492807942199
"227","2","50",0.192298017599174
"228","2","50",0.109190508699694
"229","2","50",0.449416124543812
"230","2","50",0.121750627874961
"231","2","50",0.134295313856757
"232","2","50",0.225764374754477
"233","2","50",0.168851348421971
"234","2","50",0.141072514416497
"235","2","50",0.117121755724535
"236","2","50",0.110293563476293
"237","2","50",0.135453346397434
"238","2","50",0.1345077806916
"239","2","50",0.146565504617402
"240","2","50",0.159840222719923
"241","2","50",0.099273089493133
"242","2","50",0.0706975736823456
"243","2","50",0.134039142336445
"244","2","50",0.129514255620631
"245","2","50",0.12863949832902
"246","2","50",0.178991597799
"247","2","50",0.300499441680835
"248","2","50",0.180963869754158
"249","2","50",0.16685273566002
"250","2","50",0.142812678906974
"251","2","50",0.124707440666514
"252","2","50",0.127817051168864
"253","2","50",0.140295151408185
"254","2","50",0.0689453015586882
"255","2","50",0.139185148988152
"256","2","50",0.19930082185813
"257","2","50",0.108437176266506
"258","2","50",0.142721987575915
"259","2","50",0.414184576722472
"260","2","50",0.0922566993330234
"261","2","50",0.172826284170723
"262","2","50",0.134665810293127
"263","2","50",0.0414402310327958
"264","2","50",0.0966307168744291
"265","2","50",0.142023565258932
"266","2","50",0.403150043868279
"267","2","50",0.124813569064978
"268","2","50",0.0877394476102468
"269","2","50",0.102891502844506
"270","2","50",0.248049665172539
"271","2","50",0.0309747119700347
"272","2","50",0.0682383085985724
"273","2","50",0.114241001760461
"274","2","50",0.00507748224337867
"275","2","50",0.113280483324394
"276","2","50",0.171603970487286
"277","2","50",0.144296761247177
"278","2","50",0.181190783730232
"279","2","50",0.139777497459222
"280","2","50",0.139590637920696
"281","2","50",0.13788575942437
"282","2","50",0.128472413265096
"283","2","50",0.140942126109679
"284","2","50",0.2154648774602
"285","2","50",0.137555561538835
"286","2","50",0.0994407351859283
"287","2","50",0.138812709876166
"288","2","50",0.0816147863428018
"289","2","50",0.29076288066087
"290","2","50",0.142684786708342
"291","2","50",0.137673541055593
"292","2","50",0.138604756778766
"293","2","50",0.262803280857603
"294","2","50",0.164806498845955
"295","2","50",0.13775939278903
"296","2","50",0.0782358183581213
"297","2","50",0.127053714072093
"298","2","50",0.147006974325701
"299","2","50",0.0505004189932812
"300","2","50",0.130026591376371
"301","2","50",0.213143485242281
"302","2","50",0.116451594176783
"303","2","50",0.150390475004578
"304","2","50",0.0292106096218862
"305","2","50",0.100317705911484
"306","2","50",0.0851546501042167
"307","2","50",0.252195517009455
"308","2","50",0.0340841736372947
"309","2","50",0.135259412851543
"310","2","50",0.157726805805495
"311","2","50",0.155749488653091
"312","2","50",0.170887337175008
"313","2","50",0.149398391924668
"314","2","50",0.261958906869882
"315","2","50",0.122264041786135
"316","2","50",0.108602606177318
"317","2","50",0.0543113445429887
"318","2","50",0.13815284104972
"319","2","50",0.143927348671662
"320","2","50",0.103190413665319
"321","2","50",0.124160473375958
"322","2","50",0.129319331443598
"323","2","50",0.148077893682451
"324","2","50",0.143832563274301
"325","2","50",0.197047257045519
"326","2","50",0.132532485790188
"327","2","50",0.173271395852231
"328","2","50",0.139568095528202
"329","2","50",0.0803258794948845
"330","2","50",0.156849591614726
"331","2","50",0.136891585287953
"332","2","50",0.0245062110264959
"333","2","50",0.131182195769367
"334","2","50",0.144592098108383
"335","2","50",0.0635885502279836
"336","2","50",0.133955891843966
"337","2","50",0.128640720175312
"338","2","50",0.117173726729323
"339","2","50",0.10108586107095
"340","2","50",0.268652968360657
"341","2","50",0.0305997251452617
"342","2","50",0.144273493989228
"343","2","50",0.214849562245735
"344","2","50",0.129284186676223
"345","2","50",0.120906768385561
"346","2","50",0.145148050620529
"347","2","50",0.200981968495938
"348","2","50",0.14441700113971
"349","2","50",0.111993481057914
"350","2","50",0.140977273066689
"351","2","50",0.125412914863943
"352","2","50",0.0879811164373918
"353","2","50",0.139479819139129
"354","2","50",0.120367838673693
"355","2","50",0.0386815592237057
"356","2","50",0.0808676445361798
"357","2","50",0.0737835985030307
"358","2","50",0.0570013882150503
"359","2","50",0.225092056492775
"360","2","50",0.163582231851365
"361","2","50",0.142157173070386
"362","2","50",0.0753269693177407
"363","2","50",0.130170356728964
"364","2","50",0.194073737055193
"365","2","50",0.124044856219793
"366","2","50",0.133068241908705
"367","2","50",0.130996518439965
"368","2","50",0.154034202975886
"369","2","50",0.0876436964825493
"370","2","50",0.146959635739844
"371","2","50",0.184602255964396
"372","2","50",0.0351074939223491
"373","2","50",0.136287317436228
"374","2","50",0.103672321479743
"375","2","50",0.137413329256106
"376","2","50",0.144490773840886
"377","2","50",0.0218819927699394
"378","2","50",0.139095650899487
"379","2","50",0.134182336558057
"380","2","50",0.269155028903587
"381","2","50",0.17159240900726
"382","2","50",0.174259603541442
"383","2","50",0.102284493414082
"384","2","50",0.119249917298955
"385","2","50",0.278817415188438
"386","2","50",0.136963581974863
"387","2","50",0.106583366807403
"388","2","50",0.152225312974561
"389","2","50",0.105059783387412
"390","2","50",0.0691773222990996
"391","2","50",0.133477122922768
"392","2","50",0.209088405391816
"393","2","50",0.107740200127995
"394","2","50",0.0913514763723
"395","2","50",0.0597884249159136
"396","2","50",0.151929352006818
"397","2","50",0.0938224056262496
"398","2","50",0.00508793501243189
"399","2","50",0.131800063968128
"400","2","50",0.0895237189983781
"401","2","50",0.134820735402826
"402","2","50",0.135532443959093
"403","2","50",0.082379123187865
"404","2","50",0.172874297177867
"405","2","50",0.205073586387739
"406","2","50",0.15458448487314
"407","2","50",0.133751609593156
"408","2","50",0.227140288251589
"409","2","50",0.108105134080428
"410","2","50",0.17508816109464
"411","2","50",0.202248317323616
"412","2","50",0.00734373678549055
"413","2","50",0.151719490336805
"414","2","50",0.0973652434881527
"415","2","50",0.133836502609083
"416","2","50",0.153413274544583
"417","2","50",0.144133839670456
"418","2","50",0.127311276395168
"419","2","50",0.177706218245471
"420","2","50",0.13831883626857
"421","2","50",0.130600769731536
"422","2","50",0.227054429868039
