"simulation","model","N","percentage"
"133","1","50",0.548568584769354
"134","1","50",0.469239941617747
"135","1","50",0
"136","1","50",0.406289012708912
"137","1","50",0.565017467549223
"138","1","50",0
"139","1","50",0.551934694600415
"140","1","50",0
"141","1","50",0
"142","1","50",0
"143","1","50",0
"144","1","50",0
"145","1","50",0.57740113087066
"146","1","50",0
"147","1","50",0.557012335318366
"148","1","50",0.487310244511208
"149","1","50",0.513258899721659
"150","1","50",0
"151","1","50",0.497453829302402
"152","1","50",0.437065091607251
"153","1","50",0.473670632256534
"154","1","50",0
"155","1","50",0
"156","1","50",0
"157","1","50",0.460574820877016
"158","1","50",0.562361391776294
"159","1","50",0.528489752813319
"160","1","50",0
"161","1","50",0
"162","1","50",0
"163","1","50",0
"164","1","50",0
"165","1","50",0
"166","1","50",0.507846097439664
"167","1","50",0.512033629926778
"168","1","50",0.499083547064588
"169","1","50",0.448891451665207
"170","1","50",0.462094577789039
"171","1","50",0.484391366717016
"172","1","50",0.526309583862772
"173","1","50",0.464741325968819
"174","1","50",0.471083126410811
"175","1","50",0
"176","1","50",0.559233284932807
"177","1","50",0
"178","1","50",0
"179","1","50",0
"180","1","50",0
"181","1","50",0
"182","1","50",0
"183","1","50",0.497911424423585
"184","1","50",0
"185","1","50",0.438625386399733
"186","1","50",0.570082968497031
"187","1","50",0
"188","1","50",0
"189","1","50",0
"190","1","50",0
"191","1","50",0.547318382599788
"192","1","50",0
"193","1","50",0
"194","1","50",0.542119685253073
"195","1","50",0
"196","1","50",0.509607853864318
"197","1","50",0
"198","1","50",0.531512998792399
"199","1","50",0.491525278074855
"200","1","50",0.526506619498384
"201","1","50",0.505150603094044
"202","1","50",0
"203","1","50",0
"204","1","50",0.426557566655422
"205","1","50",0.562347286807442
"206","1","50",0.549098442036618
"207","1","50",0
"208","1","50",0.4446133628009
"209","1","50",0.545897408402417
"210","1","50",0
"211","1","50",0
"212","1","50",0.411551440196679
"213","1","50",0
"214","1","50",0
"215","1","50",0.38465323234963
"216","1","50",0
"217","1","50",0.526368303400916
"218","1","50",0
"219","1","50",0
"220","1","50",0
"221","1","50",0.425205954654001
"222","1","50",0
"223","1","50",0.515571416198373
"224","1","50",0.459090014316292
"225","1","50",0
"226","1","50",0
"227","1","50",0
"228","1","50",0.514594779135522
"229","1","50",0
"230","1","50",0
"231","1","50",0.481520119273196
"232","1","50",0.569449293208856
"233","1","50",0.519608822544033
"234","1","50",0.527248108950466
"235","1","50",0.532051507561802
"236","1","50",0
"237","1","50",0.470908490257792
"238","1","50",0.439851272061307
"239","1","50",0.459351818106383
"240","1","50",0
"241","1","50",0
"242","1","50",0
"243","1","50",0.507660759146478
"244","1","50",0.515997019658093
"245","1","50",0.554553015454184
"246","1","50",0
"247","1","50",0
"248","1","50",0
"249","1","50",0.501950201281743
"250","1","50",0.564840625207469
"251","1","50",0.521553292581304
"252","1","50",0
"253","1","50",0
"254","1","50",0
"255","1","50",0.46877374018879
"256","1","50",0
"257","1","50",0
"258","1","50",0
"259","1","50",0
"260","1","50",0
"261","1","50",0
"262","1","50",0
"263","1","50",0
"264","1","50",0.529700086264571
"265","1","50",0.548529361567157
"266","1","50",0
"267","1","50",0.511616369878094
"268","1","50",0
"269","1","50",0
"270","1","50",0.502222595649446
"271","1","50",0
"272","1","50",0
"273","1","50",0.439520239107253
"274","1","50",0
"275","1","50",0
"276","1","50",0
"277","1","50",0
"278","1","50",0
"279","1","50",0.49936615091311
"280","1","50",0.478292656355275
"281","1","50",0
"282","1","50",0.430651716681092
"283","1","50",0.412897915533831
"284","1","50",0
"285","1","50",0
"286","1","50",0.464549543166081
"287","1","50",0.432528054110398
"288","1","50",0
"289","1","50",0
"290","1","50",0.536204917062273
"291","1","50",0.482940380036004
"292","1","50",0.480778634404306
"293","1","50",0.564984849086361
"294","1","50",0.568780402999182
"295","1","50",0.49160731001163
"296","1","50",0
"297","1","50",0
"298","1","50",0
"299","1","50",0.488651442324614
"300","1","50",0.563817746216998
"301","1","50",0
"302","1","50",0
"303","1","50",0.444844221981856
"304","1","50",0
"305","1","50",0.522268476351859
"306","1","50",0.434770639552069
"307","1","50",0.486486440753818
"308","1","50",0
"309","1","50",0.492464393871151
"310","1","50",0
"311","1","50",0.535917729135026
"312","1","50",0.569042268547746
"313","1","50",0
"314","1","50",0.562846997701037
"315","1","50",0.471355855300401
"316","1","50",0
"317","1","50",0
"318","1","50",0
"319","1","50",0.54515069417131
"320","1","50",0
"321","1","50",0.428483778267527
"322","1","50",0
"323","1","50",0.569489275657249
"324","1","50",0
"325","1","50",0.489746598388769
"326","1","50",0.45376342127084
"327","1","50",0.506165381782499
"328","1","50",0.513450212768453
"329","1","50",0.403998951738406
"330","1","50",0
"331","1","50",0.478535075585743
"332","1","50",0
"333","1","50",0
"334","1","50",0
"335","1","50",0
"336","1","50",0.526637829242833
"337","1","50",0.446780826936175
"338","1","50",0.496682636670028
"339","1","50",0.557206440430032
"340","1","50",0
"341","1","50",0
"342","1","50",0.467002384258285
"343","1","50",0.481035224056295
"344","1","50",0
"345","1","50",0.565580627850895
"346","1","50",0.5673356165225
"347","1","50",0.42911268032694
"348","1","50",0
"349","1","50",0.568929295212013
"350","1","50",0.574643378139141
"351","1","50",0.542603530103182
"352","1","50",0.500102893119634
"353","1","50",0.489173466088209
"354","1","50",0
"355","1","50",0
"356","1","50",0.475934083130658
"357","1","50",0.528601836148729
"358","1","50",0
"359","1","50",0.425800893065128
"360","1","50",0
"361","1","50",0.532497708892039
"362","1","50",0
"363","1","50",0.437812054890339
"364","1","50",0
"365","1","50",0
"366","1","50",0.539735130991402
"367","1","50",0.509113145648307
"368","1","50",0
"369","1","50",0
"370","1","50",0.498587079289295
"371","1","50",0.49390995931564
"372","1","50",0
"373","1","50",0.480797390980873
"374","1","50",0
"375","1","50",0.568226059497228
"376","1","50",0.482386002080909
"377","1","50",0
"378","1","50",0
"379","1","50",0.464896261769374
"380","1","50",0
"381","1","50",0
"382","1","50",0.550417674546427
"383","1","50",0
"384","1","50",0.542170680610662
"385","1","50",0.56986796366871
"386","1","50",0.443071443433551
"387","1","50",0
"388","1","50",0.550765707996539
"389","1","50",0
"390","1","50",0.484223351476389
"391","1","50",0.512783851814027
"392","1","50",0.402695655413671
"393","1","50",0
"394","1","50",0
"395","1","50",0.452469089537501
"396","1","50",0.475676868887653
"397","1","50",0
"398","1","50",0
"399","1","50",0
"400","1","50",0
"401","1","50",0.533010585217097
"402","1","50",0.494209563601289
"403","1","50",0
"404","1","50",0
"405","1","50",0
"406","1","50",0.506348810616982
"407","1","50",0.448862716419957
"408","1","50",0.56700752102849
"409","1","50",0
"410","1","50",0
"411","1","50",0
"412","1","50",0
"413","1","50",0
"414","1","50",0.517075957429107
"415","1","50",0
"416","1","50",0
"417","1","50",0
"418","1","50",0
"419","1","50",0
"420","1","50",0.431805287547245
"421","1","50",0.39905160859491
"422","1","50",0
"423","1","50",0.55393083640945
"424","1","50",0.57718481048354
"425","1","50",0
"426","1","50",0
"427","1","50",0.411431455534552
"428","1","50",0.481507670895067
"429","1","50",0
"430","1","50",0.507179894495351
"431","1","50",0.55217082239796
"432","1","50",0.430768072739404
"433","1","50",0.499630840340849
"434","1","50",0.564071256480291
"435","1","50",0
"436","1","50",0.568154521698506
"437","1","50",0.428540937110602
"438","1","50",0.541875706031167
"439","1","50",0
"440","1","50",0.518154065440702
"441","1","50",0.555933442940494
"442","1","50",0
"443","1","50",0
"444","1","50",0.476122177351984
"445","1","50",0
"446","1","50",0
"447","1","50",0.499096690988771
"448","1","50",0.534541180903946
"449","1","50",0
"450","1","50",0
"451","1","50",0.496079716622108
"452","1","50",0
"453","1","50",0.477839458006018
"454","1","50",0.541526828014326
"455","1","50",0
"456","1","50",0
"457","1","50",0
"458","1","50",0
"459","1","50",0.505863187232307
"460","1","50",0.572426653257503
"461","1","50",0.559813542420994
"462","1","50",0
"463","1","50",0.479505229134826
"464","1","50",0
"465","1","50",0.466079396290827
"466","1","50",0.507449434181549
"467","1","50",0.552116464171529
"468","1","50",0
"469","1","50",0.495613169294772
"470","1","50",0.546894263286926
"471","1","50",0
"472","1","50",0
"473","1","50",0.454537392425982
"474","1","50",0
"475","1","50",0
"476","1","50",0
"477","1","50",0.466928618765417
"478","1","50",0.54976866300355
"479","1","50",0.493796544302426
"480","1","50",0
"481","1","50",0.484148822269451
"482","1","50",0
"483","1","50",0
"484","1","50",0
"485","1","50",0
"486","1","50",0.444290113923907
"487","1","50",0
"488","1","50",0
"489","1","50",0
"490","1","50",0.464856659967867
"491","1","50",0.377484913718953
"492","1","50",0.524998177810787
"493","1","50",0
"494","1","50",0.538418286594486
"495","1","50",0.518706299390872
"496","1","50",0.439585063800467
"497","1","50",0.540330101999286
"498","1","50",0
"499","1","50",0.521217600360439
"500","1","50",0
"1","2","50",0.110888086439581
"2","2","50",0
"3","2","50",0.123782048157326
"4","2","50",0.544681837658826
"5","2","50",0.103045424009952
"6","2","50",0.609220256279626
"7","2","50",0
"8","2","50",0.0943643891113182
"9","2","50",0.137004434716659
"10","2","50",0
"11","2","50",0.623515664759689
"12","2","50",0.135678416087719
"13","2","50",0.102493813260696
"14","2","50",0.139309758897648
"15","2","50",0
"16","2","50",0.184470063082248
"17","2","50",0.110993483046985
"18","2","50",0.669569190079976
"19","2","50",0.114671653352153
"20","2","50",0.629733121341839
"21","2","50",0
"22","2","50",0
"23","2","50",0.108126957305175
"24","2","50",0
"25","2","50",0.151978895003642
"26","2","50",0.688601194475378
"27","2","50",0.632747467804001
"28","2","50",0.100276643152348
"29","2","50",0
"30","2","50",0
"31","2","50",0.120931264612017
"32","2","50",0.624021122731689
"33","2","50",0
"34","2","50",0.102673914485863
"35","2","50",0.657788285927391
"36","2","50",0.681453347556304
"37","2","50",0.132515646470346
"38","2","50",0
"39","2","50",0.56263474599306
"40","2","50",0.101752573881358
"41","2","50",0.140756446570017
"42","2","50",0
"43","2","50",0.139773300894593
"44","2","50",0.110433538112186
"45","2","50",0.694026816962325
"46","2","50",0
"47","2","50",0
"48","2","50",0
"49","2","50",0.127386091633538
"50","2","50",0
"51","2","50",0.632733079866543
"52","2","50",0
"53","2","50",0
"54","2","50",0
"55","2","50",0.147817071732855
"56","2","50",0
"57","2","50",0
"58","2","50",0
"59","2","50",0.67866600586653
"60","2","50",0.195078098313478
"61","2","50",0.203391152638985
"62","2","50",0.117664552515041
"63","2","50",0.0904742158600644
"64","2","50",0.659701681556633
"65","2","50",0.110590207811931
"66","2","50",0
"67","2","50",0.164071725759081
"68","2","50",0.0934832990107504
"69","2","50",0
"70","2","50",0.120530722509183
"71","2","50",0.143821824134083
"72","2","50",0.696253279249847
"73","2","50",0
"74","2","50",0.0932335151135332
"75","2","50",0.107396532882205
"76","2","50",0.594139220417277
"77","2","50",0
"78","2","50",0
"79","2","50",0.173171736979839
"80","2","50",0.104567010448044
"81","2","50",0
"82","2","50",0.20196044027748
"83","2","50",0
"84","2","50",0.0948967318605332
"85","2","50",0
"86","2","50",0
"87","2","50",0
"88","2","50",0
"89","2","50",0.654436769604762
"90","2","50",0.59489440807522
"91","2","50",0.112280445133371
"92","2","50",0.195791407526416
"93","2","50",0.1735814848236
"94","2","50",0
"95","2","50",0
"96","2","50",0.105735025336589
"97","2","50",0.112533350452437
"98","2","50",0
"99","2","50",0.13268025350122
"100","2","50",0
"101","2","50",0.147001810064105
"102","2","50",0.114618462340779
"103","2","50",0.156921173172329
"104","2","50",0.586346637619333
"105","2","50",0.0858370772957487
"106","2","50",0.115756847963839
"107","2","50",0.149928559858164
"108","2","50",0.135940771835981
"109","2","50",0
"110","2","50",0
"111","2","50",0
"112","2","50",0.127877892446728
"113","2","50",0.14447275762964
"114","2","50",0
"115","2","50",0.112492190747247
"116","2","50",0.209744820051244
"117","2","50",0.09520438983431
"118","2","50",0.133856793139933
"119","2","50",0.11313286861062
"120","2","50",0.129886193317906
"121","2","50",0.154220315263907
"122","2","50",0.159045307504524
"123","2","50",0
"124","2","50",0.108218098481882
"125","2","50",0
"126","2","50",0.64146954891548
"127","2","50",0
"128","2","50",0
"129","2","50",0
"130","2","50",0.181375023546695
"131","2","50",0.60038785215495
"132","2","50",0.10770258319897
"133","2","50",0.101718964947247
"134","2","50",0.163009550491398
"135","2","50",0
"136","2","50",0.177866011026507
"137","2","50",0.108586435315804
"138","2","50",0.549155335775729
"139","2","50",0.120461658002519
"140","2","50",0
"141","2","50",0
"142","2","50",0
"143","2","50",0
"144","2","50",0.642309541057711
"145","2","50",0.122641134209047
"146","2","50",0
"147","2","50",0.111891815662144
"148","2","50",0.0925929791452696
"149","2","50",0.112210627106156
"150","2","50",0.704834342686047
"151","2","50",0.153818175627373
"152","2","50",0.200612449027295
"153","2","50",0.0960469953977131
"154","2","50",0
"155","2","50",0
"156","2","50",0.670231445706064
"157","2","50",0.145991466440588
"158","2","50",0.112986592859761
"159","2","50",0.136742181228491
"160","2","50",0.626699157093671
"161","2","50",0
"162","2","50",0.669125482851768
"163","2","50",0
"164","2","50",0
"165","2","50",0
"166","2","50",0.1044393358518
"167","2","50",0.126171991940951
"168","2","50",0.0988924753090698
"169","2","50",0.145203104326591
"170","2","50",0.198328483301556
"171","2","50",0.130831096562733
"172","2","50",0.110569477120897
"173","2","50",0.205492910714061
"174","2","50",0.157976105024701
"175","2","50",0
"176","2","50",0.105871047946545
"177","2","50",0
"178","2","50",0
"179","2","50",0
"180","2","50",0
"181","2","50",0.597602532322499
"182","2","50",0
"183","2","50",0.112676397878297
"184","2","50",0.565707112154256
"185","2","50",0.135169394162644
"186","2","50",0.114332570430052
"187","2","50",0
"188","2","50",0.689400363596937
"189","2","50",0
"190","2","50",0.544955982561952
"191","2","50",0.108443458889583
"192","2","50",0
"193","2","50",0.657252396482196
"194","2","50",0.130067676925539
"195","2","50",0
"196","2","50",0.108173911533826
"197","2","50",0
"198","2","50",0.152136005913908
"199","2","50",0.179114858290948
"200","2","50",0.146148288057841
"201","2","50",0.164294540719228
"202","2","50",0
"203","2","50",0
"204","2","50",0.136998900333762
"205","2","50",0.115550001417515
"206","2","50",0.12871080209759
"207","2","50",0.689445304646189
"208","2","50",0.218700719404706
"209","2","50",0.112730133896424
"210","2","50",0
"211","2","50",0
"212","2","50",0.095271274220765
"213","2","50",0.685950768119197
"214","2","50",0
"215","2","50",0.152042930352875
"216","2","50",0
"217","2","50",0.123076079004
"218","2","50",0
"219","2","50",0
"220","2","50",0
"221","2","50",0.174179592742999
"222","2","50",0
"223","2","50",0.103262454084615
"224","2","50",0.134708007144136
"225","2","50",0
"226","2","50",0
"227","2","50",0.685033322026538
"228","2","50",0.124260074906829
"229","2","50",0.630799320358795
"230","2","50",0
"231","2","50",0.170235784640721
"232","2","50",0.120631911840204
"233","2","50",0.104903265496969
"234","2","50",0.146697963657115
"235","2","50",0.145751947837866
"236","2","50",0.631665586307941
"237","2","50",0.187353430552384
"238","2","50",0.143099109132008
"239","2","50",0.188081542733907
"240","2","50",0
"241","2","50",0
"242","2","50",0
"243","2","50",0.143508542618534
"244","2","50",0.135092973798026
"245","2","50",0.133723897142537
"246","2","50",0.56267287283001
"247","2","50",0.66632215051447
"248","2","50",0.656537654028102
"249","2","50",0.0975034238044587
"250","2","50",0.128395050258866
"251","2","50",0.136227974211718
"252","2","50",0.660189143656775
"253","2","50",0.602745255564218
"254","2","50",0
"255","2","50",0.198427321568949
"256","2","50",0.588967765297569
"257","2","50",0
"258","2","50",0
"259","2","50",0.651497201042417
"260","2","50",0
"261","2","50",0
"262","2","50",0
"263","2","50",0
"264","2","50",0.125896990260738
"265","2","50",0.125795142548939
"266","2","50",0.663983347678167
"267","2","50",0.124969341105876
"268","2","50",0
"269","2","50",0
"270","2","50",0.115436524301331
"271","2","50",0
"272","2","50",0
"273","2","50",0.150238099528416
"274","2","50",0
"275","2","50",0
"276","2","50",0.567275416036238
"277","2","50",0.668914005396815
"278","2","50",0.664738647254138
"279","2","50",0.100567914070527
"280","2","50",0.145421195952359
"281","2","50",0.682375526308755
"282","2","50",0.136079202911681
"283","2","50",0.17434751798899
"284","2","50",0.646800269882442
"285","2","50",0
"286","2","50",0.126544115450995
"287","2","50",0.109181446148526
"288","2","50",0
"289","2","50",0.640440430975885
"290","2","50",0.121268418980993
"291","2","50",0.122913334995931
"292","2","50",0.189986066880322
"293","2","50",0.122958843723099
"294","2","50",0.111820690381183
"295","2","50",0.192989803416781
"296","2","50",0
"297","2","50",0
"298","2","50",0.68726545786517
"299","2","50",0.100645559245845
"300","2","50",0.123147265493597
"301","2","50",0.677079078971924
"302","2","50",0
"303","2","50",0.19394381405671
"304","2","50",0
"305","2","50",0.128252880566
"306","2","50",0.0861241904556505
"307","2","50",0.105024968217463
"308","2","50",0
"309","2","50",0.126509198030369
"310","2","50",0.58913804518634
"311","2","50",0.0998094549025433
"312","2","50",0.116752611086197
"313","2","50",0.586092943460076
"314","2","50",0.112630348167526
"315","2","50",0.12430181309738
"316","2","50",0
"317","2","50",0
"318","2","50",0
"319","2","50",0.135914275041541
"320","2","50",0
"321","2","50",0.0914760665699948
"322","2","50",0.685947418316582
"323","2","50",0.122567818764476
"324","2","50",0
"325","2","50",0.101229474012838
"326","2","50",0.164156610750125
"327","2","50",0.113909142416198
"328","2","50",0.162647653256819
"329","2","50",0.193755306897983
"330","2","50",0.632326227036712
"331","2","50",0.151971669140693
"332","2","50",0
"333","2","50",0.648040287497735
"334","2","50",0.625303471149934
"335","2","50",0
"336","2","50",0.108279048903355
"337","2","50",0.112637809483729
"338","2","50",0.106341340278347
"339","2","50",0.12546110495168
"340","2","50",0.595159400371181
"341","2","50",0
"342","2","50",0.125882531903871
"343","2","50",0.0914684220295561
"344","2","50",0
"345","2","50",0.123411969477375
"346","2","50",0.118079234057051
"347","2","50",0.112720125846459
"348","2","50",0.535434933390656
"349","2","50",0.116207604661814
"350","2","50",0.125997384270309
"351","2","50",0.105629330706391
"352","2","50",0.14626504610285
"353","2","50",0.165724579694539
"354","2","50",0.625615486269162
"355","2","50",0
"356","2","50",0.0991173688465539
"357","2","50",0.122432460711688
"358","2","50",0
"359","2","50",0.0883090641376545
"360","2","50",0
"361","2","50",0.131504381577032
"362","2","50",0
"363","2","50",0.129024648328341
"364","2","50",0.686412972531523
"365","2","50",0.680331437232091
"366","2","50",0.137451604534357
"367","2","50",0.170265014231973
"368","2","50",0.689925929726724
"369","2","50",0
"370","2","50",0.135516634419827
"371","2","50",0.093716197782227
"372","2","50",0
"373","2","50",0.143404901606746
"374","2","50",0
"375","2","50",0.109976715838702
"376","2","50",0.0928469023776308
"377","2","50",0
"378","2","50",0
"379","2","50",0.19761528776357
"380","2","50",0.694842131110795
"381","2","50",0.651117317665956
"382","2","50",0.117883826022265
"383","2","50",0
"384","2","50",0.108595695590165
"385","2","50",0.125348054850706
"386","2","50",0.130917642230383
"387","2","50",0
"388","2","50",0.108530762372857
"389","2","50",0
"390","2","50",0.106594142394704
"391","2","50",0.137265707913005
"392","2","50",0.0909567854963244
"393","2","50",0
"394","2","50",0
"395","2","50",0.137682155991096
"396","2","50",0.0989081170487505
"397","2","50",0
"398","2","50",0
"399","2","50",0
"400","2","50",0
"401","2","50",0.12749811349779
"402","2","50",0.128090071179326
"403","2","50",0
"404","2","50",0.654567688005857
"405","2","50",0.643503155064285
"406","2","50",0.117621108470425
"407","2","50",0.131048493474106
"408","2","50",0.119521085966274
"409","2","50",0
"410","2","50",0.702692441298243
"411","2","50",0.641972079247469
"412","2","50",0
"413","2","50",0
"414","2","50",0.138320014469339
"415","2","50",0
"416","2","50",0.538492882473339
"417","2","50",0.6483479819079
"418","2","50",0.663296128344914
"419","2","50",0
"420","2","50",0.148851159749819
"421","2","50",0.138780642407616
"422","2","50",0.67529465471041
"423","2","50",0.128557361782814
"424","2","50",0.115889983021388
"425","2","50",0
"426","2","50",0
"427","2","50",0.0918156293564329
"428","2","50",0.130955431488455
"429","2","50",0.562638607467243
"430","2","50",0.120124846170624
"431","2","50",0.11640617711875
"432","2","50",0.146224773342933
"433","2","50",0.117711068473912
"434","2","50",0.12115266274179
"435","2","50",0
"436","2","50",0.109790390019828
"437","2","50",0.195412387859151
"438","2","50",0.108372090540837
"439","2","50",0.677131755709295
"440","2","50",0.112567727465099
"441","2","50",0.119953061858687
"442","2","50",0
"443","2","50",0
"444","2","50",0.19666186632727
"445","2","50",0
"446","2","50",0
"447","2","50",0.102285117936845
"448","2","50",0.131744012216437
"449","2","50",0
"450","2","50",0
"451","2","50",0.110452823565284
"452","2","50",0
"453","2","50",0.146409794778585
"454","2","50",0.100340413146228
"455","2","50",0.650416496880889
"456","2","50",0
"457","2","50",0.612862112097048
"458","2","50",0.59859578060587
"459","2","50",0.0981701687993995
"460","2","50",0.118062030688291
"461","2","50",0.104072869581841
"462","2","50",0
"463","2","50",0.203025613780818
"464","2","50",0
"465","2","50",0.189900264465852
"466","2","50",0.124231888554137
"467","2","50",0.118408824224666
"468","2","50",0
"469","2","50",0.185947255984138
"470","2","50",0.120610454246442
"471","2","50",0.550570017076281
"472","2","50",0.626487142792029
"473","2","50",0.131819748007072
"474","2","50",0
"475","2","50",0
"476","2","50",0.653840857107691
"477","2","50",0.0977215231903088
"478","2","50",0.113306036951396
"479","2","50",0.145792892870279
"480","2","50",0
"481","2","50",0.104122155699013
"482","2","50",0
"483","2","50",0.666392651460427
"484","2","50",0
"485","2","50",0.652847127440014
"486","2","50",0.150929416922635
"487","2","50",0.631523191041324
"488","2","50",0
"489","2","50",0
"490","2","50",0.207673165367886
"491","2","50",0.179324228934205
"492","2","50",0.155091094987539
"493","2","50",0.6381638804655
"494","2","50",0.121250036362161
"495","2","50",0.100556271461405
"496","2","50",0.120137546765627
"497","2","50",0.118379638420031
"498","2","50",0.659689207578608
"499","2","50",0.15707376945242
"500","2","50",0
"1","3","50",0.120684422547247
"2","3","50",0
"3","3","50",0.0949064219762579
"4","3","50",0
"5","3","50",0.141956146334642
"6","3","50",0
"7","3","50",0
"8","3","50",0.174140644085491
"9","3","50",0.167811045806609
"10","3","50",0
"11","3","50",0
"12","3","50",0.112419374654545
"13","3","50",0.144584080587539
"14","3","50",0.10266050005174
"15","3","50",0
"16","3","50",0.134635706095876
"17","3","50",0.121751751958199
"18","3","50",0
"19","3","50",0.113086904868973
"20","3","50",0
"21","3","50",0
"22","3","50",0
"23","3","50",0.118214955186419
"24","3","50",0
"25","3","50",0.104036527510205
"26","3","50",0
"27","3","50",0
"28","3","50",0.105181212761671
"29","3","50",0
"30","3","50",0
"31","3","50",0.113540522123951
"32","3","50",0
"33","3","50",0
"34","3","50",0.137174560572214
"35","3","50",0
"36","3","50",0
"37","3","50",0.114767935542665
"38","3","50",0
"39","3","50",0
"40","3","50",0.150935603895172
"41","3","50",0.0928468186839766
"42","3","50",0
"43","3","50",0.116623255544216
"44","3","50",0.109615273292309
"45","3","50",0
"46","3","50",0
"47","3","50",0
"48","3","50",0
"49","3","50",0.206906523218338
"50","3","50",0.682742640906821
"51","3","50",0
"52","3","50",0
"53","3","50",0
"54","3","50",0
"55","3","50",0.121201486194823
"56","3","50",0.620020808703886
"57","3","50",0
"58","3","50",0
"59","3","50",0
"60","3","50",0.132623826442873
"61","3","50",0.093165694183029
"62","3","50",0.122976810016148
"63","3","50",0.108543227668769
"64","3","50",0
"65","3","50",0.110142032793504
"66","3","50",0
"67","3","50",0.104561490781142
"68","3","50",0.112433851704723
"69","3","50",0
"70","3","50",0.113525456375917
"71","3","50",0.104628143543344
"72","3","50",0
"73","3","50",0
"74","3","50",0.134238653302756
"75","3","50",0.122603769758826
"76","3","50",0
"77","3","50",0
"78","3","50",0
"79","3","50",0.124422323848707
"80","3","50",0.190085790769946
"81","3","50",0.620032805817271
"82","3","50",0.0923896577018237
"83","3","50",0
"84","3","50",0.123468269707376
"85","3","50",0
"86","3","50",0
"87","3","50",0
"88","3","50",0
"89","3","50",0
"90","3","50",0
"91","3","50",0.114779009116253
"92","3","50",0.128712412348312
"93","3","50",0.149160513392361
"94","3","50",0
"95","3","50",0
"96","3","50",0.106883287308792
"97","3","50",0.116636399293636
"98","3","50",0
"99","3","50",0.140303261761297
"100","3","50",0.656347060686151
"101","3","50",0.0956259250846438
"102","3","50",0.116408865838268
"103","3","50",0.122641624941644
"104","3","50",0
"105","3","50",0.184209606432052
"106","3","50",0.139448530892048
"107","3","50",0.0985389044742941
"108","3","50",0.105501988969982
"109","3","50",0
"110","3","50",0
"111","3","50",0
"112","3","50",0.187453337019087
"113","3","50",0.108591974188081
"114","3","50",0.513928538539341
"115","3","50",0.11842764972959
