"cohort","N","prior","Mean","Sd","Prob","bias","mse","lcl","ucl"
"1","350","CPHM",-0.218117390252568,0.0860350955193083,0.724,0.00502616106164155,2.52622950175618e-05,-0.386746177470413,-0.0494886030347238
"1","350","MEMs-Empirical",-0.21997791568887,0.0430951035681554,0.998,0.00316563562533997,1.00212489124216e-05,-0.304444318682454,-0.135511512695285
"1","350","MEMs-Exponential",-0.22027956367782,0.0431542505442212,1,0.00286398763638973,8.20242518139324e-06,-0.304861894744493,-0.135697232611147
"1","400","BHM",-0.2117262,0.0632072,0.97,0.0114173513142097,0.000130355911032086,-0.335612312,-0.087840088
"1","400","CPHM",-0.222624117724834,0.0804696850341695,0.796,0.00051943358937559,2.69811253771609e-07,-0.380344700391806,-0.0649035350578619
"1","400","MEMs-Empirical",-0.22455300166685,0.0403149427515581,1,-0.00140945035264051,1.98655029655845e-06,-0.303570289459904,-0.145535713873796
"1","400","MEMs-Exponential",-0.224714492939156,0.0403701143155214,1,-0.00157094162494587,2.46785758898756e-06,-0.303839916997578,-0.145589068880734
"1","450","BHM",-0.212338,0.0604102,0.974,0.0108055513142097,0.000116759939204019,-0.330741992,-0.093934008
"1","450","CPHM",-0.226162446354272,0.0758893201328556,0.838,-0.00301889504006242,9.11372726291348e-06,-0.374905513814669,-0.0774193788938751
"1","450","MEMs-Empirical",-0.221066064647078,0.0380360200810571,1,0.00207748666713214,4.31595085211183e-06,-0.29561666400595,-0.146515465288206
"1","450","MEMs-Exponential",-0.221067067651485,0.0380599152726825,1,0.00207648366272448,4.31178440156166e-06,-0.295664501585943,-0.146469633717028
"1","50","BHM",-0.1992932,0.1632958,0.322,0.0238503513142097,0.000568839257811225,-0.519352968,0.120766568
"1","50","CPHM",-0.203056873232019,0.228460852566167,0.14,0.020086678082191,0.000403474636377573,-0.650840144261707,0.24472639779767
"1","50","MEMs-Empirical",-0.217988414399979,0.115099618892042,0.592,0.00515513691423028,2.65754366044597e-05,-0.443583667428382,0.00760683862842307
"1","50","MEMs-Exponential",-0.219505648030254,0.115062592027794,0.586,0.00363790328395586,1.32343403034168e-05,-0.44502832840473,0.00601703234422249
"1","500","BHM",-0.211841,0.0574964,0.984,0.0113025513142097,0.000127747666210344,-0.324533944,-0.099148056
"1","500","CPHM",-0.222468996874119,0.0719861151012518,0.856,0.000674554440090847,4.55023692646275e-07,-0.363561782472572,-0.0813762112756652
"1","500","MEMs-Empirical",-0.224249864491459,0.0360808825514283,1,-0.00110631317724919,1.22392884615519e-06,-0.294968394292258,-0.153531334690659
"1","500","MEMs-Exponential",-0.224346321939119,0.0361186950330438,1,-0.00120277062490978,1.44665717614587e-06,-0.295138964203885,-0.153553679674354
