"simulation","N","N.1"
"106","50",286.822028698047
"107","50",297.802238283517
"108","50",278.065089680204
"109","50",308.225126033196
"110","50",289.534698165839
"111","50",292.834415523385
"112","50",213.697336743409
"113","50",254.792702139844
"114","50",240.925942746942
"115","50",285.658592118595
"116","50",272.000171040805
"117","50",219.762333643517
"118","50",272.562829423957
"119","50",264.201174077074
"120","50",270.959569454245
"121","50",251.43829668905
"122","50",207.562351899837
"123","50",254.584461165023
"124","50",270.114976977399
"125","50",225.048264789745
"126","50",262.957298043099
"127","50",202.407703241456
"128","50",294.320541227743
"129","50",169.567182560736
"130","50",299.691963617609
"131","50",206.433899659707
"132","50",275.536194406539
"133","50",297.02215321343
"134","50",296.06381774141
"135","50",265.304185659596
"136","50",296.596508265535
"137","50",294.92576221929
"138","50",204.349259278041
"139","50",275.557687524258
"140","50",240.458464391134
"141","50",274.484910984382
"142","50",309.622559808245
"143","50",271.841063955383
"144","50",233.937158274815
"145","50",281.334021716794
"146","50",280.615838485438
"147","50",285.602543426995
"148","50",278.19721566855
"149","50",297.365518379087
"150","50",252.537800315603
"151","50",304.485507966251
"152","50",289.451104960838
"153","50",304.88793667046
"154","50",227.351014424148
"155","50",260.8225796137
"156","50",226.725794310895
"157","50",271.717774500016
"158","50",245.495364387629
"159","50",299.560817645458
"160","50",301.55936124992
"161","50",293.090654514001
"162","50",221.244816319955
"163","50",246.574533186381
"164","50",258.493803050465
"165","50",307.936306106036
"166","50",306.380668285713
"167","50",192.906409086372
"168","50",303.985193513056
"169","50",294.951750429406
"170","50",249.436332588245
"171","50",296.989360780965
"172","50",240.620989251884
"173","50",263.662675093714
"174","50",300.07337089088
"175","50",295.84756963109
"176","50",268.319283073422
"177","50",252.901623504592
"178","50",294.750064323091
"179","50",311.079591669454
"180","50",296.792227458282
"181","50",210.139013883806
"182","50",311.468199044071
"183","50",306.488121947358
"184","50",249.847022358997
"185","50",249.310000116255
"186","50",299.122111528238
"187","50",279.900849183253
"188","50",241.344505017073
"189","50",270.585618118102
"190","50",270.121456538476
"191","50",268.956172481607
"192","50",299.918270036298
"193","50",272.822716520588
"194","50",248.48668422744
"195","50",318.069230829808
"196","50",233.646298042989
"197","50",189.333526558603
"198","50",291.468043294538
"199","50",260.580695278869
"200","50",296.406388294013
"201","50",256.311075731657
"202","50",231.255254886679
"203","50",267.239452236301
"204","50",307.414980368397
"205","50",278.062311438342
"206","50",266.798773010902
"207","50",280.795597321324
"208","50",248.633660531804
"209","50",243.078128780748
"210","50",261.941111277062
"211","50",306.719902531952
"212","50",265.476823093988
"213","50",271.183344971515
"214","50",291.219585916486
"215","50",282.036024273467
"216","50",265.705090957019
"217","50",251.712769949059
"218","50",278.923004204056
"219","50",204.725305186513
"220","50",255.870883703266
"221","50",304.194016248963
"222","50",227.886056924955
"223","50",304.426109534105
"224","50",276.793023500964
"225","50",222.450855246441
"226","50",279.342820608894
"227","50",250.7386155967
"228","50",249.42169880469
"229","50",250.670559392447
"230","50",297.805942438319
"231","50",288.827699124305
"232","50",256.185392675865
"233","50",293.432628378679
"234","50",269.906437420529
"235","50",263.881120734236
"236","50",189.443740045834
"237","50",285.398391115093
"238","50",281.370854470144
"239","50",290.831076301127
"240","50",281.535383554447
"241","50",307.730170333256
"242","50",231.028553523886
"243","50",295.736191507376
"244","50",287.084781651939
"245","50",251.741490503593
"246","50",273.099505472495
"247","50",256.379065328733
"248","50",226.821343781382
"249","50",314.693675637502
"250","50",287.657660688863
"251","50",273.731392535555
"252","50",255.109602254499
"253","50",281.128877500193
"254","50",195.445415850403
"255","50",277.467381763256
"256","50",262.682175383688
"257","50",315.823840739079
"258","50",312.631916567774
"259","50",235.078259830315
"260","50",307.57356519285
"261","50",298.287295877116
"262","50",297.920161367941
"263","50",240.726792267546
"264","50",234.670619373605
"265","50",296.70122207734
"266","50",196.842253522916
"267","50",285.705359802483
"268","50",270.428160185447
"269","50",306.188363235972
"270","50",274.509534153571
"271","50",295.754435877284
"272","50",217.820010474775
"273","50",277.647815868741
"274","50",201.118082919948
"275","50",307.154231305506
"276","50",277.689323965062
"277","50",260.682741571439
"278","50",229.33144238493
"279","50",253.735868011911
"280","50",302.732116209286
"281","50",260.4150489553
"282","50",307.62451780666
"283","50",294.207378490919
"284","50",278.969425846307
"285","50",287.299571013935
"286","50",227.079365442297
"287","50",301.08763965206
"288","50",307.534332598853
"289","50",253.956804143603
"290","50",299.197842045784
"291","50",292.463101930146
"292","50",252.058229491179
"293","50",264.634124867402
"294","50",296.095733623734
"295","50",272.274893087183
"296","50",220.784978710329
"297","50",279.897661566935
"298","50",263.734787049281
"299","50",230.108590265154
"300","50",292.988970255958
"301","50",212.568325508255
"302","50",300.621623522854
"303","50",296.85488078694
"304","50",281.044260385803
"305","50",253.450047559799
"306","50",246.366442712583
"307","50",274.619211229731
"308","50",244.226137698002
"309","50",306.702497579391
"310","50",240.963832373198
"311","50",258.302287018766
"312","50",275.231978559035
"313","50",289.307046677534
"314","50",282.625165833982
"315","50",307.024512671868
"316","50",308.520019231523
"317","50",232.368946159315
"318","50",297.449108199531
"319","50",299.514521173115
"320","50",253.386197706381
"321","50",279.973741847229
"322","50",238.997709810322
"323","50",293.211316022595
"324","50",289.868038155836
"325","50",286.91234029887
"326","50",275.70442256166
"327","50",292.001441105248
"328","50",288.578087379125
"329","50",228.95417547981
"330","50",278.239072330166
"331","50",283.517759118946
"332","50",210.298743637485
"333","50",247.504614981231
"334","50",286.133125760765
"335","50",211.498022738968
"336","50",312.022313151838
"337","50",310.999871519712
"338","50",276.812004510856
"339","50",245.575354430478
"340","50",185.461755576294
"341","50",260.180220421315
"342","50",308.052217445563
"343","50",288.550522413
"344","50",283.958557417416
"345","50",282.375688860274
"346","50",276.657514497948
"347","50",296.046098838687
"348","50",175.552756368933
"349","50",264.162466605692
"350","50",281.069810463013
"351","50",261.328909298806
"352","50",234.843156235838
"353","50",258.557326739662
"354","50",243.005631208778
"355","50",299.578296742739
"356","50",238.820163293408
"357","50",241.514994812365
"358","50",272.989365860901
"359","50",286.584482954655
"360","50",288.723163634763
"361","50",292.548028213709
"362","50",206.711439877538
"363","50",307.279274100069
"364","50",248.04691237833
"365","50",246.450773280077
"366","50",257.288367011036
"367","50",259.71474489206
"368","50",259.593499511947
"369","50",299.005323663219
"370","50",296.384859793606
"371","50",306.260873071962
"372","50",213.844601957113
"373","50",279.647537965204
"374","50",308.060074202678
"375","50",268.188268949062
"376","50",302.615503069484
"377","50",187.817912877099
"378","50",300.473547771685
"379","50",293.08278696985
"380","50",198.458432259957
"381","50",194.049958645755
"382","50",281.342131823113
"383","50",224.446354514391
"384","50",274.524497714686
"385","50",280.260735513559
"386","50",304.746034972101
"387","50",311.664675113349
"388","50",273.560096911238
"389","50",269.943256811946
"390","50",241.353805762957
"391","50",289.935899759749
"392","50",293.518352484172
"393","50",268.172563361948
"394","50",283.491542449736
"395","50",230.94354575606
"396","50",243.675167502798
"397","50",306.825769778731
"398","50",184.494422425139
"399","50",312.774386467037
"400","50",306.294238106289
"401","50",292.42130820073
"402","50",302.910919929743
"403","50",304.336620867228
"404","50",258.99759258579
"405","50",249.353493932939
"406","50",294.152503607319
"407","50",296.593167324683
"408","50",276.193172837831
"409","50",269.352003111995
"410","50",268.159091480415
"411","50",278.722906322233
"412","50",236.306350104336
"413","50",301.466207229277
"414","50",266.839098007236
"415","50",304.639589020452
"416","50",223.130225684126
"417","50",279.832636715966
"418","50",270.115559869295
"419","50",229.677157724548
"420","50",302.539287753111
"421","50",296.09537912592
"422","50",262.273306793061
"423","50",297.72838669707
"424","50",278.429168011193
"425","50",277.035003934124
"426","50",288.231422655015
"427","50",278.742699766754
"428","50",290.631106483919
"429","50",262.538662324924
"430","50",303.346699077719
"431","50",280.078400147781
"432","50",305.662526015831
"433","50",236.057984381271
"434","50",276.638867483071
"435","50",300.604082458516
"436","50",278.022063574012
"437","50",287.605252487389
"438","50",279.833113334076
"439","50",231.081384989785
"440","50",296.003649021294
"441","50",287.171242808692
"442","50",225.5983210596
"443","50",188.93304086738
"444","50",232.317465652285
"445","50",273.935572713126
"446","50",301.846591455071
"447","50",236.314661081638
"448","50",308.110275431302
"449","50",311.93613381387
"450","50",241.456357173267
"451","50",305.61565352117
"452","50",283.836925661424
"453","50",303.677807593514
"454","50",314.654294899717
"455","50",247.315920907421
"456","50",291.197676953567
"457","50",178.005850724373
"458","50",242.967775329306
"459","50",310.199467451675
"460","50",282.551020041772
"461","50",249.281566200195
"462","50",301.043904380582
"463","50",285.487205306332
"464","50",218.137175213635
"465","50",268.940691634202
"466","50",300.485685102483
"467","50",288.346049246177
"468","50",151.203541025933
"469","50",256.883818242185
"470","50",287.848407202893
"471","50",256.508775321569
"472","50",237.254652800918
"473","50",301.928578780665
"474","50",225.343831935942
"475","50",305.536176752791
"476","50",264.503834662931
"477","50",303.550980148901
"478","50",247.697012530125
"479","50",288.954174846534
"480","50",311.864923206036
"481","50",297.848416309988
"482","50",304.205593590659
"483","50",268.689599231485
"484","50",291.251362243009
"485","50",192.018133863705
"486","50",294.322579611909
"487","50",273.202045356513
"488","50",248.436811690931
"489","50",307.451172855132
"490","50",277.149009230295
"491","50",295.996558009612
"492","50",280.123585411465
"493","50",259.726868049847
"494","50",311.271216512374
"495","50",300.07373457304
"496","50",223.727754778534
"497","50",302.127093856387
"498","50",234.176914090191
"499","50",278.576120893577
"500","50",311.433184359175
"1","100",587.38660385362
"2","100",647.380044065975
"3","100",473.135015792013
"4","100",562.400016510824
"5","100",537.58449568632
"6","100",575.969053652795
"7","100",612.421640124429
"8","100",455.868036408856
"9","100",652.737872121169
"10","100",604.254199802605
"11","100",506.209313575307
"12","100",645.863202649329
"13","100",570.169923998881
"14","100",510.498245978833
"15","100",640.446449773446
"16","100",643.098529612111
"17","100",545.239903444233
"18","100",377.385646043082
"19","100",491.07577176224
"20","100",548.644221393787
"21","100",585.646106091644
"22","100",540.10915578891
"23","100",492.754885417029
"24","100",551.87118309511
"25","100",602.568010798621
"26","100",595.071413558612
"27","100",637.533442584204
"28","100",476.256427176505
"29","100",664.167644750125
"30","100",551.100904030072
"31","100",506.938151485149
"32","100",658.347816220527
"33","100",626.451723130542
"34","100",539.860966134722
"35","100",580.935151015083
"36","100",612.335200655469
"37","100",597.275147320676
"38","100",452.096016489507
"39","100",632.918470483277
"40","100",564.607895966157
"41","100",532.768378887068
"42","100",571.127021376157
"43","100",628.201060206486
"44","100",553.779528541345
"45","100",391.752396823263
"46","100",488.530566637002
"47","100",492.958023291285
"48","100",598.922808450659
"49","100",536.399288247451
"50","100",660.545997283645
"51","100",432.71512815758
"52","100",612.446445252834
"53","100",638.250572200826
"54","100",340.417732453607
"55","100",393.516947414134
"56","100",414.994703409644
"57","100",615.2046661373
"58","100",422.065583349609
"59","100",530.046067743021
"60","100",528.194411183187
"61","100",646.661240717223
"62","100",520.324248996605
"63","100",484.691710153563
"64","100",610.365439990174
"65","100",433.236477081311
"66","100",525.767673024188
"67","100",563.253207970656
"68","100",615.922366013325
"69","100",533.243939179114
"70","100",594.170865158266
"71","100",468.343274384016
"72","100",602.024745005069
"73","100",492.876640071501
"74","100",652.426308953003
"75","100",433.949080952423
"76","100",517.259292348557
"77","100",516.554244073899
"78","100",654.601875851232
"79","100",583.317452958507
"80","100",491.517773425202
"81","100",505.100595620895
"82","100",606.818598410613
"83","100",630.802821713877
"84","100",438.95723910304
"85","100",528.660916795214
"86","100",572.259912100715
"87","100",626.787978855114
"88","100",568.496493691567
"89","100",420.831190863998
"90","100",445.162645419399
"91","100",569.763019946316
"92","100",640.750969506947
"93","100",578.182666371738
"94","100",650.004853857219
"95","100",408.813656115027
"96","100",460.460656522955
"97","100",484.77294818378
"98","100",590.271287055294
"99","100",506.002172350848
"100","100",627.621501051747
"101","100",507.295907962337
"102","100",629.699143572903
"103","100",602.030380440315
"104","100",548.74715950458
"105","100",484.636440157805
"106","100",589.829141158588
"107","100",515.50926114705
"108","100",521.769414194108
"109","100",638.980641595864
"110","100",527.327350665352
"111","100",645.8201952114
"112","100",485.012448230191
"113","100",580.635850789674
"114","100",535.871500148984
"115","100",501.837743036045
"116","100",625.339217463076
"117","100",575.644369201795
"118","100",502.902357722579
"119","100",648.171414400011
"120","100",354.87526560182
"121","100",497.908398044554
"122","100",647.263640545079
"123","100",459.660620687635
"124","100",604.986558828731
"125","100",613.058090645618
"126","100",540.208945587436
"127","100",550.732734417797
"128","100",630.925516421598
"129","100",459.592089923538
"130","100",607.137864749159
"131","100",418.957259198219
"132","100",463.355073200803
"133","100",582.322419984479
"134","100",518.484271305991
"135","100",536.775240621918
"136","100",564.675280032845
"137","100",505.268661256149
"138","100",649.785029473204
"139","100",624.665539491035
"140","100",568.829263002768
"141","100",630.629501149535
"142","100",617.967065180604
"143","100",451.569847953396
"144","100",464.304571989871
"145","100",521.810436523889
"146","100",591.399911889549
"147","100",590.522828074463
"148","100",488.036748357943
"149","100",486.763841789225
"150","100",459.386630172353
"151","100",417.435406666222
"152","100",385.354389167635
"153","100",641.62912697468
"154","100",560.159172003844
"155","100",419.806636340484
"156","100",571.439880009105
"157","100",643.357906513921
"158","100",508.687645414991
"159","100",602.456927211567
"160","100",375.921812057016
"161","100",559.654432564545
"162","100",654.707550292914
"163","100",401.57544341218
"164","100",623.647117501769
"165","100",598.418565257774
"166","100",622.399147140499
"167","100",652.800807116538
"168","100",562.641705321685
"169","100",594.446202820131
"170","100",627.036008902236
"171","100",545.942476432303
"172","100",592.886576584814
"173","100",542.131121981888
"174","100",492.198867272641
"175","100",565.74957349727
"176","100",551.561213394485
"177","100",508.728248790625
"178","100",579.179296728017
"179","100",637.033857357787
"180","100",516.156096866188
"181","100",475.531350015223
"182","100",563.842624290794
"183","100",459.164597475842
"184","100",633.981969275838
"185","100",518.532009046527
"186","100",512.206089599654
"187","100",617.795211342549
"188","100",596.927470476106
"189","100",416.250901620906
"190","100",552.172374220854
"191","100",594.356022349535
"192","100",452.790437540928
"193","100",443.880186162922
"194","100",501.440551226174
"195","100",654.169634522017
"196","100",487.863122708821
"197","100",542.590721118981
"198","100",566.957117970117
"199","100",516.515684885074
"200","100",566.140213691326
"201","100",661.777008453939
"202","100",663.661687742979
"203","100",601.27585114659
"204","100",435.426974043816
"205","100",556.143536538149
"206","100",503.756884882281
"207","100",466.525525846996
"208","100",646.824809512791
"209","100",641.248614029804
"210","100",654.839724442328
"211","100",600.330657334907
"212","100",507.588539085933
"213","100",596.999571666541
"214","100",626.588252410992
"215","100",555.240201435661
"216","100",647.92914151865
"217","100",449.564322853161
"218","100",640.596805756464
"219","100",528.466828301887
"220","100",506.055337790224
"221","100",606.281145484932
"222","100",633.275750540029
"223","100",547.102604195429
"224","100",437.161924831481
"225","100",638.368012139646
"226","100",613.700010158293
"227","100",523.470170465443
"228","100",446.433025947141
"229","100",466.114602121279
"230","100",442.212697978143
"231","100",570.854539780619
"232","100",467.476602678475
"233","100",549.950906404301
"234","100",569.515153876314
"235","100",531.519027358565
"236","100",636.580030286765
"237","100",625.659930934679
"238","100",559.129755067019
"239","100",448.846854020433
"240","100",567.965975475414
"241","100",572.362729027083
"242","100",617.747050738362
"243","100",512.712252735717
"244","100",557.286712803346
"245","100",557.460506503476
"246","100",604.082106136838
"247","100",643.81514911575
"248","100",566.299873020475
"249","100",640.98990869256
"250","100",637.435650266859
"251","100",392.177497519039
"252","100",613.564773155721
"253","100",585.469983020768
"254","100",503.729590213426
"255","100",628.572365990824
"256","100",665.54035010639
"257","100",569.79081447631
"258","100",615.937607688585
"259","100",504.258395236393
"260","100",552.026613225375
"261","100",589.617661914
"262","100",528.352579533764
"263","100",451.273501254912
"264","100",485.110789251382
"265","100",625.932341920261
"266","100",467.888488045973
"267","100",504.121498423618
"268","100",661.147580349866
"269","100",509.140913437771
"270","100",461.233363661364
"271","100",658.14168010281
"272","100",603.695134551432
"273","100",615.180749580989
"274","100",579.761915773093
"275","100",371.720459053396
"276","100",481.712748681568
"277","100",643.624276171192
"278","100",383.913642730489
"279","100",540.730952483276
"280","100",433.217837939939
"281","100",396.614720826582
"282","100",639.165854235088
"283","100",481.608210046645
"284","100",612.68257751665
"285","100",435.540329077988
"286","100",538.860878054159
"287","100",646.999697997459
"288","100",564.056829759813
"289","100",650.091557769845
"290","100",590.646479193704
"291","100",501.638977251479
"292","100",538.472664024343
"293","100",643.121606299059
"294","100",541.132473569383
"295","100",636.991353266145
"296","100",541.952629073789
"297","100",446.103124594819
"298","100",534.073603826972
"299","100",635.265928193822
"300","100",406.289814609381
"301","100",639.078273319976
"302","100",600.378398760172
"303","100",493.471762870869
"304","100",568.086623516849
"305","100",574.516099465199
"306","100",515.886659214279
"307","100",562.743647930393
"308","100",582.229604568101
"309","100",425.947165072322
"310","100",567.254343922525
"311","100",597.510538976398
"312","100",520.899590883065
"313","100",414.134083690985
"314","100",535.246776478611
"315","100",631.27756955312
"316","100",609.196792278915
"317","100",491.25665923191
"318","100",627.546913528428
"319","100",571.762286331882
"320","100",498.956427779814
"321","100",576.847842558988
"322","100",580.997805931518
"323","100",627.365851317247
"324","100",419.928736045654
"325","100",420.963248700482
"326","100",587.657638073742
"327","100",526.548390717164
"328","100",522.935739458203
"329","100",626.264475835808
"330","100",557.545006479178
"331","100",527.45111175702
"332","100",451.349068506562
"333","100",574.183038126475
"334","100",497.216481002573
"335","100",638.307304878786
"336","100",494.384523210587
"337","100",400.416889213123
"338","100",561.830529433034
"339","100",437.377705509055
"340","100",540.107406849632
"341","100",601.321815130013
"342","100",525.614308722801
"343","100",631.143511976288
"344","100",580.86209098851
"345","100",554.870645681619
"346","100",562.394902945996
"347","100",543.941036047889
"348","100",535.358905207355
"349","100",648.935765137404
"350","100",609.5059022737
"351","100",581.756644519114
"352","100",601.754665826794
"353","100",587.831984399626
"354","100",623.233584750307
"355","100",415.60057330711
"356","100",625.350347165795
"357","100",534.955337308841
"358","100",521.505799234105
"359","100",512.505476294172
"360","100",574.458791330552
"361","100",607.39754910534
"362","100",485.281238922172
"363","100",603.306242068752
"364","100",607.427248163137
"365","100",554.930575263804
"366","100",348.057939850244
"367","100",588.395167251266
"368","100",413.08630482098
"369","100",422.354133427472
"370","100",620.146085398675
"371","100",634.682629279801
"372","100",504.559966246136
"373","100",655.367867300437
"374","100",553.410626705831
"375","100",526.58805554255
"376","100",584.074154345264
"377","100",398.932014153424
"378","100",596.385884145758
"379","100",655.100109005064
"380","100",493.514629315825
"381","100",542.937703889575
"382","100",550.884824530513
"383","100",413.047007602642
"384","100",475.837407897655
"385","100",443.841839321341
"386","100",504.465654343527
"387","100",597.25724921702
"388","100",419.617155917116
"389","100",551.325572869446
"390","100",468.066302224437
"391","100",459.298756202022
"392","100",598.982825551795
"393","100",565.01308588393
"394","100",584.172557072291
"395","100",595.194237318743
"396","100",596.572830746919
"397","100",594.241359022851
"398","100",378.555740322139
"399","100",537.925589865232
"400","100",644.830790326339
"401","100",516.164149093791
"402","100",362.449561384365
"403","100",655.667929913202
"404","100",541.885610839953
"405","100",616.172958681511
"406","100",500.685583901145
"407","100",586.430297887603
"408","100",660.08187331342
"409","100",529.63953930112
"410","100",642.935843242823
"411","100",477.416176123432
"412","100",616.962422745743
"413","100",540.935251715628
"414","100",502.193611894093
"415","100",622.818360604625
"416","100",508.988477401628
"417","100",518.31347547911
"418","100",512.271898811521
"419","100",497.226064327364
"420","100",570.374272681239
"421","100",615.304756187144
"422","100",625.233910278753
"423","100",581.483672524091
"424","100",480.960109901606
"425","100",493.722418467195
"426","100",639.670078836922
"427","100",616.424757059776
"428","100",447.180806725759
"429","100",443.666878141848
"430","100",539.206211428664
"431","100",634.223451922125
"432","100",658.34538014649
"433","100",560.607912221608
"434","100",612.323177691333
"435","100",628.112493615364
"436","100",577.97483872693
"437","100",601.280050370325
"438","100",549.03729741404
"439","100",284.398543642063
"440","100",413.450355195428
"441","100",617.598258910185
"442","100",583.038767803267
"443","100",415.45520860141
"444","100",609.830939571989
"445","100",649.413117359693
"446","100",608.534935594376
"447","100",611.699984685979
"448","100",528.720778777457
"449","100",500.744368323644
"450","100",594.077079441121
"451","100",614.124092936935
"452","100",477.922228535008
"453","100",519.225213204087
"454","100",619.219322958656
"455","100",582.268442293861
"456","100",624.101408199685
"457","100",637.270957131616
"458","100",610.069926376307
"459","100",492.265417177419
"460","100",505.664248842154
"461","100",629.243687158814
"462","100",604.305424481139
"463","100",544.949139361419
"464","100",640.299138717637
"465","100",515.644199048291
"466","100",511.151026590398
"467","100",589.196007652811
"468","100",607.82653779539
"469","100",517.754831513517
"470","100",429.306199555842
"471","100",612.439253956906
"472","100",554.494312192727
"473","100",502.235337419147
"474","100",521.5224851612
"475","100",468.382387044102
"476","100",506.344253744208
"477","100",597.490973966173
"478","100",632.644689899408
"479","100",502.731962656284
"480","100",497.51653736379
"481","100",631.500114197158
"482","100",554.201816497871
"483","100",535.992467145921
"484","100",667.488356788543
"485","100",353.17583294138
"486","100",600.11123997291
"487","100",470.259952350655
"488","100",560.228750627355
"489","100",621.365916155876
"490","100",360.621123365947
"491","100",575.135912965748
"492","100",652.790630921579
"493","100",636.193947001618
"494","100",636.038749663883
"495","100",632.874159171762
"496","100",495.305265375996
"497","100",597.668542969045
"498","100",632.874983553615
"499","100",505.748707733909
"500","100",649.663166741915
"1","150",829.039799688525
"2","150",760.823307165775
"3","150",1007.04217318914
"4","150",853.117038207997
"5","150",886.122185194251
"6","150",989.776141571398
"7","150",851.331961836219
"8","150",797.83327091692
"9","150",986.412291056004
"10","150",630.166264169153
"11","150",618.644350497639
"12","150",623.479637340577
"13","150",648.46582611002
"14","150",738.794771703928
"15","150",1024.9562840489
"16","150",776.142811424946
"17","150",849.845501562961
"18","150",909.903191940171
"19","150",654.873195323954
"20","150",731.798768963456
"21","150",853.780396661294
"22","150",741.899436084901
"23","150",934.938850093469
"24","150",905.580760535531
"25","150",788.459025695395
"26","150",763.12076737696
"27","150",889.445402879626
"28","150",931.784551981657
"29","150",964.785770822977
"30","150",567.43643027718
"31","150",973.591594337932
"32","150",922.443331301784
"33","150",825.087538473067
"34","150",669.823205216142
"35","150",915.550178682377
"36","150",900.035697531778
"37","150",733.75307207971
"38","150",786.217934178382
"39","150",727.645779875036
"40","150",701.054652529898
"41","150",836.338926546559
"42","150",927.832179331961
"43","150",821.367226318974
"44","150",814.269783221697
"45","150",591.668207717143
"46","150",615.60447004409
"47","150",909.289358896244
"48","150",821.563522989245
"49","150",948.233468203612
"50","150",965.91730164682
"51","150",931.685707035554
"52","150",700.187781965741
"53","150",726.437819629751
"54","150",887.078790519348
"55","150",715.92100664633
"56","150",744.493786998174
"57","150",816.488707901804
"58","150",868.009008089376
"59","150",774.811041314431
"60","150",870.626878636907
"61","150",717.30317866097
"62","150",981.765776724636
"63","150",634.160353222779
"64","150",685.377306068119
"65","150",993.444916005406
"66","150",829.646092981598
"67","150",850.034560152793
"68","150",528.43835775654
"69","150",502.292858483558
"70","150",523.066951100209
"71","150",680.6713126956
"72","150",998.595082391277
"73","150",727.833878076328
"74","150",662.674197281352
"75","150",852.070610695301
"76","150",845.274625084486
"77","150",791.067601316129
"78","150",784.635170167697
"79","150",780.977584035532
"80","150",788.784982278201
"81","150",860.162909621947
"82","150",773.081765216959
"83","150",645.073856396508
"84","150",770.116713279793
"85","150",623.315181055939
"86","150",852.571908973637
"87","150",483.258254828815
"88","150",769.258594924774
"89","150",874.495057897583
"90","150",895.032461050809
"91","150",813.062664641892
"92","150",865.182287617219
"93","150",811.509940785458
"94","150",801.677658190817
"95","150",911.952222920719
"96","150",1005.09340968927
"97","150",837.412906652627
"98","150",840.561720046654
"99","150",987.973112559135
"100","150",681.861091854693
"101","150",925.408651196866
"102","150",725.749791942079
"103","150",1024.20036654468
"104","150",847.433392459582
"105","150",799.066876636127
"106","150",372.303681590603
"107","150",724.624865700258
"108","150",695.435436471133
"109","150",867.278857218081
"110","150",700.336647615611
"111","150",807.07729642741
"112","150",912.718465254775
"113","150",903.713076953644
"114","150",717.83421819353
"115","150",822.503759856256
"116","150",856.832289317597
"117","150",774.652989907182
"118","150",1014.27136525651
"119","150",946.5101737356
"120","150",1012.75285095757
"121","150",940.926939328935
"122","150",980.23406616637
"123","150",914.745195472674
"124","150",874.785571208594
"125","150",939.884129094363
"126","150",790.286196963275
"127","150",951.267319297036
"128","150",672.11122750099
"129","150",947.254403451559
"130","150",844.871894764505
"131","150",681.648684076196
"132","150",821.380008719689
"133","150",705.147104528015
"134","150",614.059305740886
"135","150",775.112669016526
"136","150",999.4324304688
"137","150",878.580570488286
"138","150",571.225702788701
"139","150",689.849356464147
"140","150",757.156409115019
"141","150",943.913526485128
"142","150",742.635436709563
"143","150",813.293722517071
"144","150",742.016132698001
"145","150",763.640635398061
"146","150",629.25812168196
"147","150",910.646551157075
"148","150",918.291932788116
"149","150",762.591651659401
"150","150",926.876596054334
"151","150",802.491148010012
"152","150",851.098021808033
"153","150",952.789131979974
"154","150",996.791704432264
"155","150",949.953688525511
"156","150",725.258904498127
"157","150",436.447843079218
"158","150",1012.3585828565
"159","150",866.977593645905
"160","150",513.757937507
"161","150",953.374702176591
"162","150",932.683441162005
"163","150",743.45004239702
"164","150",960.031516778725
