"simulation","cohort","N","CI_value.LowBound","CI_value.UpBound"
"92","1","50",-0.281895764690855,0.466858720677826
"93","1","50",-0.801869421453288,-0.166022407886656
"94","1","50",-0.472501766295908,0.296415391378594
"95","1","50",-0.591492760481573,0.0275226740901677
"96","1","50",-0.294169084157112,0.349723139138397
"97","1","50",-0.479280398055006,0.115753735556707
"98","1","50",-0.593846256682247,-0.0451286041720016
"99","1","50",-0.41790455794758,0.15185788391118
"100","1","50",-0.591060415735531,-0.000864064700797277
"101","1","50",-0.351414053400137,0.182478827309139
"102","1","50",-0.825187440777045,-0.186409289916508
"103","1","50",-0.66820379456361,-0.0241268207303121
"104","1","50",-0.778823274031019,-0.156554182258506
"105","1","50",-0.271112649855594,0.272393798039322
"106","1","50",-0.382940414170792,0.227287951367731
"107","1","50",-0.65553993469376,-0.0803759158945268
"108","1","50",-0.461177026047728,0.129280359586398
"109","1","50",-0.390397587940994,0.145813959015158
"110","1","50",-0.579515915612526,0.00484416019536069
"111","1","50",-0.560445199444971,0.00851106929336328
"112","1","50",-0.341905768468654,0.374479827549397
"113","1","50",-0.567128505086325,0.105591794037889
"114","1","50",-0.621670088375524,0.0223407932302767
"115","1","50",-0.693083587711574,-0.0664380940904967
"116","1","50",-0.679606137165767,-0.0437045327697235
"117","1","50",-0.383659852648438,0.33678857426437
"118","1","50",-0.366675496010065,0.221516768729908
"119","1","50",-0.252972466736075,0.401764819414085
"120","1","50",-0.541399238991323,0.1065965943988
"121","1","50",-0.508651449880858,0.142463482435863
"122","1","50",-0.00674615733884344,0.804924559850662
"123","1","50",-0.782422899614095,-0.16375968700135
"124","1","50",-0.705148762430619,-0.0492655177717436
"125","1","50",-0.384478968885548,0.556009614277926
"126","1","50",-0.65874104330497,-0.0787681833696029
"127","1","50",-0.738164084746576,0.0240351784292738
"128","1","50",-0.845081252386246,-0.267846739887562
"129","1","50",-0.199380027573608,0.626686458556491
"130","1","50",-0.632599756207632,-0.0701347190480008
"131","1","50",-0.361074583901655,0.455865501256961
"132","1","50",-0.40304117772332,0.196385087098971
"133","1","50",-0.783103965249376,-0.208982150528186
"134","1","50",-0.483491552380721,0.0995895353211759
"135","1","50",-1.00857404377567,-0.384973478589525
"136","1","50",-0.247297389460278,0.387796366074692
"137","1","50",-0.38164869200911,0.215751456395582
"138","1","50",-0.895246347140326,-0.202645118340913
"139","1","50",-0.547263427075544,0.0571796012473869
"140","1","50",-0.924373952432674,-0.229710402133683
"141","1","50",-0.533711701068694,0.106072255299274
"142","1","50",-0.786260255373006,-0.231463405430872
"143","1","50",-0.585033189119266,0.056583492923409
"144","1","50",-0.475023307550003,0.273449423449282
"145","1","50",-0.566090069144145,0.0759770009251393
"146","1","50",-0.923140842482076,-0.207850045512833
"147","1","50",-0.556306047181099,0.0916492027899011
"148","1","50",-0.564406284306565,0.0597895683129932
"149","1","50",-0.619363414750587,-0.0515890015693715
"150","1","50",-0.407221001164868,0.215460991109699
"151","1","50",-0.651691726898727,-0.10912394533743
"152","1","50",-0.704623124947372,-0.0945875042137831
"153","1","50",-0.611779051151818,-0.036031527311795
"154","1","50",-0.710273709014418,0.0543465822094881
"155","1","50",-1.02037490518387,-0.330605665905942
"156","1","50",-0.615384102279063,0.0965312485209447
"157","1","50",-0.653397463953401,-0.0431584202773158
"158","1","50",-0.509078320823279,0.120944353052395
"159","1","50",-0.895000276024821,-0.302922644061705
"160","1","50",-0.677488795889147,-0.119633532329742
"161","1","50",-0.498113496423163,0.048671941497244
"162","1","50",-0.764635446102745,-0.0538377386102902
"163","1","50",-0.529999553486082,0.180137284624181
"164","1","50",-0.701820575491623,0.0189562068284463
"165","1","50",-0.368786066310755,0.190473720281843
"166","1","50",-0.549082207179594,0.0085292656280768
"167","1","50",-0.595127115667831,0.209744913558924
"168","1","50",-0.629102207185251,-0.0370904442399895
"169","1","50",-0.483625009428943,0.0994812732380816
"170","1","50",-0.346573161155435,0.366010698272984
"171","1","50",-0.720422874289452,-0.188015708374305
"172","1","50",-0.567461122221904,0.047913932120762
"173","1","50",-0.580902694256676,0.104660213777209
"174","1","50",-0.517396158773756,0.0423936942719891
"175","1","50",-0.684015369607713,-0.125278760925679
"176","1","50",-0.379884620599766,0.242504828088607
"177","1","50",-0.738107248189848,-0.0659609093109781
"178","1","50",-0.536689874153265,0.0291798716401984
"179","1","50",-0.615323611261138,-0.0829871911542317
"180","1","50",-0.473838743438478,0.103819989166374
"181","1","50",-0.729326387986783,0.00719777401952503
"182","1","50",-0.658618303514315,-0.133958152228169
"183","1","50",-0.561832254725534,-0.00681472424311473
"184","1","50",-0.548685412030944,0.208054725836917
"185","1","50",-0.623421638421248,0.0690704626834975
"186","1","50",-0.578777624833343,-0.00576335848912353
"187","1","50",-0.563695845254387,0.0712716312693047
"188","1","50",-0.402144791258834,0.241653488829728
"189","1","50",-0.46360795429163,0.146577571184965
"190","1","50",-0.554688314565564,0.0564623666034197
"191","1","50",-0.527535018296659,0.115026342043804
"192","1","50",-0.591952155196427,-0.031451602037739
"193","1","50",-0.718737946341797,-0.139873560685187
"194","1","50",-0.717734899545803,-0.0478679900644392
"195","1","50",-0.76377925938123,-0.239755966173697
"196","1","50",-0.344478078667375,0.329175872207421
"197","1","50",-0.506307673955833,0.311159417806155
"198","1","50",-0.62037056839909,-0.0273804391433403
"199","1","50",-0.509255180202419,0.0884791181811335
"200","1","50",-0.73833938896353,-0.178558612855646
"201","1","50",-0.434696181741545,0.230053871539661
"202","1","50",-0.771727206436682,-0.0477378412956827
"203","1","50",-0.901079462915367,-0.299045173483047
"204","1","50",-0.660460908160923,-0.108062487258025
"205","1","50",-0.343737457589586,0.330553647223782
"206","1","50",-0.638022972120395,-0.00366103877649958
"207","1","50",-0.439259119278256,0.20268567125801
"208","1","50",-0.49300749632963,0.200692971653919
"209","1","50",-0.347343991212226,0.294837116609121
"210","1","50",-0.518927581735886,0.0635173524669348
"211","1","50",-0.914917382454758,-0.350875497351638
"212","1","50",-0.840623559274954,-0.188299511575907
"213","1","50",-0.550497423455587,0.0391693311776878
"214","1","50",-0.57489127418706,0.024595572197879
"215","1","50",-0.439747075996123,0.127547898899021
"216","1","50",-0.602374470547216,0.0686817587182967
"217","1","50",-0.527230294127973,0.0914800249724976
"218","1","50",-0.83266897045266,-0.241259928222835
"219","1","50",-0.307343620673092,0.475654574459421
"220","1","50",-0.604053605616879,0.0194855203724879
"221","1","50",-0.63820332094612,-0.111025667757641
"222","1","50",-0.562398822478735,0.0598703955822483
"223","1","50",-0.526540918258377,0.0324913710496859
"224","1","50",-0.584545207261991,0.00979512805404239
"225","1","50",-0.56302555252352,0.0815667675568695
"226","1","50",-0.710764869163964,-0.0780725160020149
"227","1","50",-0.664242483695219,0.0122903627531692
"228","1","50",-0.489176179602252,0.140036300646145
"229","1","50",-0.796816258920378,-0.157010555376679
"230","1","50",-0.496654139885762,0.105969192185096
"231","1","50",-0.660025329429065,-0.107817144576314
"232","1","50",-0.645491911762422,0.00099906575082785
"233","1","50",-0.634881121228361,-0.033899142643059
"234","1","50",-0.729118749934007,-0.148748404936147
"235","1","50",-0.357425167605924,0.344641323947451
"236","1","50",-0.27287689556975,0.525884099360302
"237","1","50",-0.667884155034659,-0.0845666321769731
"238","1","50",-0.549538310789726,0.0715515660959275
"239","1","50",-0.47090617897324,0.109528734772125
"240","1","50",-0.680190433369967,-0.0707749352477128
"241","1","50",-0.543633481787877,0.00968755169488345
"242","1","50",-0.90813406117669,-0.201783587411039
"243","1","50",-0.841005867070633,-0.242580829045581
"244","1","50",-0.670281374274296,-0.077563809324772
"245","1","50",-0.71038531147067,-0.101255705604876
"246","1","50",-0.615841919115116,-0.0156252215233127
"247","1","50",-0.583060090678156,0.0458197198052107
"248","1","50",-0.341240304346711,0.428087383862279
"249","1","50",-0.69443201589701,-0.162923361823078
"250","1","50",-0.595158755177243,-0.00757227446183801
"251","1","50",-0.542977364942806,0.0921413260426639
"252","1","50",-0.740934593833855,-0.0559978730538672
"253","1","50",-0.651471250027722,-0.0483168503351565
"254","1","50",-0.220143067956515,0.709787066723347
"255","1","50",-0.744606316295501,-0.14533183443677
"256","1","50",-0.611915620503415,-0.00886142509637644
"257","1","50",-0.76320528867558,-0.235573107023619
"258","1","50",-0.347363544998767,0.182230474314085
"259","1","50",-0.489002455068599,0.152332995824806
"260","1","50",-0.68613200307883,-0.121710252718992
"261","1","50",-0.662460998868826,-0.0713662117389263
"262","1","50",-0.664922681120905,-0.119051531442458
"263","1","50",-0.843645851289998,-0.202465629951117
"264","1","50",-0.365792401560175,0.318991565926839
"265","1","50",-0.622754430881195,-0.0368824698652385
"266","1","50",-0.450162652881513,0.245957500269156
"267","1","50",-0.903016383048812,-0.223510004676752
"268","1","50",-0.675397268949965,-0.0803815055684784
"269","1","50",-0.459736157215941,0.0821510622195837
"270","1","50",-0.807476798034677,-0.153973913413285
"271","1","50",-0.564009947250729,0.0436457250542225
"272","1","50",-0.495901116186856,0.235630282498463
"273","1","50",-0.828313484941749,-0.212817153052115
"274","1","50",-1.21682324047749,-0.344919081338255
"275","1","50",-0.671837384455103,-0.152060772769897
"276","1","50",-0.401133041519414,0.198114307801151
"277","1","50",-0.643984485580906,-0.029367708215029
"278","1","50",-0.549363791558948,0.140659779543217
"279","1","50",-0.575507390107408,0.0746783922712531
"280","1","50",-0.617197939220702,-0.0772905778207909
"281","1","50",-0.633651342328047,0.0503559381279909
"282","1","50",-0.669747094062475,-0.151782004958211
"283","1","50",-0.645857959276937,-0.0570532008707381
"284","1","50",-0.541294844643274,0.101198850403066
"285","1","50",-0.740556691918169,-0.140656568239379
"286","1","50",-0.407214867163224,0.342237561860424
"287","1","50",-0.643531953702126,-0.104789930854775
"288","1","50",-0.615112590155784,-0.0645792752789831
"289","1","50",-0.451458987524474,0.196601190337882
"290","1","50",-0.537239642346064,0.0140573719831811
"291","1","50",-0.44535915444843,0.0881116760202137
"292","1","50",-0.59185135353374,0.0639230124180597
"293","1","50",-0.413338271170126,0.280537752310396
"294","1","50",-0.660466391213484,-0.0958680255165682
"295","1","50",-0.407581987001531,0.167633789519518
"296","1","50",-0.148952293928483,0.597670105840739
"297","1","50",-0.668241385567399,-0.0378214907831871
"298","1","50",-0.502760832076772,0.130235040951119
"299","1","50",-0.31280924681542,0.329434288262279
"300","1","50",-0.454755919886567,0.159953745300411
"301","1","50",-0.388677561925751,0.38227240541322
"302","1","50",-0.797774623567336,-0.234541703199668
"303","1","50",-0.603485857112313,-0.039833894642341
"304","1","50",-0.592321241570471,0.0464896889908798
"305","1","50",-0.58714661298976,0.03478884366458
"306","1","50",-0.668854924949793,-0.0663202603110134
"307","1","50",-0.579510679629811,0.079306394285206
"308","1","50",-0.989774876768301,-0.132524740251976
"309","1","50",-0.592558833634687,-0.0468637868353545
"310","1","50",-0.715586507786255,-0.00224344823505312
"311","1","50",-0.91475341254069,-0.221103193385786
"312","1","50",-0.488134691323036,0.140884941071464
"313","1","50",-0.816242238974657,-0.24098805354173
"314","1","50",-0.627221859469468,-0.0381157827710174
"315","1","50",-0.445350852196875,0.0994220076523364
"316","1","50",-0.627887631175783,-0.0713099450015653
"317","1","50",-0.494701856141463,0.23627465945453
"318","1","50",-0.644964011122449,-0.102176146583242
"319","1","50",-0.480811396658126,0.0555472046340196
"320","1","50",-0.842733950068222,-0.168411043599167
"321","1","50",-0.742468101306759,-0.164712191218704
"322","1","50",-0.57788943615571,0.0793737671124411
"323","1","50",-0.629283962027627,-0.0348926899300323
"324","1","50",-0.534399359552026,0.0248431879789937
"325","1","50",-0.704453700982709,-0.126261710839849
"326","1","50",-0.389454492607951,0.226758929585236
"327","1","50",-0.432058185676009,0.114244908357977
"328","1","50",-0.46432888473025,0.124388712884208
"329","1","50",-0.796188861848454,-0.10344335526311
"330","1","50",-0.486228942347128,0.131084226649725
"331","1","50",-0.522083687947479,0.0372307826506071
"332","1","50",-1.17459870578204,-0.426159338650041
"333","1","50",-0.672297723243203,-0.0186593744240344
"334","1","50",-0.645007186214909,-0.0811372657518416
"335","1","50",-0.447854126664829,0.297809734240365
"336","1","50",-0.451492491225439,0.0819555410800983
"337","1","50",-0.565209076345428,-0.0269584605243865
"338","1","50",-0.536639613405617,0.0877239120441775
"339","1","50",-0.48785242747018,0.11940914081603
"340","1","50",-0.254506805219009,0.531143044682872
"341","1","50",-0.774683040602459,-0.136496522838651
"342","1","50",-0.674919706727149,-0.148094969485319
"343","1","50",-0.627484921287911,-0.00668388571766162
"344","1","50",-0.685911490018629,-0.0771703720675356
"345","1","50",-0.564517977575202,0.062174586416161
"346","1","50",-0.496663900325198,0.141713961634231
"347","1","50",-0.739600083863555,-0.132923838250932
"348","1","50",-0.258148143656526,0.720716051684386
"349","1","50",-0.340889970644841,0.296268964176741
"350","1","50",-0.769103321438285,-0.163407486864527
"351","1","50",-0.632541958315752,0.104006308640814
"352","1","50",-0.205213342363155,0.441965765664215
"353","1","50",-0.607345468102204,0.00957853325966854
"354","1","50",-0.512725630923756,0.146866072960948
"355","1","50",-0.230866065466228,0.379600004119244
"356","1","50",-0.54883646366782,0.0952519841177204
"357","1","50",-0.573395063845053,0.0921857765784519
"358","1","50",-0.608243245970558,-0.0449953206175327
"359","1","50",-0.542897195496919,0.0481983183319781
"360","1","50",-0.594510667130585,-0.0295808272836021
"361","1","50",-0.58313755419716,-0.0224537906572603
"362","1","50",-0.0389661435877221,0.863606899452879
"363","1","50",-0.613780799222269,-0.0592229003813342
"364","1","50",-0.66478724604304,0.0261517546604931
"365","1","50",-0.524532131920656,0.100560242766952
"366","1","50",-0.740123237352065,-0.131938642393709
"367","1","50",-0.565377297059203,0.102616872168072
"368","1","50",-0.566225317051678,0.0222210859351247
"369","1","50",-0.514462562993039,0.0250601287828852
"370","1","50",-0.641477102131208,-0.0565549709441656
"371","1","50",-0.488541312184792,0.0832305537473527
"372","1","50",-0.708119396193038,0.030982839154795
"373","1","50",-0.480545270063549,0.102170548493977
"374","1","50",-0.54364964017068,-0.0114370656707305
"375","1","50",-0.470919319596129,0.146490256052598
"376","1","50",-0.667192362898502,-0.0876015398088114
"377","1","50",-0.202729788950026,0.523815985075167
"378","1","50",-0.557412222973581,0.0201500846061263
"379","1","50",-0.551568425590627,0.0201964917566236
"380","1","50",-0.367791829553681,0.375003654955007
"381","1","50",-0.613831773487728,0.0727060670183972
"382","1","50",-0.616963748922723,-0.0278829357261949
"383","1","50",-0.308448819301038,0.660844059458594
"384","1","50",-0.503518793358333,0.14456599590189
"385","1","50",-0.720139153661401,-0.103419985730279
"386","1","50",-0.427184904362709,0.108895670870916
"387","1","50",-0.683127089994856,-0.143572828591386
"388","1","50",-0.505732120792599,0.202284168292605
"389","1","50",-0.894453736229493,-0.260952894068094
"390","1","50",-0.434821778446832,0.207238680440827
"391","1","50",-0.641896474426725,-0.0774355537583341
"392","1","50",-0.702127115609193,-0.0620641095191949
"393","1","50",-0.561637927165875,0.118750659398742
"394","1","50",-0.811385343972128,-0.244060694818963
"395","1","50",-0.421817128120224,0.234152919163349
"396","1","50",-0.296937169174489,0.448465051916037
"397","1","50",-0.62568255228308,-0.0884889327558475
"398","1","50",-0.156176817108941,0.827288672145221
"399","1","50",-0.51608147932368,0.0198753582496152
"400","1","50",-0.554329940600239,0.00157631991703917
"401","1","50",-0.629316147155059,-0.0563058269264942
"402","1","50",-0.603797320666896,-0.068707872852174
"403","1","50",-0.499745343914218,0.0421310538758452
"404","1","50",-0.6055471054284,0.0596185549510594
"405","1","50",-0.413157335131036,0.313655899384383
"406","1","50",-0.792049573386869,-0.21130926658928
"407","1","50",-0.446023528558276,0.125679233259886
"408","1","50",-0.378057368176645,0.253665119006968
"409","1","50",-0.689579863108719,-0.0506343063332477
"410","1","50",-0.383517981598687,0.215083744880171
"411","1","50",-0.551881430865618,0.0332507051487561
"412","1","50",-0.758934806417256,-0.132681922661767
"413","1","50",-0.640653428879255,-0.073579674144453
"414","1","50",-0.631542624969591,0.0290047089926969
"415","1","50",-0.583318523992164,-0.0336716070296562
"416","1","50",-0.509165238350298,0.258166320218984
"417","1","50",-0.662892831097981,-0.100800550947929
"418","1","50",-0.549660353012289,0.0972423865346036
"419","1","50",-0.531423877311315,0.1357439569564
"420","1","50",-0.572156135843742,-0.00522724120896502
"421","1","50",-0.672875995602434,-0.108881149045859
"422","1","50",-0.656117897843877,-0.0206572197615369
"423","1","50",-0.500590277187445,0.0490111813188079
"424","1","50",-0.510226364149271,0.110524406018795
"425","1","50",-0.669067538612799,-0.00407787780711816
"426","1","50",-0.616169928131809,-0.0699694103016124
"427","1","50",-0.468196786793092,0.139511729746224
"428","1","50",-0.416395698092254,0.131180505088195
"429","1","50",-0.519890325875451,0.101212209939152
"430","1","50",-0.498677674146351,0.0522213878262035
"431","1","50",-0.720563080522685,-0.0922063152244897
"432","1","50",-0.51933755981049,0.0194513030679574
"433","1","50",-0.498796740703637,0.185537648540942
"434","1","50",-0.753809460649967,-0.146155104048595
"435","1","50",-0.545690773019565,0.00948102973766666
"436","1","50",-0.508689409152127,0.0938515443010133
"437","1","50",-0.518255612365194,0.0178117148785841
"438","1","50",-0.482070857212266,0.137054167039705
"439","1","50",-0.222171089833717,0.571519122354579
"440","1","50",-0.760487376789188,-0.205685679298103
"441","1","50",-0.687822550401243,-0.106782741881249
"442","1","50",-0.564310231116256,0.196152762172843
"443","1","50",-0.177262554471809,0.563380146865756
"444","1","50",-0.490319765985154,0.174857672725432
"445","1","50",-0.54800864964818,0.0830052020619393
"446","1","50",-0.5080855961273,0.0486108295295795
"447","1","50",-0.208863964335408,0.54755107909981
"448","1","50",-0.661797401824856,-0.122707191185891
"449","1","50",-0.432813351982078,0.093848715869407
"450","1","50",-0.724966508632392,-0.0960084496428756
"451","1","50",-0.638258932461038,-0.0944172623177182
"452","1","50",-0.42785800671889,0.161941039756418
"453","1","50",-0.567774601152992,-0.0115300868391778
"454","1","50",-0.716725418758714,-0.186565463860366
"455","1","50",-0.580032005014078,0.0512405180596002
"456","1","50",-0.791156623047891,-0.148817432753263
"457","1","50",-0.354193093493311,0.465160145737044
"458","1","50",-0.34028449045832,0.304606391994743
"459","1","50",-0.72029312349368,-0.176574478537322
"460","1","50",-0.4648754758877,0.177895868737764
"461","1","50",-0.570252085751058,0.0311444033360328
"462","1","50",-0.629803203959458,-0.0864997973113066
"463","1","50",-0.686080101942718,-0.114395587197374
"464","1","50",-0.286313441126109,0.581195595016238
"465","1","50",-0.640898533008714,0.0429599004891787
"466","1","50",-0.647277985272325,-0.102058094453145
"467","1","50",-0.700429117684477,-0.0707007310461089
"468","1","50",-0.164102203092024,0.753056888002726
"469","1","50",-0.619566683046329,0.0918408730794523
"470","1","50",-0.5720489223795,0.0207945329523623
"471","1","50",-0.635340218875467,0.00853813847705409
"472","1","50",-0.708097920429636,-0.0192159843419196
"473","1","50",-0.612765602204882,-0.0876382078992651
"474","1","50",-0.990078627985799,-0.293834500130574
"475","1","50",-0.544585824573188,-0.0031553801262265
"476","1","50",-0.639064597259455,-0.00686393927583179
"477","1","50",-0.482698216047983,0.0722437187451521
"478","1","50",-0.507130371439574,0.111459455669182
"479","1","50",-0.623633381372166,-0.00274666359136423
"480","1","50",-0.742985271072999,-0.189649330347808
"481","1","50",-0.694001112684639,-0.10438836534955
"482","1","50",-0.575783341340188,-0.025790456968997
"483","1","50",-0.569698528206684,0.0638775692693349
"484","1","50",-0.574355566655417,-0.0171908640726144
"485","1","50",-0.293977949894266,0.455473202355545
"486","1","50",-0.619214277199971,-0.0591081565524949
"487","1","50",-0.60511882593428,0.0350105947446225
"488","1","50",-1.08350576393296,-0.369420861211026
"489","1","50",-0.689043277096437,-0.156582141595622
"490","1","50",-0.36201939947511,0.232151915169702
"491","1","50",-0.716063513616912,-0.139857405460442
"492","1","50",-0.597156277236944,-0.002877733285455
"493","1","50",-0.576142601071974,0.105019042836223
"494","1","50",-0.712951681810507,-0.184017146708406
"495","1","50",-0.615673828312676,-0.0473874292724478
"496","1","50",-0.469084463135727,0.192907397763937
"497","1","50",-0.694063733925061,-0.135236499749915
"498","1","50",-0.663892699111877,0.0465973138920816
"499","1","50",-0.565713065871859,0.0153901321466182
"500","1","50",-0.844268731815119,-0.300625945862175
"1","2","50",-0.440169890862268,0.253431177390574
"2","2","50",-0.814047422690016,-0.0933758463993481
"3","2","50",-0.606527908152176,0.0214202554415194
"4","2","50",-0.760766707476406,-0.0456486554053796
"5","2","50",-0.397604956313731,0.288098441891031
"6","2","50",-0.973935276080038,-0.0577657991859031
"7","2","50",-0.779355352178795,-0.0463180494109692
"8","2","50",-0.805020255011433,0.0427042760147272
"9","2","50",-0.521117093286263,0.233842392361142
"10","2","50",-0.623423789724845,0.0120528227726123
"11","2","50",-0.70120549351893,0.0918996442176665
"12","2","50",-0.702131960202315,0.0704623720617621
"13","2","50",-0.52259788012443,0.236856274958738
"14","2","50",-0.837594263586083,-0.267117786414966
"15","2","50",-0.674715911496798,-0.00689938738642555
"16","2","50",-0.946535083056982,-0.266671058315334
"17","2","50",-0.48197418411669,0.242713499231662
"18","2","50",-0.872479705090264,-0.0452515676210667
"19","2","50",-0.66079928773048,-0.0575342245566823
"20","2","50",-0.572791205312927,0.222553213029949
"21","2","50",-0.992875946617686,-0.282460890895763
"22","2","50",-0.803688492586346,-0.0980762018576062
"23","2","50",-0.550008264150018,0.145152623594069
"24","2","50",-0.89553023222453,-0.00510026840956135
"25","2","50",-0.679056912967536,-0.0253005970207379
"26","2","50",-1.12571731123511,-0.14468781776412
"27","2","50",-1.09859824079949,-0.208916106821695
"28","2","50",-0.499613340811685,0.304181606216036
"29","2","50",-0.866483329359686,-0.228318034013468
"30","2","50",-0.740360000849805,-0.0921832387685002
"31","2","50",-0.500050390817722,0.200298854672001
"32","2","50",-0.749255475458286,0.0342923076128182
"33","2","50",-1.05569166545966,-0.139641456888282
"34","2","50",-0.728029929684428,-0.0438164238835349
"35","2","50",-0.832812676846146,-0.0606895883023872
"36","2","50",-0.983033038180339,-0.0144443806223062
"37","2","50",-0.563213596341942,0.169416300156248
"38","2","50",-0.662556984195036,0.0123640753119219
"39","2","50",-1.33385423480726,-0.318330956995657
"40","2","50",-0.667110106318953,0.119489527284562
"41","2","50",-0.750684702398157,-0.141482879195518
"42","2","50",-1.10548041228656,-0.373828175741349
"43","2","50",-0.261513449420942,0.506669796200812
"44","2","50",-0.521963483807882,0.203459809690442
"45","2","50",-0.835195566652628,-0.0531486671937106
"46","2","50",-0.715777445558783,-0.0143927525589714
"47","2","50",-0.936132027496202,-0.244704130156031
"48","2","50",-0.641410645159271,0.050934786969615
"49","2","50",-0.342237987187254,0.419336689669827
"50","2","50",-0.320901255395794,0.655059252659539
"51","2","50",-1.04590356724573,-0.119170900787336
"52","2","50",-1.20994351691301,-0.310133812126637
"53","2","50",-0.464466564086104,0.22444792696961
"54","2","50",-0.874606930019311,-0.239646788844818
"55","2","50",-0.60623437612857,0.0660224378547972
"56","2","50",-0.658486155812102,0.0135743212549941
"57","2","50",-0.893124866435604,0.0827100115633321
"58","2","50",-0.653018534191433,-0.0209463097304822
"59","2","50",-0.990172220855445,-0.301186028457438
"60","2","50",-0.834658107724457,-0.125830702553814
