"simulation","cohort","N","Prob","ind"
"109","1","50",NA,NA
"110","1","50",NA,NA
"111","1","50",NA,NA
"112","1","50",NA,NA
"113","1","50",NA,NA
"114","1","50",NA,NA
"115","1","50",NA,NA
"116","1","50",NA,NA
"117","1","50",NA,NA
"118","1","50",NA,NA
"119","1","50",NA,NA
"120","1","50",NA,NA
"121","1","50",NA,NA
"122","1","50",NA,NA
"123","1","50",NA,NA
"124","1","50",NA,NA
"125","1","50",NA,NA
"126","1","50",NA,NA
"127","1","50",NA,NA
"128","1","50",NA,NA
"129","1","50",NA,NA
"130","1","50",NA,NA
"131","1","50",NA,NA
"132","1","50",NA,NA
"133","1","50",NA,NA
"134","1","50",NA,NA
"135","1","50",NA,NA
"136","1","50",NA,NA
"137","1","50",NA,NA
"138","1","50",NA,NA
"139","1","50",NA,NA
"140","1","50",NA,NA
"141","1","50",NA,NA
"142","1","50",NA,NA
"143","1","50",NA,NA
"144","1","50",NA,NA
"145","1","50",NA,NA
"146","1","50",NA,NA
"147","1","50",NA,NA
"148","1","50",NA,NA
"149","1","50",NA,NA
"150","1","50",NA,NA
"151","1","50",NA,NA
"152","1","50",NA,NA
"153","1","50",NA,NA
"154","1","50",NA,NA
"155","1","50",NA,NA
"156","1","50",NA,NA
"157","1","50",NA,NA
"158","1","50",NA,NA
"159","1","50",NA,NA
"160","1","50",NA,NA
"161","1","50",NA,NA
"162","1","50",NA,NA
"163","1","50",NA,NA
"164","1","50",NA,NA
"165","1","50",NA,NA
"166","1","50",NA,NA
"167","1","50",NA,NA
"168","1","50",NA,NA
"169","1","50",NA,NA
"170","1","50",NA,NA
"171","1","50",NA,NA
"172","1","50",NA,NA
"173","1","50",NA,NA
"174","1","50",NA,NA
"175","1","50",NA,NA
"176","1","50",NA,NA
"177","1","50",NA,NA
"178","1","50",NA,NA
"179","1","50",NA,NA
"180","1","50",NA,NA
"181","1","50",NA,NA
"182","1","50",NA,NA
"183","1","50",NA,NA
"184","1","50",NA,NA
"185","1","50",NA,NA
"186","1","50",NA,NA
"187","1","50",NA,NA
"188","1","50",NA,NA
"189","1","50",NA,NA
"190","1","50",NA,NA
"191","1","50",NA,NA
"192","1","50",NA,NA
"193","1","50",NA,NA
"194","1","50",NA,NA
"195","1","50",NA,NA
"196","1","50",NA,NA
"197","1","50",NA,NA
"198","1","50",NA,NA
"199","1","50",NA,NA
"200","1","50",NA,NA
"201","1","50",NA,NA
"202","1","50",NA,NA
"203","1","50",NA,NA
"204","1","50",NA,NA
"205","1","50",NA,NA
"206","1","50",NA,NA
"207","1","50",NA,NA
"208","1","50",NA,NA
"209","1","50",NA,NA
"210","1","50",NA,NA
"211","1","50",NA,NA
"212","1","50",NA,NA
"213","1","50",NA,NA
"214","1","50",NA,NA
"215","1","50",NA,NA
"216","1","50",NA,NA
"217","1","50",NA,NA
"218","1","50",NA,NA
"219","1","50",NA,NA
"220","1","50",NA,NA
"221","1","50",NA,NA
"222","1","50",NA,NA
"223","1","50",NA,NA
"224","1","50",NA,NA
"225","1","50",NA,NA
"226","1","50",NA,NA
"227","1","50",NA,NA
"228","1","50",NA,NA
"229","1","50",NA,NA
"230","1","50",NA,NA
"231","1","50",NA,NA
"232","1","50",NA,NA
"233","1","50",NA,NA
"234","1","50",NA,NA
"235","1","50",NA,NA
"236","1","50",NA,NA
"237","1","50",NA,NA
"238","1","50",NA,NA
"239","1","50",NA,NA
"240","1","50",NA,NA
"241","1","50",NA,NA
"242","1","50",NA,NA
"243","1","50",NA,NA
"244","1","50",NA,NA
"245","1","50",NA,NA
"246","1","50",NA,NA
"247","1","50",NA,NA
"248","1","50",NA,NA
"249","1","50",NA,NA
"250","1","50",NA,NA
"251","1","50",NA,NA
"252","1","50",NA,NA
"253","1","50",NA,NA
"254","1","50",NA,NA
"255","1","50",NA,NA
"256","1","50",NA,NA
"257","1","50",NA,NA
"258","1","50",NA,NA
"259","1","50",NA,NA
"260","1","50",NA,NA
"261","1","50",NA,NA
"262","1","50",NA,NA
"263","1","50",NA,NA
"264","1","50",NA,NA
"265","1","50",NA,NA
"266","1","50",NA,NA
"267","1","50",NA,NA
"268","1","50",NA,NA
"269","1","50",NA,NA
"270","1","50",NA,NA
"271","1","50",NA,NA
"272","1","50",NA,NA
"273","1","50",NA,NA
"274","1","50",NA,NA
"275","1","50",NA,NA
"276","1","50",NA,NA
"277","1","50",NA,NA
"278","1","50",NA,NA
"279","1","50",NA,NA
"280","1","50",NA,NA
"281","1","50",NA,NA
"282","1","50",NA,NA
"283","1","50",NA,NA
"284","1","50",NA,NA
"285","1","50",NA,NA
"286","1","50",NA,NA
"287","1","50",NA,NA
"288","1","50",NA,NA
"289","1","50",NA,NA
"290","1","50",NA,NA
"291","1","50",NA,NA
"292","1","50",NA,NA
"293","1","50",NA,NA
"294","1","50",NA,NA
"295","1","50",NA,NA
"296","1","50",NA,NA
"297","1","50",NA,NA
"298","1","50",NA,NA
"299","1","50",NA,NA
"300","1","50",NA,NA
"301","1","50",NA,NA
"302","1","50",NA,NA
"303","1","50",NA,NA
"304","1","50",NA,NA
"305","1","50",NA,NA
"306","1","50",NA,NA
"307","1","50",NA,NA
"308","1","50",NA,NA
"309","1","50",NA,NA
"310","1","50",NA,NA
"311","1","50",NA,NA
"312","1","50",NA,NA
"313","1","50",NA,NA
"314","1","50",NA,NA
"315","1","50",NA,NA
"316","1","50",NA,NA
"317","1","50",NA,NA
"318","1","50",NA,NA
"319","1","50",NA,NA
"320","1","50",NA,NA
"321","1","50",NA,NA
"322","1","50",NA,NA
"323","1","50",NA,NA
"324","1","50",NA,NA
"325","1","50",NA,NA
"326","1","50",NA,NA
"327","1","50",NA,NA
"328","1","50",NA,NA
"329","1","50",NA,NA
"330","1","50",NA,NA
"331","1","50",NA,NA
"332","1","50",NA,NA
"333","1","50",NA,NA
"334","1","50",NA,NA
"335","1","50",NA,NA
"336","1","50",NA,NA
"337","1","50",NA,NA
"338","1","50",NA,NA
"339","1","50",NA,NA
"340","1","50",NA,NA
"341","1","50",NA,NA
"342","1","50",NA,NA
"343","1","50",NA,NA
"344","1","50",NA,NA
"345","1","50",NA,NA
"346","1","50",NA,NA
"347","1","50",NA,NA
"348","1","50",NA,NA
"349","1","50",NA,NA
"350","1","50",NA,NA
"351","1","50",NA,NA
"352","1","50",NA,NA
"353","1","50",NA,NA
"354","1","50",NA,NA
"355","1","50",NA,NA
"356","1","50",NA,NA
"357","1","50",NA,NA
"358","1","50",NA,NA
"359","1","50",NA,NA
"360","1","50",NA,NA
"361","1","50",NA,NA
"362","1","50",NA,NA
"363","1","50",NA,NA
"364","1","50",NA,NA
"365","1","50",NA,NA
"366","1","50",NA,NA
"367","1","50",NA,NA
"368","1","50",NA,NA
"369","1","50",NA,NA
"370","1","50",NA,NA
"371","1","50",NA,NA
"372","1","50",NA,NA
"373","1","50",NA,NA
"374","1","50",NA,NA
"375","1","50",NA,NA
"376","1","50",NA,NA
"377","1","50",NA,NA
"378","1","50",NA,NA
"379","1","50",NA,NA
"380","1","50",NA,NA
"381","1","50",NA,NA
"382","1","50",NA,NA
"383","1","50",NA,NA
"384","1","50",NA,NA
"385","1","50",NA,NA
"386","1","50",NA,NA
"387","1","50",NA,NA
"388","1","50",NA,NA
"389","1","50",NA,NA
"390","1","50",NA,NA
"391","1","50",NA,NA
"392","1","50",NA,NA
"393","1","50",NA,NA
"394","1","50",NA,NA
"395","1","50",NA,NA
"396","1","50",NA,NA
"397","1","50",NA,NA
"398","1","50",NA,NA
"399","1","50",NA,NA
"400","1","50",NA,NA
"401","1","50",NA,NA
"402","1","50",NA,NA
"403","1","50",NA,NA
"404","1","50",NA,NA
"405","1","50",NA,NA
"406","1","50",NA,NA
"407","1","50",NA,NA
"408","1","50",NA,NA
"409","1","50",NA,NA
"410","1","50",NA,NA
"411","1","50",NA,NA
"412","1","50",NA,NA
"413","1","50",NA,NA
"414","1","50",NA,NA
"415","1","50",NA,NA
"416","1","50",NA,NA
"417","1","50",NA,NA
"418","1","50",NA,NA
"419","1","50",NA,NA
"420","1","50",NA,NA
"421","1","50",NA,NA
"422","1","50",NA,NA
"423","1","50",NA,NA
"424","1","50",NA,NA
"425","1","50",NA,NA
"426","1","50",NA,NA
"427","1","50",NA,NA
"428","1","50",NA,NA
"429","1","50",NA,NA
"430","1","50",NA,NA
"431","1","50",NA,NA
"432","1","50",NA,NA
"433","1","50",NA,NA
"434","1","50",NA,NA
"435","1","50",NA,NA
"436","1","50",NA,NA
"437","1","50",NA,NA
"438","1","50",NA,NA
"439","1","50",NA,NA
"440","1","50",NA,NA
"441","1","50",NA,NA
"442","1","50",NA,NA
"443","1","50",NA,NA
"444","1","50",NA,NA
"445","1","50",NA,NA
"446","1","50",NA,NA
"447","1","50",NA,NA
"448","1","50",NA,NA
"449","1","50",NA,NA
"450","1","50",NA,NA
"451","1","50",NA,NA
"452","1","50",NA,NA
"453","1","50",NA,NA
"454","1","50",NA,NA
"455","1","50",NA,NA
"456","1","50",NA,NA
"457","1","50",NA,NA
"458","1","50",NA,NA
"459","1","50",NA,NA
"460","1","50",NA,NA
"461","1","50",NA,NA
"462","1","50",NA,NA
"463","1","50",NA,NA
"464","1","50",NA,NA
"465","1","50",NA,NA
"466","1","50",NA,NA
"467","1","50",NA,NA
"468","1","50",NA,NA
"469","1","50",NA,NA
"470","1","50",NA,NA
"471","1","50",NA,NA
"472","1","50",NA,NA
"473","1","50",NA,NA
"474","1","50",NA,NA
"475","1","50",NA,NA
"476","1","50",NA,NA
"477","1","50",NA,NA
"478","1","50",NA,NA
"479","1","50",NA,NA
"480","1","50",NA,NA
"481","1","50",NA,NA
"482","1","50",NA,NA
"483","1","50",NA,NA
"484","1","50",NA,NA
"485","1","50",NA,NA
"486","1","50",NA,NA
"487","1","50",NA,NA
"488","1","50",NA,NA
"489","1","50",NA,NA
"490","1","50",NA,NA
"491","1","50",NA,NA
"492","1","50",NA,NA
"493","1","50",NA,NA
"494","1","50",NA,NA
"495","1","50",NA,NA
"496","1","50",NA,NA
"497","1","50",NA,NA
"498","1","50",NA,NA
"499","1","50",NA,NA
"500","1","50",NA,NA
"1","2","50",0.999883331342662,1
"2","2","50",NA,NA
"3","2","50",NA,NA
"4","2","50",NA,NA
"5","2","50",NA,NA
"6","2","50",NA,NA
"7","2","50",NA,NA
"8","2","50",NA,NA
"9","2","50",NA,NA
"10","2","50",NA,NA
"11","2","50",NA,NA
"12","2","50",NA,NA
"13","2","50",NA,NA
"14","2","50",NA,NA
"15","2","50",NA,NA
"16","2","50",NA,NA
"17","2","50",NA,NA
"18","2","50",NA,NA
"19","2","50",NA,NA
"20","2","50",NA,NA
"21","2","50",NA,NA
"22","2","50",NA,NA
"23","2","50",NA,NA
"24","2","50",NA,NA
"25","2","50",NA,NA
"26","2","50",NA,NA
"27","2","50",NA,NA
"28","2","50",NA,NA
"29","2","50",NA,NA
"30","2","50",NA,NA
"31","2","50",NA,NA
"32","2","50",NA,NA
"33","2","50",NA,NA
"34","2","50",NA,NA
"35","2","50",NA,NA
"36","2","50",NA,NA
"37","2","50",NA,NA
"38","2","50",NA,NA
"39","2","50",NA,NA
"40","2","50",NA,NA
"41","2","50",NA,NA
"42","2","50",NA,NA
"43","2","50",NA,NA
"44","2","50",NA,NA
"45","2","50",NA,NA
"46","2","50",NA,NA
"47","2","50",NA,NA
"48","2","50",NA,NA
"49","2","50",NA,NA
"50","2","50",NA,NA
"51","2","50",NA,NA
"52","2","50",NA,NA
"53","2","50",NA,NA
"54","2","50",NA,NA
"55","2","50",NA,NA
"56","2","50",NA,NA
"57","2","50",NA,NA
"58","2","50",NA,NA
"59","2","50",NA,NA
"60","2","50",NA,NA
"61","2","50",NA,NA
"62","2","50",NA,NA
"63","2","50",NA,NA
"64","2","50",NA,NA
"65","2","50",NA,NA
"66","2","50",NA,NA
"67","2","50",NA,NA
"68","2","50",NA,NA
"69","2","50",NA,NA
"70","2","50",NA,NA
"71","2","50",NA,NA
"72","2","50",NA,NA
"73","2","50",NA,NA
"74","2","50",NA,NA
"75","2","50",NA,NA
"76","2","50",NA,NA
"77","2","50",NA,NA
"78","2","50",NA,NA
"79","2","50",NA,NA
"80","2","50",NA,NA
"81","2","50",NA,NA
"82","2","50",NA,NA
"83","2","50",NA,NA
"84","2","50",NA,NA
"85","2","50",NA,NA
"86","2","50",NA,NA
"87","2","50",NA,NA
"88","2","50",NA,NA
"89","2","50",NA,NA
"90","2","50",NA,NA
"91","2","50",NA,NA
"92","2","50",NA,NA
"93","2","50",NA,NA
"94","2","50",NA,NA
"95","2","50",NA,NA
"96","2","50",NA,NA
"97","2","50",NA,NA
"98","2","50",NA,NA
"99","2","50",NA,NA
"100","2","50",NA,NA
"101","2","50",NA,NA
"102","2","50",NA,NA
"103","2","50",NA,NA
"104","2","50",NA,NA
"105","2","50",NA,NA
"106","2","50",NA,NA
"107","2","50",NA,NA
"108","2","50",NA,NA
"109","2","50",NA,NA
"110","2","50",NA,NA
"111","2","50",NA,NA
"112","2","50",NA,NA
"113","2","50",NA,NA
"114","2","50",NA,NA
"115","2","50",NA,NA
"116","2","50",NA,NA
"117","2","50",NA,NA
"118","2","50",NA,NA
"119","2","50",NA,NA
"120","2","50",NA,NA
"121","2","50",NA,NA
"122","2","50",NA,NA
"123","2","50",NA,NA
"124","2","50",NA,NA
"125","2","50",NA,NA
"126","2","50",NA,NA
"127","2","50",NA,NA
"128","2","50",NA,NA
"129","2","50",NA,NA
"130","2","50",NA,NA
"131","2","50",NA,NA
"132","2","50",NA,NA
"133","2","50",NA,NA
"134","2","50",NA,NA
"135","2","50",NA,NA
"136","2","50",NA,NA
"137","2","50",NA,NA
"138","2","50",NA,NA
"139","2","50",NA,NA
"140","2","50",NA,NA
"141","2","50",NA,NA
"142","2","50",NA,NA
"143","2","50",NA,NA
"144","2","50",NA,NA
"145","2","50",NA,NA
"146","2","50",NA,NA
"147","2","50",NA,NA
"148","2","50",NA,NA
"149","2","50",NA,NA
"150","2","50",NA,NA
"151","2","50",NA,NA
"152","2","50",NA,NA
"153","2","50",NA,NA
"154","2","50",NA,NA
"155","2","50",NA,NA
"156","2","50",NA,NA
"157","2","50",NA,NA
"158","2","50",NA,NA
"159","2","50",NA,NA
"160","2","50",NA,NA
"161","2","50",NA,NA
"162","2","50",NA,NA
"163","2","50",NA,NA
"164","2","50",NA,NA
"165","2","50",NA,NA
"166","2","50",NA,NA
"167","2","50",NA,NA
"168","2","50",NA,NA
"169","2","50",NA,NA
"170","2","50",NA,NA
"171","2","50",NA,NA
"172","2","50",NA,NA
"173","2","50",NA,NA
"174","2","50",NA,NA
"175","2","50",NA,NA
"176","2","50",NA,NA
"177","2","50",NA,NA
"178","2","50",NA,NA
"179","2","50",NA,NA
"180","2","50",NA,NA
"181","2","50",NA,NA
"182","2","50",NA,NA
"183","2","50",NA,NA
"184","2","50",NA,NA
"185","2","50",NA,NA
"186","2","50",NA,NA
"187","2","50",NA,NA
"188","2","50",NA,NA
"189","2","50",NA,NA
"190","2","50",NA,NA
"191","2","50",NA,NA
"192","2","50",NA,NA
"193","2","50",NA,NA
"194","2","50",NA,NA
"195","2","50",NA,NA
"196","2","50",NA,NA
"197","2","50",NA,NA
"198","2","50",NA,NA
"199","2","50",NA,NA
"200","2","50",NA,NA
"201","2","50",NA,NA
"202","2","50",NA,NA
"203","2","50",NA,NA
"204","2","50",NA,NA
"205","2","50",NA,NA
"206","2","50",NA,NA
"207","2","50",NA,NA
"208","2","50",NA,NA
"209","2","50",NA,NA
"210","2","50",NA,NA
"211","2","50",NA,NA
"212","2","50",NA,NA
"213","2","50",NA,NA
"214","2","50",NA,NA
"215","2","50",NA,NA
"216","2","50",NA,NA
"217","2","50",NA,NA
"218","2","50",NA,NA
"219","2","50",NA,NA
"220","2","50",NA,NA
"221","2","50",NA,NA
"222","2","50",NA,NA
"223","2","50",NA,NA
"224","2","50",NA,NA
"225","2","50",NA,NA
"226","2","50",NA,NA
"227","2","50",NA,NA
"228","2","50",NA,NA
"229","2","50",NA,NA
"230","2","50",NA,NA
"231","2","50",NA,NA
"232","2","50",NA,NA
"233","2","50",NA,NA
"234","2","50",NA,NA
"235","2","50",NA,NA
"236","2","50",NA,NA
"237","2","50",NA,NA
"238","2","50",NA,NA
"239","2","50",NA,NA
"240","2","50",NA,NA
"241","2","50",NA,NA
"242","2","50",NA,NA
"243","2","50",NA,NA
"244","2","50",NA,NA
"245","2","50",NA,NA
"246","2","50",NA,NA
"247","2","50",NA,NA
"248","2","50",NA,NA
"249","2","50",NA,NA
"250","2","50",NA,NA
"251","2","50",NA,NA
"252","2","50",NA,NA
"253","2","50",NA,NA
"254","2","50",NA,NA
"255","2","50",NA,NA
"256","2","50",NA,NA
"257","2","50",NA,NA
"258","2","50",NA,NA
"259","2","50",NA,NA
"260","2","50",NA,NA
"261","2","50",NA,NA
"262","2","50",NA,NA
"263","2","50",NA,NA
"264","2","50",NA,NA
"265","2","50",NA,NA
"266","2","50",NA,NA
"267","2","50",NA,NA
"268","2","50",NA,NA
"269","2","50",NA,NA
"270","2","50",NA,NA
"271","2","50",NA,NA
"272","2","50",NA,NA
"273","2","50",NA,NA
"274","2","50",NA,NA
"275","2","50",NA,NA
"276","2","50",NA,NA
"277","2","50",NA,NA
"278","2","50",NA,NA
"279","2","50",NA,NA
"280","2","50",NA,NA
"281","2","50",NA,NA
"282","2","50",NA,NA
"283","2","50",NA,NA
"284","2","50",NA,NA
"285","2","50",NA,NA
"286","2","50",NA,NA
"287","2","50",NA,NA
"288","2","50",NA,NA
"289","2","50",NA,NA
"290","2","50",NA,NA
"291","2","50",NA,NA
"292","2","50",NA,NA
"293","2","50",NA,NA
"294","2","50",NA,NA
"295","2","50",NA,NA
"296","2","50",NA,NA
"297","2","50",NA,NA
"298","2","50",NA,NA
"299","2","50",NA,NA
"300","2","50",NA,NA
"301","2","50",NA,NA
"302","2","50",NA,NA
"303","2","50",NA,NA
"304","2","50",NA,NA
"305","2","50",NA,NA
"306","2","50",NA,NA
"307","2","50",NA,NA
"308","2","50",NA,NA
"309","2","50",NA,NA
"310","2","50",NA,NA
"311","2","50",NA,NA
"312","2","50",NA,NA
"313","2","50",NA,NA
"314","2","50",NA,NA
"315","2","50",NA,NA
"316","2","50",NA,NA
"317","2","50",NA,NA
"318","2","50",NA,NA
"319","2","50",NA,NA
"320","2","50",NA,NA
"321","2","50",NA,NA
"322","2","50",NA,NA
"323","2","50",NA,NA
"324","2","50",NA,NA
"325","2","50",NA,NA
"326","2","50",NA,NA
"327","2","50",NA,NA
"328","2","50",NA,NA
"329","2","50",NA,NA
"330","2","50",NA,NA
"331","2","50",NA,NA
"332","2","50",NA,NA
"333","2","50",NA,NA
"334","2","50",NA,NA
"335","2","50",NA,NA
"336","2","50",NA,NA
"337","2","50",NA,NA
"338","2","50",NA,NA
"339","2","50",NA,NA
"340","2","50",NA,NA
"341","2","50",NA,NA
"342","2","50",NA,NA
"343","2","50",NA,NA
"344","2","50",NA,NA
"345","2","50",NA,NA
"346","2","50",NA,NA
"347","2","50",NA,NA
"348","2","50",NA,NA
"349","2","50",NA,NA
"350","2","50",NA,NA
"351","2","50",NA,NA
"352","2","50",NA,NA
"353","2","50",NA,NA
"354","2","50",NA,NA
"355","2","50",NA,NA
"356","2","50",NA,NA
"357","2","50",NA,NA
"358","2","50",NA,NA
"359","2","50",NA,NA
"360","2","50",NA,NA
"361","2","50",NA,NA
"362","2","50",NA,NA
"363","2","50",NA,NA
"364","2","50",NA,NA
"365","2","50",NA,NA
"366","2","50",NA,NA
"367","2","50",NA,NA
"368","2","50",NA,NA
"369","2","50",NA,NA
"370","2","50",NA,NA
"371","2","50",NA,NA
"372","2","50",NA,NA
"373","2","50",NA,NA
"374","2","50",NA,NA
"375","2","50",NA,NA
"376","2","50",NA,NA
"377","2","50",NA,NA
"378","2","50",NA,NA
"379","2","50",NA,NA
"380","2","50",NA,NA
"381","2","50",NA,NA
"382","2","50",NA,NA
"383","2","50",NA,NA
"384","2","50",NA,NA
"385","2","50",NA,NA
"386","2","50",NA,NA
"387","2","50",NA,NA
"388","2","50",NA,NA
"389","2","50",NA,NA
"390","2","50",NA,NA
"391","2","50",NA,NA
"392","2","50",NA,NA
"393","2","50",NA,NA
"394","2","50",NA,NA
"395","2","50",NA,NA
"396","2","50",NA,NA
"397","2","50",NA,NA
"398","2","50",NA,NA
"399","2","50",NA,NA
"400","2","50",NA,NA
"401","2","50",NA,NA
"402","2","50",NA,NA
"403","2","50",NA,NA
"404","2","50",NA,NA
"405","2","50",NA,NA
"406","2","50",NA,NA
"407","2","50",NA,NA
"408","2","50",NA,NA
"409","2","50",NA,NA
"410","2","50",NA,NA
"411","2","50",NA,NA
"412","2","50",NA,NA
"413","2","50",NA,NA
"414","2","50",NA,NA
"415","2","50",NA,NA
"416","2","50",NA,NA
"417","2","50",NA,NA
"418","2","50",NA,NA
"419","2","50",NA,NA
"420","2","50",NA,NA
"421","2","50",NA,NA
"422","2","50",NA,NA
"423","2","50",NA,NA
"424","2","50",NA,NA
"425","2","50",NA,NA
"426","2","50",NA,NA
"427","2","50",NA,NA
"428","2","50",NA,NA
"429","2","50",NA,NA
"430","2","50",NA,NA
"431","2","50",NA,NA
"432","2","50",NA,NA
"433","2","50",NA,NA
"434","2","50",NA,NA
"435","2","50",NA,NA
"436","2","50",NA,NA
"437","2","50",NA,NA
"438","2","50",NA,NA
"439","2","50",NA,NA
"440","2","50",NA,NA
"441","2","50",NA,NA
"442","2","50",NA,NA
"443","2","50",NA,NA
"444","2","50",NA,NA
"445","2","50",NA,NA
"446","2","50",NA,NA
"447","2","50",NA,NA
"448","2","50",NA,NA
"449","2","50",NA,NA
"450","2","50",NA,NA
"451","2","50",NA,NA
"452","2","50",NA,NA
"453","2","50",NA,NA
"454","2","50",NA,NA
"455","2","50",NA,NA
"456","2","50",NA,NA
"457","2","50",NA,NA
"458","2","50",NA,NA
"459","2","50",NA,NA
"460","2","50",NA,NA
"461","2","50",NA,NA
"462","2","50",NA,NA
"463","2","50",NA,NA
"464","2","50",NA,NA
"465","2","50",NA,NA
"466","2","50",NA,NA
"467","2","50",NA,NA
"468","2","50",NA,NA
"469","2","50",NA,NA
"470","2","50",NA,NA
"471","2","50",NA,NA
"472","2","50",NA,NA
"473","2","50",NA,NA
"474","2","50",NA,NA
"475","2","50",NA,NA
"476","2","50",NA,NA
"477","2","50",NA,NA
"478","2","50",NA,NA
"479","2","50",NA,NA
"480","2","50",NA,NA
"481","2","50",NA,NA
"482","2","50",NA,NA
"483","2","50",NA,NA
"484","2","50",NA,NA
"485","2","50",NA,NA
"486","2","50",NA,NA
"487","2","50",NA,NA
"488","2","50",NA,NA
"489","2","50",NA,NA
"490","2","50",NA,NA
"491","2","50",NA,NA
"492","2","50",NA,NA
"493","2","50",NA,NA
"494","2","50",NA,NA
"495","2","50",NA,NA
"496","2","50",NA,NA
"497","2","50",NA,NA
"498","2","50",NA,NA
"499","2","50",NA,NA
"500","2","50",NA,NA
"1","3","50",0.999970548925959,1
"2","3","50",NA,NA
"3","3","50",NA,NA
"4","3","50",NA,NA
"5","3","50",NA,NA
"6","3","50",NA,NA
"7","3","50",NA,NA
"8","3","50",NA,NA
"9","3","50",NA,NA
"10","3","50",NA,NA
"11","3","50",NA,NA
"12","3","50",NA,NA
"13","3","50",NA,NA
"14","3","50",NA,NA
"15","3","50",NA,NA
"16","3","50",NA,NA
"17","3","50",NA,NA
"18","3","50",NA,NA
"19","3","50",NA,NA
"20","3","50",NA,NA
"21","3","50",NA,NA
"22","3","50",NA,NA
"23","3","50",NA,NA
"24","3","50",NA,NA
"25","3","50",NA,NA
"26","3","50",NA,NA
"27","3","50",NA,NA
"28","3","50",NA,NA
"29","3","50",NA,NA
"30","3","50",NA,NA
"31","3","50",NA,NA
"32","3","50",NA,NA
"33","3","50",NA,NA
"34","3","50",NA,NA
"35","3","50",NA,NA
"36","3","50",NA,NA
"37","3","50",NA,NA
"38","3","50",NA,NA
"39","3","50",NA,NA
"40","3","50",NA,NA
"41","3","50",NA,NA
"42","3","50",NA,NA
"43","3","50",NA,NA
"44","3","50",NA,NA
"45","3","50",NA,NA
"46","3","50",NA,NA
"47","3","50",NA,NA
"48","3","50",NA,NA
"49","3","50",NA,NA
"50","3","50",NA,NA
"51","3","50",NA,NA
"52","3","50",NA,NA
"53","3","50",NA,NA
"54","3","50",NA,NA
"55","3","50",NA,NA
"56","3","50",NA,NA
"57","3","50",NA,NA
"58","3","50",NA,NA
"59","3","50",NA,NA
"60","3","50",NA,NA
"61","3","50",NA,NA
"62","3","50",NA,NA
"63","3","50",NA,NA
"64","3","50",NA,NA
"65","3","50",NA,NA
"66","3","50",NA,NA
"67","3","50",NA,NA
"68","3","50",NA,NA
"69","3","50",NA,NA
"70","3","50",NA,NA
"71","3","50",NA,NA
"72","3","50",NA,NA
"73","3","50",NA,NA
