"simulation","cohort","N","Sd"
"220","1","50",0.230093120266002
"221","1","50",0.232619359497379
"222","1","50",0.233099722305546
"223","1","50",0.221621123963224
"224","1","50",0.232430322209457
"225","1","50",0.222514395549936
"226","1","50",0.222633452671692
"227","1","50",0.226767209188387
"228","1","50",0.234931955722045
"229","1","50",0.231732162459423
"230","1","50",0.238467424619464
"231","1","50",0.232422427910298
"232","1","50",0.231146153485132
"233","1","50",0.232381051808573
"234","1","50",0.229238681964051
"235","1","50",0.234907716531553
"236","1","50",0.240125695041959
"237","1","50",0.239258681956949
"238","1","50",0.225596151631588
"239","1","50",0.216131363262693
"240","1","50",0.224853144295923
"241","1","50",0.234513114211859
"242","1","50",0.226896472809948
"243","1","50",0.228358188267913
"244","1","50",0.230326412981269
"245","1","50",0.220017414702359
"246","1","50",0.228800868647435
"247","1","50",0.228427185624485
"248","1","50",0.234047452290234
"249","1","50",0.223987206447054
"250","1","50",0.221175003962678
"251","1","50",0.229847396824025
"252","1","50",0.227320725629124
"253","1","50",0.222891486950416
"254","1","50",0.229462302232919
"255","1","50",0.236260477486231
"256","1","50",0.233183402775297
"257","1","50",0.226625231959913
"258","1","50",0.230524031759682
"259","1","50",0.246825965988573
"260","1","50",0.222707842793889
"261","1","50",0.242874474799664
"262","1","50",0.233531162044718
"263","1","50",0.234216994927445
"264","1","50",0.222303499486545
"265","1","50",0.226645630956931
"266","1","50",0.229613884717889
"267","1","50",0.232332147988858
"268","1","50",0.224146480501602
"269","1","50",0.224948055699781
"270","1","50",0.223636460343074
"271","1","50",0.225074978586479
"272","1","50",0.230111434103339
"273","1","50",0.226569941359022
"274","1","50",0.232395991892741
"275","1","50",0.242754611811137
"276","1","50",0.224963312582086
"277","1","50",0.237519302276803
"278","1","50",0.231823610034202
"279","1","50",0.228102801391331
"280","1","50",0.228522110029104
"281","1","50",0.237517051284273
"282","1","50",0.231415851828327
"283","1","50",0.225540493187564
"284","1","50",0.230014620641774
"285","1","50",0.225292264843758
"286","1","50",0.224607741387128
"287","1","50",0.215032189923175
"288","1","50",0.237148366405411
"289","1","50",0.234543681806014
"290","1","50",0.230713925245584
"291","1","50",0.239134260671006
"292","1","50",0.238045623877903
"293","1","50",0.22570324946617
"294","1","50",0.234832111331069
"295","1","50",0.234706125051149
"296","1","50",0.234165726437124
"297","1","50",0.226147310064535
"298","1","50",0.229018880194652
"299","1","50",0.229508023471135
"300","1","50",0.23919317371778
"301","1","50",0.231022690356914
"302","1","50",0.231486802913535
"303","1","50",0.226894319613466
"304","1","50",0.217208003752162
"305","1","50",0.220974783870283
"306","1","50",0.246455205903838
"307","1","50",0.227827027927747
"308","1","50",0.231444622704869
"309","1","50",0.224380889636763
"310","1","50",0.22542916742642
"311","1","50",0.221113919236736
"312","1","50",0.231308169955071
"313","1","50",0.228316453431053
"314","1","50",0.21986144183124
"315","1","50",0.232678494054092
"316","1","50",0.225715084860844
"317","1","50",0.231116540825761
"318","1","50",0.227717406290754
"319","1","50",0.227339914054859
"320","1","50",0.226248030543513
"321","1","50",0.2253211365131
"322","1","50",0.224604212182072
"323","1","50",0.231362814299294
"324","1","50",0.220082197810999
"325","1","50",0.225083426739452
"326","1","50",0.232808486144602
"327","1","50",0.22380160895112
"328","1","50",0.221010318233721
"329","1","50",0.222647316217027
"330","1","50",0.224465979594025
"331","1","50",0.222834020863368
"332","1","50",0.235900154872243
"333","1","50",0.228859224631829
"334","1","50",0.220790645871847
"335","1","50",0.23462239483526
"336","1","50",0.22858431628465
"337","1","50",0.216834375414642
"338","1","50",0.233987521887544
"339","1","50",0.231362842419429
"340","1","50",0.222556985899446
"341","1","50",0.231131306986166
"342","1","50",0.222138227291197
"343","1","50",0.239139314258159
"344","1","50",0.238048463689641
"345","1","50",0.225535478705022
"346","1","50",0.229853737864095
"347","1","50",0.218032100363843
"348","1","50",0.239952326453876
"349","1","50",0.2342779681307
"350","1","50",0.22569799510821
"351","1","50",0.222512526523179
"352","1","50",0.221695360450099
"353","1","50",0.237382010363578
"354","1","50",0.22323020421327
"355","1","50",0.220747677600674
"356","1","50",0.229659526013261
"357","1","50",0.231050941323321
"358","1","50",0.230736242894717
"359","1","50",0.225442955376658
"360","1","50",0.230716597873183
"361","1","50",0.224307286922503
"362","1","50",0.228993514522001
"363","1","50",0.223982639026474
"364","1","50",0.222541305667349
"365","1","50",0.217969096289992
"366","1","50",0.236185516927152
"367","1","50",0.233946139230001
"368","1","50",0.24873382039951
"369","1","50",0.230386556506971
"370","1","50",0.231946469515556
"371","1","50",0.233338247921472
"372","1","50",0.21929401380877
"373","1","50",0.228487697552988
"374","1","50",0.226303017525839
"375","1","50",0.237703001642233
"376","1","50",0.228744773575265
"377","1","50",0.229341668045766
"378","1","50",0.234556896259815
"379","1","50",0.23793599112013
"380","1","50",0.223223640130248
"381","1","50",0.222369053926219
"382","1","50",0.220346427327852
"383","1","50",0.216817605344159
"384","1","50",0.236007221569605
"385","1","50",0.226802510773362
"386","1","50",0.233381728227334
"387","1","50",0.219873968534557
"388","1","50",0.235890022446738
"389","1","50",0.219739055996249
"390","1","50",0.227198763451746
"391","1","50",0.240852787991081
"392","1","50",0.225489316146396
"393","1","50",0.228760484591001
"394","1","50",0.229271829892624
"395","1","50",0.232488956143547
"396","1","50",0.228740604150442
"397","1","50",0.225310765462521
"398","1","50",0.2381946812898
"399","1","50",0.23066933100323
"400","1","50",0.232670423648502
"401","1","50",0.234479902798424
"402","1","50",0.240452114156919
"403","1","50",0.232128028132343
"404","1","50",0.225454789663904
"405","1","50",0.23087414548998
"406","1","50",0.239694285047612
"407","1","50",0.21740704753912
"408","1","50",0.237412582646008
"409","1","50",0.236816907621612
"410","1","50",0.226986816002397
"411","1","50",0.231600860341699
"412","1","50",0.226965979805321
"413","1","50",0.224559489317282
"414","1","50",0.226250630332056
"415","1","50",0.228988417317525
"416","1","50",0.246295769999642
"417","1","50",0.241733134997975
"418","1","50",0.226961759737879
"419","1","50",0.233129412793454
"420","1","50",0.23030742575842
"421","1","50",0.231051226313236
"422","1","50",0.225191889770081
"423","1","50",0.227501980111882
"424","1","50",0.235886318150946
"425","1","50",0.246477959375572
"426","1","50",0.226796566358949
"427","1","50",0.236323996851341
"428","1","50",0.23237476929324
"429","1","50",0.221517839952146
"430","1","50",0.232809127188091
"431","1","50",0.240911825722236
"432","1","50",0.221420722786622
"433","1","50",0.225778582786382
"434","1","50",0.224615561073976
"435","1","50",0.227338387702517
"436","1","50",0.228985580181966
"437","1","50",0.22683484536098
"438","1","50",0.231210608524842
"439","1","50",0.225403771716606
"440","1","50",0.22301964838462
"441","1","50",0.223000117428513
"442","1","50",0.224706922983624
"443","1","50",0.230438687219725
"444","1","50",0.221313969406092
"445","1","50",0.227942838642011
"446","1","50",0.224378818407086
"447","1","50",0.225151641670043
"448","1","50",0.223003114248878
"449","1","50",0.232686014297108
"450","1","50",0.224735307984091
"451","1","50",0.221477258230853
"452","1","50",0.231120889549352
"453","1","50",0.231622653432945
"454","1","50",0.230935958641962
"455","1","50",0.219019072990456
"456","1","50",0.228952104705584
"457","1","50",0.228170827801755
"458","1","50",0.23714521179524
"459","1","50",0.225374968093339
"460","1","50",0.222683354671781
"461","1","50",0.229605992762609
"462","1","50",0.224601665354014
"463","1","50",0.22018410688209
"464","1","50",0.228756465505664
"465","1","50",0.230760031106212
"466","1","50",0.225153289280595
"467","1","50",0.233155929890173
"468","1","50",0.229664517466572
"469","1","50",0.233034090123538
"470","1","50",0.218946550670094
"471","1","50",0.229677862024275
"472","1","50",0.229701383985523
"473","1","50",0.2224227727682
"474","1","50",0.219794986073937
"475","1","50",0.226852788579954
"476","1","50",0.224660864605315
"477","1","50",0.230459395522939
"478","1","50",0.223944329803428
"479","1","50",0.225642142050158
"480","1","50",0.232386863936312
"481","1","50",0.226888265754367
"482","1","50",0.231580599190461
"483","1","50",0.242586391269242
"484","1","50",0.22269099654166
"485","1","50",0.239381961645991
"486","1","50",0.221438355268153
"487","1","50",0.23087977018507
"488","1","50",0.233375000144409
"489","1","50",0.220145416679851
"490","1","50",0.22831290931607
"491","1","50",0.229933675657845
"492","1","50",0.224202670039822
"493","1","50",0.226165744698766
"494","1","50",0.223719265027617
"495","1","50",0.231406755878594
"496","1","50",0.223941249560107
"497","1","50",0.235441532616935
"498","1","50",0.22290595791582
"499","1","50",0.224223367126935
"500","1","50",0.228472567801755
"1","2","50",0.225720610190081
"2","2","50",0.234591485969159
"3","2","50",0.231657749384821
"4","2","50",0.220452069156306
"5","2","50",0.240774791459485
"6","2","50",0.226651133871318
"7","2","50",0.233659261366081
"8","2","50",0.227014590883804
"9","2","50",0.230538681402784
"10","2","50",0.235948613079309
"11","2","50",0.222212524775741
"12","2","50",0.222557635620241
"13","2","50",0.22702843234703
"14","2","50",0.221496113568467
"15","2","50",0.224660292160909
"16","2","50",0.234256596000309
"17","2","50",0.224860801821014
"18","2","50",0.229456796370867
"19","2","50",0.239073578368118
"20","2","50",0.217175679577934
"21","2","50",0.228875167972843
"22","2","50",0.227499354374145
"23","2","50",0.218687799319748
"24","2","50",0.2269754331465
"25","2","50",0.227290129359016
"26","2","50",0.222204139136705
"27","2","50",0.224482248690017
"28","2","50",0.232442316036354
"29","2","50",0.233129887256319
"30","2","50",0.228093743935605
"31","2","50",0.228163106051315
"32","2","50",0.232652816723914
"33","2","50",0.237815445822643
"34","2","50",0.228333562731504
"35","2","50",0.239172065577302
"36","2","50",0.22757198042949
"37","2","50",0.230758485484536
"38","2","50",0.229584348073851
"39","2","50",0.228303918989713
"40","2","50",0.229909546324264
"41","2","50",0.226700389047738
"42","2","50",0.230010617688611
"43","2","50",0.233638915311732
"44","2","50",0.219404299229532
"45","2","50",0.237698125328859
"46","2","50",0.226154070169421
"47","2","50",0.219692387092851
"48","2","50",0.220905412982629
"49","2","50",0.234016877121431
"50","2","50",0.231967520306742
"51","2","50",0.219120410358933
"52","2","50",0.223891431978659
"53","2","50",0.229821196474921
"54","2","50",0.227837819924778
"55","2","50",0.231564055318239
"56","2","50",0.226023989815785
"57","2","50",0.22837884227664
"58","2","50",0.241116224596822
"59","2","50",0.230971573838723
"60","2","50",0.228119581872597
"61","2","50",0.223554223295187
"62","2","50",0.221151595271371
"63","2","50",0.225304265258719
"64","2","50",0.22450470064837
"65","2","50",0.227314892037283
"66","2","50",0.234520166887166
"67","2","50",0.234593908873703
"68","2","50",0.233144060740079
"69","2","50",0.224474546048123
"70","2","50",0.238178573640908
"71","2","50",0.230763889144636
"72","2","50",0.22510813676843
"73","2","50",0.222131890793083
"74","2","50",0.234442595162843
"75","2","50",0.224302325503131
"76","2","50",0.221273525976181
"77","2","50",0.228139206228382
"78","2","50",0.231165600864826
"79","2","50",0.216034227715985
"80","2","50",0.220815480270273
"81","2","50",0.228778802525213
"82","2","50",0.223774233858308
"83","2","50",0.223766445735992
"84","2","50",0.226099254406951
"85","2","50",0.221594450060288
"86","2","50",0.222660373379896
"87","2","50",0.231088315154905
"88","2","50",0.231548003180359
"89","2","50",0.225336926046327
"90","2","50",0.218585117909918
"91","2","50",0.220611112837285
"92","2","50",0.226468578760202
"93","2","50",0.228145169147782
"94","2","50",0.225172556456502
"95","2","50",0.228419134124523
"96","2","50",0.229130984355727
"97","2","50",0.22205319379276
"98","2","50",0.236167868686881
"99","2","50",0.225079484028966
"100","2","50",0.225434239013271
"101","2","50",0.223863975574293
"102","2","50",0.22549969457681
"103","2","50",0.234787359982279
"104","2","50",0.227702095732725
"105","2","50",0.22688952008005
"106","2","50",0.224520975689077
"107","2","50",0.229467001503413
"108","2","50",0.236694269411444
"109","2","50",0.225139964891312
"110","2","50",0.227021021746551
"111","2","50",0.233727357148847
"112","2","50",0.226072280854466
"113","2","50",0.219881356274224
"114","2","50",0.236325464330063
"115","2","50",0.218427415883239
"116","2","50",0.226179200803881
"117","2","50",0.225790448489099
"118","2","50",0.22397818641801
"119","2","50",0.23380017567437
"120","2","50",0.234340235471098
"121","2","50",0.23078763002534
"122","2","50",0.224110072263141
"123","2","50",0.228257200253933
"124","2","50",0.230637442644731
"125","2","50",0.218075363600348
"126","2","50",0.246423674848665
"127","2","50",0.230482062310135
"128","2","50",0.228493200384874
"129","2","50",0.220439610053654
"130","2","50",0.22783254798496
"131","2","50",0.235900991387557
"132","2","50",0.237551195566908
"133","2","50",0.219270406257834
"134","2","50",0.242668910136618
"135","2","50",0.22665073274425
"136","2","50",0.225786176343785
"137","2","50",0.226531894195596
"138","2","50",0.231568254324711
"139","2","50",0.226300213726372
"140","2","50",0.23745118379992
"141","2","50",0.225417618962163
"142","2","50",0.237034649186622
"143","2","50",0.229500112405467
"144","2","50",0.234406454086596
"145","2","50",0.2364382255265
"146","2","50",0.230973878953862
"147","2","50",0.241302564702194
"148","2","50",0.230367849824528
"149","2","50",0.234250443451241
"150","2","50",0.224819688648151
"151","2","50",0.237537879120393
"152","2","50",0.214137109335448
"153","2","50",0.229236944994936
"154","2","50",0.223181329561186
"155","2","50",0.234695705863284
"156","2","50",0.228461872410464
"157","2","50",0.228531074745036
"158","2","50",0.223835320206686
"159","2","50",0.221239044429919
"160","2","50",0.229469823583313
"161","2","50",0.22248868030338
"162","2","50",0.229626445738675
"163","2","50",0.231189450754755
"164","2","50",0.225251485587206
"165","2","50",0.223279259004863
"166","2","50",0.234274170245718
"167","2","50",0.227532053429305
"168","2","50",0.237883430172616
"169","2","50",0.2312710128459
"170","2","50",0.234669743757844
"171","2","50",0.222401240488768
"172","2","50",0.22852658276746
"173","2","50",0.242718082048704
"174","2","50",0.225409279329041
"175","2","50",0.222925624746767
"176","2","50",0.228018040138313
"177","2","50",0.223864203755744
"178","2","50",0.219795875662658
"179","2","50",0.224184673715646
"180","2","50",0.223773847889994
"181","2","50",0.23169561370208
"182","2","50",0.227230346560522
"183","2","50",0.234771577309554
"184","2","50",0.22246567534332
"185","2","50",0.227975651661538
"186","2","50",0.229950385719417
"187","2","50",0.226142045601417
"188","2","50",0.235055174296989
"189","2","50",0.233222245740588
"190","2","50",0.225260829316372
"191","2","50",0.237641942110114
"192","2","50",0.230970514267909
"193","2","50",0.231349934520687
"194","2","50",0.232991941538064
"195","2","50",0.233457121388407
"196","2","50",0.244823279027225
"197","2","50",0.230539096652447
"198","2","50",0.228270778823345
"199","2","50",0.235753199331625
"200","2","50",0.239281676234474
"201","2","50",0.226861701273193
"202","2","50",0.228319597085618
"203","2","50",0.227212092089193
"204","2","50",0.21357631619203
"205","2","50",0.226508855418742
"206","2","50",0.234602637253974
"207","2","50",0.225400385279979
"208","2","50",0.227231577171061
"209","2","50",0.236696983284996
"210","2","50",0.228849846167686
"211","2","50",0.228518916152448
"212","2","50",0.225716539557403
"213","2","50",0.23652560686639
"214","2","50",0.246780622422311
"215","2","50",0.22191225162619
"216","2","50",0.228017415876423
"217","2","50",0.223932665052985
"218","2","50",0.225716114092841
"219","2","50",0.224095564881178
"220","2","50",0.220089660971091
"221","2","50",0.233615272527178
"222","2","50",0.221230652372399
"223","2","50",0.226598897255902
"224","2","50",0.236075617626839
"225","2","50",0.23561705713644
"226","2","50",0.220096143186289
"227","2","50",0.232797642138817
"228","2","50",0.231560125711767
"229","2","50",0.226939225081894
"230","2","50",0.227888765519254
"231","2","50",0.243542797683023
"232","2","50",0.23499194000645
"233","2","50",0.241844620128589
"234","2","50",0.225118823332022
"235","2","50",0.238038744296787
"236","2","50",0.218874573737982
"237","2","50",0.223186997671381
"238","2","50",0.234222864678967
"239","2","50",0.223756234528284
"240","2","50",0.228547628532861
"241","2","50",0.232589985844186
"242","2","50",0.233443409495054
"243","2","50",0.233124279543756
"244","2","50",0.227328178168088
"245","2","50",0.231503886540644
"246","2","50",0.222619858567388
"247","2","50",0.238278481449801
"248","2","50",0.224007777071115
"249","2","50",0.216683719313968
"250","2","50",0.230097549536336
"251","2","50",0.223071512232007
"252","2","50",0.22683419607788
"253","2","50",0.232488836121562
"254","2","50",0.228080083934656
"255","2","50",0.234258439392255
"256","2","50",0.225513186421067
"257","2","50",0.22961610458439
"258","2","50",0.232663058885205
"259","2","50",0.234375653441788
"260","2","50",0.234387376331559
"261","2","50",0.216285555900274
"262","2","50",0.233857844981088
"263","2","50",0.24479778388925
"264","2","50",0.225951577316359
"265","2","50",0.218784562915972
"266","2","50",0.228356524431511
"267","2","50",0.231989000320613
"268","2","50",0.227170156499551
"269","2","50",0.227009052918374
"270","2","50",0.229445260590621
"271","2","50",0.227022216831387
"272","2","50",0.227544562546933
"273","2","50",0.224157916154466
"274","2","50",0.228795810591
"275","2","50",0.237556637696348
"276","2","50",0.233010648030718
"277","2","50",0.228485956344627
"278","2","50",0.229949609668647
"279","2","50",0.233231197015259
"280","2","50",0.224045532244018
"281","2","50",0.230834306166833
"282","2","50",0.22399074340297
"283","2","50",0.233963578636039
"284","2","50",0.226783237198554
"285","2","50",0.231161432656976
"286","2","50",0.21876977696001
"287","2","50",0.225336919109479
"288","2","50",0.226100818862856
"289","2","50",0.231068552028722
"290","2","50",0.232981326307006
"291","2","50",0.230183461533898
"292","2","50",0.233494911264402
"293","2","50",0.222521431008613
"294","2","50",0.239009130493198
"295","2","50",0.225415619037413
"296","2","50",0.218865898110897
"297","2","50",0.229672794747719
"298","2","50",0.231894934334014
"299","2","50",0.230290154062672
"300","2","50",0.231816298562564
"301","2","50",0.229612623260983
"302","2","50",0.236544582284824
"303","2","50",0.228943501984412
"304","2","50",0.234326022671385
"305","2","50",0.231654534422192
"306","2","50",0.213662653666533
"307","2","50",0.221177891935144
"308","2","50",0.231543180813284
"309","2","50",0.219196821479234
"310","2","50",0.228289317441964
"311","2","50",0.230352796335482
"312","2","50",0.219636834217472
"313","2","50",0.229676568412574
"314","2","50",0.227281712167464
"315","2","50",0.218539926218863
"316","2","50",0.232993824322354
"317","2","50",0.21857304199444
"318","2","50",0.224038871148334
"319","2","50",0.236938983233912
"320","2","50",0.22887958606521
"321","2","50",0.233337787290157
"322","2","50",0.224173646473241
"323","2","50",0.239497387889071
"324","2","50",0.228133996929764
"325","2","50",0.212543724894356
"326","2","50",0.228788708145811
"327","2","50",0.222426363592783
"328","2","50",0.228351098485671
"329","2","50",0.228501004790315
"330","2","50",0.227383933362322
"331","2","50",0.226962725939783
"332","2","50",0.220152698693051
"333","2","50",0.23316476901099
"334","2","50",0.233084285810629
"335","2","50",0.226915164455488
"336","2","50",0.226806005058575
"337","2","50",0.238762289128155
"338","2","50",0.223544704147543
"339","2","50",0.235519100860418
"340","2","50",0.237199608558049
"341","2","50",0.224862788730109
"342","2","50",0.234222446802471
"343","2","50",0.227138013473124
"344","2","50",0.237483793858547
"345","2","50",0.241017434563017
"346","2","50",0.240892291491798
"347","2","50",0.224237111570554
"348","2","50",0.227258152187505
"349","2","50",0.22662659956909
"350","2","50",0.230378843627087
"351","2","50",0.231412237992314
"352","2","50",0.22866858503305
"353","2","50",0.240922402956161
"354","2","50",0.236733860173621
"355","2","50",0.226627092387069
"356","2","50",0.240917421863879
"357","2","50",0.237507419309929
"358","2","50",0.229192904436798
"359","2","50",0.226611927009121
"360","2","50",0.234034703913438
"361","2","50",0.231759021831934
"362","2","50",0.220410064243529
"363","2","50",0.225387207346222
"364","2","50",0.223985360847457
"365","2","50",0.226692765194493
"366","2","50",0.2395855967397
"367","2","50",0.229810285496882
"368","2","50",0.222668995190936
"369","2","50",0.222429741694465
"370","2","50",0.227098984545949
"371","2","50",0.224113827697801
"372","2","50",0.246723615891383
"373","2","50",0.22547075373896
"374","2","50",0.218396021922399
"375","2","50",0.22714798734288
"376","2","50",0.225793970819932
"377","2","50",0.241084896072598
"378","2","50",0.248172523693354
"379","2","50",0.222263237797424
"380","2","50",0.229681541351968
"381","2","50",0.225797266552531
"382","2","50",0.23047909777704
"383","2","50",0.224960490055215
"384","2","50",0.236500664568874
"385","2","50",0.235576193368175
"386","2","50",0.222863131937201
"387","2","50",0.229858192597629
"388","2","50",0.235207912921415
"389","2","50",0.223676674872389
"390","2","50",0.230815621977259
"391","2","50",0.235839817373891
"392","2","50",0.234580490070412
"393","2","50",0.220357613934053
"394","2","50",0.238443725204655
"395","2","50",0.233417861061037
"396","2","50",0.232376296395727
"397","2","50",0.240135513229634
"398","2","50",0.227442684297864
"399","2","50",0.229052165651478
"400","2","50",0.217503603510517
"401","2","50",0.241118224144207
"402","2","50",0.219025061884153
"403","2","50",0.237742651440168
"404","2","50",0.22556349986121
"405","2","50",0.228456175614647
"406","2","50",0.242974901976312
"407","2","50",0.227840450564491
"408","2","50",0.232897277264068
"409","2","50",0.230938307961097
"410","2","50",0.225817652639215
"411","2","50",0.227868852960375
"412","2","50",0.241003921547505
"413","2","50",0.222933941279448
"414","2","50",0.236728487415172
"415","2","50",0.230010299164315
"416","2","50",0.220929402203045
"417","2","50",0.22846863811658
"418","2","50",0.216910006439874
"419","2","50",0.226973096635832
"420","2","50",0.229948491844742
"421","2","50",0.232571300680638
"422","2","50",0.234491171194801
"423","2","50",0.21637667605573
"424","2","50",0.223814276723963
"425","2","50",0.223343739797287
"426","2","50",0.219817102633268
"427","2","50",0.222911910693864
"428","2","50",0.234359640662794
"429","2","50",0.22779522409646
"430","2","50",0.240236168835316
"431","2","50",0.226739708039298
